rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,7.35330767571114,-0.00218937552106711,4.96531687315803,-0.533641083555657,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,-0.0530084481388595,-0.0038782844239894,0.876475486654263,-0.408574939197079,0,0,0,0,0,0,0,0
2,1,7.33399899711504,0.00967941703109533,4.24213342222993,0.0779222097529053,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,-0.0723171267349523,0.00799050812817304,0.153292035726161,0.202988354111483,0,0,0,0,0,0,0,0
3,1,7.32744361115465,0.00679677042359978,4.20187267832891,-0.161167297371707,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,-0.0788725126953462,0.00510786152067749,0.113031291825139,-0.036101153013129,0,0,0,0,0,0,0,0
1,2,7.38154112219327,0.00551772025117279,6.0876879691543,-0.167244252306696,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,-0.0247750016567263,0.0038288113482505,1.99884658265053,-0.0421781079481185,0,0,0,0,0,0,0,0
2,2,7.4377610258107,0.00274943188570103,5.93571176998463,-0.19902369668985,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,0.0314449019607048,0.00106052298277874,1.84687038348086,-0.0739575523312718,0,0,0,0,0,0,0,0
3,2,7.44171839628059,0.0082811087012125,6.13569533160331,-0.112907879739688,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,0.035402272430594,0.00659219979829021,2.04685394509954,0.0121582646188899,0,0,0,0,0,0,0,0
1,3,7.41752075025812,-0.00315826480347658,4.11397903641755,-0.00975493647733106,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,0.0112046264081256,-0.00484717370639887,0.0251376499137779,0.115311207881247,0,0,0,0,0,0,0,0
2,3,7.43077016249119,0.00604335669193678,4.33818829256616,-0.28360887558925,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,0.0244540386411929,0.00435444778901449,0.249346906062387,-0.158542731230672,0,0,0,0,0,0,0,0
3,3,7.43137531436082,0.00685497683198165,3.16845804777971,-0.125595107839744,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,0.0250591905108202,0.00516606792905936,-0.920383338724055,-0.00052896348116635,0,0,0,0,0,0,0,0
1,4,7.40727238583577,0.00543676085327673,4.16675458599732,-0.360690558321234,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029,0.000956261985772144,0.00374785195035444,0.077913199493552,-0.235624413962656,0,0,0,0,0,0,0,0
