rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26
1,1,4.74534742642419,-0.116462236685096,-0.154303259915123,3.06464494351363,7.39151753072724,6.97382062109998e-05,2.92724778840761,-0.0531473676972753,8.91368097024575,-0.0569506314286855,8.26523168474911,-0.138710175319622,5.83227080338717,-0.0774463761817826,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,0.0359211617896857,-0.00932742574405658,-0.0139918145274328,-0.226060079428785,-0.00791880044161619,-0.00293669451276425,-1.2242902251119,0.086435854965012,3.64133507205068,-0.0742789332976878,1.22394324654212,-0.098587997561893,0.668380612953456,0.00531865867603284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4.88199799065602,-0.118168292866371,-0.175669849657644,2.04709239035902,7.36919157721491,-0.000161785406829941,4.50268642777417,-0.195378357001144,8.49037603098381,-0.0224695099967367,7.81239631224451,-0.0309935679722793,4.79891259839705,-0.180835820919611,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,0.172571726021515,-0.0110334819253324,-0.035358404269953,-0.629571359681,-0.0302447539539488,-0.00316821812580519,0.351148414254655,-0.0557951343388566,3.21803013278875,-0.0397978118657389,0.771107874037519,0.00912860978545005,-0.364977592036659,-0.0980707860617952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6.3756291915096,-0.0731775276658656,-0.0993548565783718,10.7022365204019,7.41117363837363,0.00475006814889908,3.92033892857928,0.0813915868552561,9.20185280178782,0.152462947169458,7.19756373566262,0.0864740134904162,4.90529375223957,-0.0794330462284143,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,1.6662029268751,0.0339572832751735,0.0409565888093188,1.02446094036446,0.0117373072047808,0.00174363542992382,-0.231199084940231,0.220974809517544,3.92950690359276,0.135134645300456,0.156275297455627,0.126596191248146,-0.258596438194141,0.00333198862940114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2.51394846132798,-0.0157951522634968,-0.123322577144302,2.04156424874654,7.42389788072444,0.00167874444687522,3.67267809552549,-0.111721198200783,4.48793086744019,0.0123914260440488,7.76337511283724,0.032798569079756,6.08743593528587,-0.15009155707379,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,-2.19547780330653,0.0913396586775423,0.0169888682433887,-0.632275497234765,0.02446154955559,-0.00132768827210003,-0.478859917994016,0.0278620244615046,-0.784415030754874,-0.00493687582495346,0.722086674630249,0.0729207468374853,0.923545744852157,-0.067326522215975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2.79888241213229,-0.055480268241547,-0.176796146684009,1.7282190816035,7.41822667188765,0.00220824559111442,3.45196585170765,-0.10186474606731,5.24150680976823,-0.0431907328483253,7.46274350049239,0.0456063815027719,6.39989138049162,-0.169798196547734,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,-1.91054385250221,0.051654542699492,-0.0364847012963183,-0.798900354179056,0.018790340718799,-0.000798187127860837,-0.69957216181186,0.0377184765949778,-0.0308390884268297,-0.0605190347173276,0.421455062285405,0.0857285592605012,1.23600119005791,-0.087033161689919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3.35154850679226,0.00318043439268782,-0.0912956922209184,0.737673599209635,7.43071896121677,0.00200951716616687,3.92735418537194,-0.162696722022983,4.43443664272679,-0.0380826658756643,7.85878586729759,-0.000117193615714638,6.0067598339151,-0.1211368109984,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,-1.35787775784224,0.110315245333727,0.0490157531667721,-1.65024562956887,0.0312826300479134,-0.000996915552808386,-0.224183828147574,-0.0231134993606957,-0.837909255468279,-0.0554109677446665,0.817497429090597,0.0400049841420147,0.842869643481385,-0.0383717761405849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4.16797177313163,-0.16148623688771,-0.111277657400073,10.6237742886362,7.37332397655952,0.00687681541195274,5.32994637263332,-0.406157801721324,6.33145687122794,0.0314796693763476,6.38258723317922,-0.217064619283729,6.09777538850926,-0.15005172679177,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,-0.541454491502876,-0.0543514259466708,0.0290337879876177,1.0171025472264,-0.0261123546093316,0.00387038269297749,1.17840835911381,-0.266574579059036,1.05911097303288,0.0141513675073453,-0.658701205027771,-0.176942441525999,0.933885198075549,-0.0672866919339546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3.33440285082892,-0.119264643043191,-0.118554007265261,5.76580423051458,7.38318900780569,0.00685830312785407,4.56412891871563,-0.363548083692877,5.62516796136176,0.0775701401136756,6.82906816049111,-0.238904192231963,6.38268273257765,-0.177768257431363,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,-1.37502341380558,-0.012129832102152,0.0217574381224292,0.405952846389053,-0.0162473233631664,0.00385187040887881,0.412590905196122,-0.223964861030589,0.352822063166696,0.0602418382446733,-0.21222027771588,-0.198782014474234,1.21879254214394,-0.0950032225735475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3.2490038808919,-0.18734202708727,-0.172295548543761,5.39010848382199,7.33918510685145,0.0104390209317732,4.74954542982296,-0.355604652394689,5.56860792140044,0.0815524774632611,6.89667959685566,-0.249272422089749,6.70729866674797,-0.191690908055557,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,-1.4604223837426,-0.080207216146231,-0.0319841031560702,0.338573711727055,-0.0602512243174047,0.00743258821279792,0.598007416303449,-0.216021429732402,0.296262023205378,0.0642241755942588,-0.144608841351333,-0.209150244332019,1.54340847631426,-0.108925873197742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4.79985529447917,-0.200477559895082,-0.0956700530323832,3.59540644883629,7.39826660922911,0.00366979425822335,3.73534835451182,0.103713565166676,4.57532733528036,-0.130683373387109,7.65633094278529,-0.00704857680526128,4.79481147676705,-0.106162780024288,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801,0.0904290298446693,-0.0933427489540429,0.0446413923553074,-0.0663347555960996,-0.00116972193974796,0.0006633615392481,-0.416189659007689,0.243296787828963,-0.697018562914707,-0.148011675256111,0.615042504578306,0.0330736009524681,-0.369078713666661,-0.023397745166472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
