b0_pop,1,-0.27634,-0.14333,0.17924,0.05673,0.21197,0.050995,-0.01668,0.012481,0.22009,-0.19394
b1_pop,-0.27634,1,0.03937,0.22021,-0.0087674,0.10697,0.0057834,-0.020943,-0.087374,-0.67278,0.089546
h1_pop,-0.14333,0.03937,1,-0.060513,-0.81525,-0.19166,-0.83548,-0.07063,0.0096082,-0.34781,0.041974
h2_pop,0.17924,0.22021,-0.060513,1,-0.014921,0.32551,0.11113,-0.76399,-0.077661,-0.19723,-0.034513
alpha1_pop,0.05673,-0.0087674,-0.81525,-0.014921,1,0.040814,0.46486,0.093801,-0.19382,0.21016,0.060985
alpha2_pop,0.21197,0.10697,-0.19166,0.32551,0.040814,1,0.15695,0.090336,0.18449,0.04712,-0.22926
beta_hcov1_score4C,0.050995,0.0057834,-0.83548,0.11113,0.46486,0.15695,1,-0.030515,-0.058961,0.22448,-0.0012683
beta_hcov2_score4C,-0.01668,-0.020943,-0.07063,-0.76399,0.093801,0.090336,-0.030515,1,0.086949,0.10297,-0.069032
omega_b0,0.012481,-0.087374,0.0096082,-0.077661,-0.19382,0.18449,-0.058961,0.086949,1,0.1591,-0.20399
omega_b1,0.22009,-0.67278,-0.34781,-0.19723,0.21016,0.04712,0.22448,0.10297,0.1591,1,-0.1551
e_b,-0.19394,0.089546,0.041974,-0.034513,0.060985,-0.22926,-0.0012683,-0.069032,-0.20399,-0.1551,1
