rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha27
1,1,-1.45444478456374,0.00440844343770624,0.0474476674555104,0.697920941299189,-0.0301966880742208,-0.00470207172109731,0.099328546839673,0.117151408317679,-1.3317143660237,0.0781797714975524,19.9863072864962,-4.94365038916683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-1.93525378595107,-0.025019178407057,0.0123562972777199,-1.02903859261835,-0.0541850758191265,-0.00822810036406664,-0.265199168730733,-0.00676084575260358,-0.638949241449047,0.0462867327923898,25.0681350678449,-6.47675092217907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-0.53374604657806,-0.0729412305538758,0.0242239911514666,-0.5078509808331,-0.04648144938127,-0.00277928552280379,0.453790170179794,0.0378596347255255,-0.644933734715281,0.0703518067740481,16.9460307333836,0.662398731946794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.456748649594735,-0.215967899977836,-0.0140173777186981,-0.299505849096551,-0.0252294151122188,0.00155305088699876,-1.06794088391276,-0.117488226837729,1.10317614453878,-0.0152713679231639,67.4520011740429,0.896543770513271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-0.346981463301148,0.00816431540099422,0.0191312151622151,-0.0799038521006392,-0.0375768272425496,-0.000664331541284731,-0.166929081229362,-0.273492131525783,0.736404783333913,0.0831432466072526,20.2102399536237,-7.30522687882684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-0.553386619680825,0.0498433901232869,0.0669021381294726,0.871293361568738,-0.0028632071915613,-0.000435658481413863,-2.48805340625563,0.144121208741806,0.256163458689766,0.0599928541719907,-10.8830824968883,-4.81687109364382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.620722121544214,-0.0793885335697974,0.0290628496408317,0.377624605832956,0.0482100679060276,-0.00545678397946195,0.130717760087429,-0.266753902534465,-0.0789430822981867,0.076273912034617,-199.567811429931,-3.85649017661387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-0.513802237967269,-0.0313058152801288,0.0177896584265398,0.378648659335601,0.017936755922662,-0.00057085585470052,0.139807603240677,-0.128834400693406,0.0900217493181685,0.0129776563550345,-236.684689823402,-0.31112110800161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.14057743974163,-0.0395521940770932,0.0217498487972311,-0.498177979463637,0.0105958375074025,0.00744497383827331,-0.35614824218986,-0.191538151820323,-0.018356458126731,0.0416091302146376,-230.342415978007,-1.30172050124165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.776561963070899,0.0415581288031272,-0.034026420583022,0.0434899357572789,0.0354915001491491,0.00343643418246849,-1.00190631096721,-0.0240336602755357,-1.53700284024208,0.0525703232258876,60.3305565883234,9.88534761714909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
