rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.103810283736097,-1.24240291936889,-0.356277906631952,-0.770424364221107,0,0,0,0,0,0,11
2,1,-0.193732674257212,-0.0768593362442709,-0.206014467220325,-0.148975435767919,0,0,0,0,0,0,11
3,1,0.121642795544198,-0.127009374157026,0.0558084590931649,0.899919921623527,0,0,0,0,0,0,11
4,1,-0.286491528401184,0.993936411146148,-0.210575803808668,-0.54459112492996,0,0,0,0,0,0,11
5,1,0.144280336958577,-0.134858641737161,-0.101051591974617,0.216806915723883,0,0,0,0,0,0,11
6,1,0.126340329574634,-0.285766775831858,-0.0804544827932187,-0.448526178273915,0,0,0,0,0,0,11
7,1,0.0690591092880677,-0.131378953691588,0.418488452224808,0.174543841269052,0,0,0,0,0,0,11
8,1,-0.235924844679619,0.374083706007019,-0.00806373404349836,0.0764661123428826,0,0,0,0,0,0,11
9,1,0.653438980518116,0.47976765718583,-0.254235491042958,-1.5004029486791,0,0,0,0,0,0,11
10,1,-0.0527668425575989,0.467861337124642,-0.091661837527272,1.8774984635921,0,0,0,0,0,0,11
1,2,-0.346984077233142,-0.517629783441948,-0.284748042554746,0.081574481876794,0,0,0,0,0,0,5
2,2,-0.525911820283759,0.0372747494089887,-0.142609340127068,0.504724594031811,0,0,0,0,0,0,5
3,2,-0.229909059284167,0.370416648081701,-0.025379531689266,0.603501138122969,0,0,0,0,0,0,5
4,2,-0.304696284230445,0.913859703303888,0.18727547611792,0.440182968818382,0,0,0,0,0,0,5
5,2,0.132772448575913,-0.956891120084951,0.123128642147962,0.151613968324358,0,0,0,0,0,0,5
6,2,0.709580998522055,0.124446799231051,-0.398717602038536,1.02185028531948,0,0,0,0,0,0,5
7,2,-0.314266626357941,0.082437807796605,-0.252649550456209,0.557240951755767,0,0,0,0,0,0,5
8,2,-0.18346586337728,-0.491896412607616,-0.214584653292583,-0.1855311674735,0,0,0,0,0,0,5
9,2,-0.1303422803078,0.895850272453293,0.135715564328542,0.36067084566568,0,0,0,0,0,0,5
10,2,-0.124195890727926,0.0803418962698561,0.0198611901910584,-0.167354118651218,0,0,0,0,0,0,5
1,3,-0.354084834805428,0.248975327972074,-0.102928042211442,-0.45951501614059,0,0,0,0,0,0,6
2,3,-0.283285182282805,-0.263246397950541,0.226416287732477,1.54771034617582,0,0,0,0,0,0,6
3,3,-0.148539057132001,0.522356412912298,-0.104625528468451,0.308801805964624,0,0,0,0,0,0,6
4,3,-0.622422589781702,-0.00356813968709102,0.00505066623439898,1.77647319347234,0,0,0,0,0,0,6
5,3,0.122675933039494,0.0233086454595917,0.129050285416691,-0.733368583346916,0,0,0,0,0,0,6
6,3,-0.050351509142917,-1.47052702233675,-0.0494029960918936,-0.954536558915976,0,0,0,0,0,0,6
7,3,-0.329508418603995,-0.748374998880506,-0.380834798197462,1.13495214331527,0,0,0,0,0,0,6
8,3,-0.116648363136235,0.674939977244997,-0.148702030864039,1.69045866946608,0,0,0,0,0,0,6
9,3,-0.544243592359861,0.301015039537568,0.281960204249366,0.708733324714924,0,0,0,0,0,0,6
10,3,-0.0841543627297006,-0.221605170336455,-0.284304950550267,1.13789380719794,0,0,0,0,0,0,6
1,4,0.0684588589657102,-0.181358761880098,-0.245426307967985,-0.0646237409623413,0,0,0,0,0,0,8
2,4,0.0681246019891888,0.483849701746912,0.0248573395029852,-2.25971547798913,0,0,0,0,0,0,8
3,4,0.0693101378269398,0.773043673522697,-0.189114516036744,-0.927920190556526,0,0,0,0,0,0,8
