rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,131.800524603936,-0.321538171292778,-1.69901050874879,58.7795895368776,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
2,1,121.580603333269,-2.17502949804938,-1.03792900328911,17.9627429341124,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
3,1,130.313260724017,-2.23710533367351,-1.85567670015481,64.579019089504,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
4,1,115.833620022487,-1.85413151825446,-1.70829879154309,74.4573253112044,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
5,1,119.562608886385,-2.62083175216126,-0.969367051646736,51.209684943903,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
6,1,135.844667533309,-2.38930255473856,-1.5883842083589,26.7615643291286,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
7,1,128.064562284698,-1.425467045489,-1.61419266224698,10.1064987770616,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
8,1,161.204185154251,-2.36704442836179,-1.19421630907339,11.7590507399171,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
9,1,124.870642577088,-1.40724340713745,-1.9366848769588,31.0072890778094,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
10,1,129.867649923052,-1.16473412446964,-1.34793000601524,28.0873773267344,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,2.47376836385425,-1.39070657171904,11
1,2,144.70291792292,-2.77846243825511,-1.17303269474857,21.0199201444822,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,1.1244401653883,-0.632139350781381,5
2,2,75.3149026153801,-3.80200840362303,-0.465857572744342,44.6067041622787,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,1.1244401653883,-0.632139350781381,5
3,2,135.013979904111,-3.76916425087393,-0.991655463782581,99.6795903026996,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,1.1244401653883,-0.632139350781381,5
4,2,147.308054748774,-2.69698451195345,-1.13802597776351,84.6839967420835,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,1.1244401653883,-0.632139350781381,5
5,2,106.575614589268,-3.21217072257569,-1.41195175894455,26.8292430664992,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,1.1244401653883,-0.632139350781381,5
6,2,184.284258647107,-1.15063290905425,-2.04657962445167,56.20580382388,0.000746522624696443,0.107624041875365,-0.0317135154873132,-1.1946416478551e-08,1.1244401653883,-0.632139350781381,5
