rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,7.45289118633981,-0.00588419655002356,3.85606757949128,-0.561675225426956,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,0.0496418114199555,-0.00762421032945306,-0.317385779413721,-0.41388871559595,0,0,0,0,0,0,0,0
2,1,7.38437509439123,0.00345538513280921,3.73488893916445,-0.334253871715691,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,-0.0188742805286291,0.0017153713533797,-0.43856441974055,-0.186467361884685,0,0,0,0,0,0,0,0
3,1,7.42696445793108,-0.00760675020345816,3.60537902791623,-0.386529245138249,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,0.0237150830112229,-0.00934676398288767,-0.568074330988769,-0.238742735307243,0,0,0,0,0,0,0,0
1,2,7.32328105013042,0.00433586793070015,3.35946436905998,0.287387876754513,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,-0.0799683247894327,0.00259585415127064,-0.813988989845017,0.435174386585519,0,0,0,0,0,0,0,0
2,2,7.32542269202425,0.00495612994212687,3.63770606220975,-0.276561729194714,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,-0.0778266828956058,0.00321611616269736,-0.535747296695248,-0.128775219363708,0,0,0,0,0,0,0,0
3,2,7.33888813194733,0.00544410263603024,3.30063218472465,-0.115721572755363,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,-0.0643612429725238,0.00370408885660073,-0.872821174180351,0.0320649370756427,0,0,0,0,0,0,0,0
1,3,7.37237083872342,0.00164403269002028,4.95250799759896,-0.214829486991784,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,-0.0308785361964405,-9.59810894092319e-05,0.779054638693958,-0.0670429771607786,0,0,0,0,0,0,0,0
2,3,7.40801504757175,-0.000253605611645628,4.64774065183417,-0.217763170722342,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,0.0047656726518932,-0.00199361939107514,0.474287292929174,-0.069976660891336,0,0,0,0,0,0,0,0
3,3,7.38093414785319,0.00093291795509421,4.70979850188741,-0.224365632588724,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,-0.022315227066672,-0.000807095824335298,0.536345142982406,-0.0765791227577179,0,0,0,0,0,0,0,0
1,4,7.41318819942842,0.00122397302065591,4.02618188408067,-0.0849472199380782,0.0338515343015243,0.168634494715452,0.773654710011746,0.149046586402611,-19.2706209817698,0.555550984207837,6.3137973795884,-0.239817770695861,0.00993882450856365,-0.000516040758773598,-0.147271474824329,0.0628392898929275,0,0,0,0,0,0,0,0
