rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,5.12812748173925,0.0790225861997985,-4.85939532323962,3.59102624438637,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
2,1,8.52048650430454,0.0478619871852592,-4.39487512409277,4.73143716323101,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
3,1,9.31628955440929,0.0251969470748419,-3.8273129005318,5.4026403616393,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
4,1,5.54686906907789,0.0849087416273462,-6.52547718031275,4.90816327143259,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
5,1,10.991367792312,-0.0318949085691968,-6.44544656275411,5.8125671768345,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
6,1,6.43610406773502,-0.029649125406443,-5.55468544882745,6.4213124980116,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
7,1,9.2066664283607,-0.00311359730445092,-4.55496068145448,5.65426066247172,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
8,1,6.18543065263787,-0.00327658692866899,-4.70052246843401,4.4356431341118,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
9,1,7.89087116771078,-0.0341486766386484,-5.88385578535944,5.37497606815149,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
10,1,9.58126361323687,0.112811923032663,-5.42410336565764,2.49026919598479,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,2.90945406093071,-1.41172504020191,11
1,2,5.68443768488925,0.0983272177597583,-5.2227322988386,7.61226018355724,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
2,2,9.1870538989615,0.0597924726115791,-6.17288949668276,6.31454245371734,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
3,2,8.18831217880547,-0.088494461684554,-4.1911535922549,5.610649660838,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
4,2,11.4406871603297,0.0136498967665158,-6.15105005443112,7.23696034524164,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
5,2,6.42957148544281,-0.0158483315914515,-3.96131354332635,7.60429596224098,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
6,2,3.07523721871295,0.0322171134185711,-4.05855492250341,14.7846078913486,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
7,2,8.3376345569558,-0.0739094141536563,-5.81921545056137,4.34637245347211,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
8,2,7.66510603802553,0.00732999851291174,-5.37738884708038,3.18556878323977,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
9,2,2.87207016402249,0.0421491218094458,-2.93210208937955,11.1680325842407,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
10,2,9.68456677152416,-0.0440011365835165,-4.88347242701206,4.34379252501406,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.32247911860487,-0.641693200091776,5
1,3,9.97880937357902,-0.0426937021173323,-5.11011064346358,7.10115703160496,0.000792093832416096,0.054341109275113,-0.464409624232051,0.248697078759533,1.58697494232584,-0.770031840110132,6
