id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha17_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha27_SAEM
172,0.0357362,0.00570797,0.575418,0.108488,-1.32151,0.0153289,67.3071,4.68315,0,0,0,0,0,0,0,0,0,0,0,0
173,-0.0391636,0.00571861,-1.12479,-0.183611,-0.0231552,0.107649,106.562,-2.94194,0,0,0,0,0,0,0,0,0,0,0,0
174,0.0135037,-0.00223345,2.2578,0.1409,0.34007,-0.0163898,-3.83278,1.37457,0,0,0,0,0,0,0,0,0,0,0,0
175,-0.0274084,-0.00558484,0.335496,0.11498,-1.61743,-0.0204919,63.0324,2.49138,0,0,0,0,0,0,0,0,0,0,0,0
176,0.000705765,0.00650045,1.58051,0.0320991,0.220464,0.0732584,-28.5031,0.736802,0,0,0,0,0,0,0,0,0,0,0,0
177,0.0473543,-8.9853e-05,-0.382842,-0.0294992,1.01787,0.00745634,-100.104,0.140118,0,0,0,0,0,0,0,0,0,0,0,0
178,-0.0482933,-0.000521612,-0.374142,0.0672784,0.794478,-0.00534556,6.26436,0.493028,0,0,0,0,0,0,0,0,0,0,0,0
179,-0.014634,-0.000633905,0.122534,0.00396575,-1.28934,0.0083007,-16.5588,-0.55212,0,0,0,0,0,0,0,0,0,0,0,0
180,-0.0111908,0.000557871,0.405794,-0.00281519,-1.45841,0.00466755,-7.79208,-0.386314,0,0,0,0,0,0,0,0,0,0,0,0
181,0.0666939,-0.000346458,-0.277109,-0.106058,-3.49872,0.012987,-217.244,3.98357,0,0,0,0,0,0,0,0,0,0,0,0
182,-0.00973071,-5.88016e-05,0.16224,0.0875816,1.2926,-0.00456992,-6.68559,1.00732,0,0,0,0,0,0,0,0,0,0,0,0
183,0.0485799,0.00480499,0.412296,0.101213,1.96296,0.013623,4.67651,-10.9106,0,0,0,0,0,0,0,0,0,0,0,0
184,-0.0449301,-0.00780325,-0.474886,-0.341421,-2.36535,-0.0440951,-96.6864,-4.67764,0,0,0,0,0,0,0,0,0,0,0,0
185,0.017267,-0.00399747,0.861924,0.0150725,-1.21732,-0.00396523,52.6987,-1.66657,0,0,0,0,0,0,0,0,0,0,0,0
186,-0.0220331,-0.00353731,0.953277,0.113701,0.194785,-0.0378486,-140.549,1.18761,0,0,0,0,0,0,0,0,0,0,0,0
187,-0.0667104,-0.00391521,-0.229339,-0.143119,0.085044,0.0696262,151.714,1.17244,0,0,0,0,0,0,0,0,0,0,0,0
188,-0.0633274,-0.000416276,0.607727,0.170277,0.0535941,-0.0259425,-75.1437,-2.6717,0,0,0,0,0,0,0,0,0,0,0,0
189,-0.0472211,0.0007036,-0.627488,-0.0316647,1.39705,-0.00701913,81.2714,0.153364,0,0,0,0,0,0,0,0,0,0,0,0
190,-0.0151119,-0.000190153,-0.0838571,-0.0239179,-0.752124,0.00766483,-197.519,-1.68903,0,0,0,0,0,0,0,0,0,0,0,0
191,-0.0701638,-0.00154585,0.800577,-0.0152182,0.0904877,0.00136241,-44.1181,-0.429247,0,0,0,0,0,0,0,0,0,0,0,0
192,0.0109321,-0.00193696,0.942589,0.119811,-0.332194,0.0309094,-35.347,-5.16971,0,0,0,0,0,0,0,0,0,0,0,0
193,-0.0345426,-0.00903033,2.11428,-0.162055,-0.563136,-0.0950752,-11.5156,-0.108429,0,0,0,0,0,0,0,0,0,0,0,0
194,0.0189057,-0.00317339,-0.768175,0.237656,-1.0732,-0.084584,-87.5899,-3.98861,0,0,0,0,0,0,0,0,0,0,0,0
195,0.0237028,0.000709875,0.94444,-0.0317062,1.92193,-0.00618411,-55.4698,0.404638,0,0,0,0,0,0,0,0,0,0,0,0
196,-0.046719,0.000196974,0.162075,-0.0204211,1.43061,-0.00147619,149.596,-0.204477,0,0,0,0,0,0,0,0,0,0,0,0
197,0.0256413,0.00126653,0.396349,-0.0141554,1.193,0.00763547,-29.1778,-0.359825,0,0,0,0,0,0,0,0,0,0,0,0
198,-0.0130343,0.000688169,-0.343438,-0.0288763,0.671742,0.00185473,-7.13181,0.162354,0,0,0,0,0,0,0,0,0,0,0,0
199,-0.0130124,-0.00224889,-0.932241,-0.0439416,-1.60022,-0.026274,-192.893,-7.02746,0,0,0,0,0,0,0,0,0,0,0,0
200,0.00335603,-0.000550971,-0.269203,-0.0503637,-1.10343,-0.0099434,-208.064,-5.49683,0,0,0,0,0,0,0,0,0,0,0,0
201,-0.0129726,4.08365e-05,0.102141,-0.0178666,-1.19616,0.00167648,-91.4692,-0.614164,0,0,0,0,0,0,0,0,0,0,0,0
202,-0.039409,-0.00303682,0.884087,0.263189,1.49602,-0.00648235,-24.7258,2.03994,0,0,0,0,0,0,0,0,0,0,0,0
203,0.00622861,0.00449097,1.25634,0.199417,-1.61873,0.0406681,25.933,0.16472,0,0,0,0,0,0,0,0,0,0,0,0
204,-0.00608869,0.00243375,-1.19452,0.054136,-0.786584,0.0313612,-7.69896,2.58523,0,0,0,0,0,0,0,0,0,0,0,0
205,-0.00805052,-0.000157466,-0.0851633,0.0523766,1.07855,-0.00123354,-167.484,0.244071,0,0,0,0,0,0,0,0,0,0,0,0
206,0.000262398,0.0104467,0.0119099,0.0334819,3.17375,0.112921,161.948,0.237843,0,0,0,0,0,0,0,0,0,0,0,0
207,-0.0752622,0.00481433,-0.348873,0.0171137,2.03102,0.0688336,42.6852,-1.01412,0,0,0,0,0,0,0,0,0,0,0,0
208,0.0217374,-0.000650103,-0.389561,-0.106538,1.23963,-0.0187996,-8.5619,-1.42009,0,0,0,0,0,0,0,0,0,0,0,0
209,0.00222962,-0.00255155,-0.336196,0.0847713,0.315737,0.0218968,-29.3669,4.10779,0,0,0,0,0,0,0,0,0,0,0,0
210,0.0118252,-0.0016194,0.472185,-0.093914,0.283369,-0.0332612,-40.9284,-1.05346,0,0,0,0,0,0,0,0,0,0,0,0
211,0.0168689,-0.000434283,-0.378296,0.0449429,-2.20751,-0.0222914,15.4882,-6.69536,0,0,0,0,0,0,0,0,0,0,0,0
212,-0.0186302,0.00314879,-2.20799,-0.041387,0.0318667,0.104711,6.0278,-0.465507,0,0,0,0,0,0,0,0,0,0,0,0
213,0.0414944,-0.00495466,1.24707,-0.125197,-1.75743,-0.0442825,-122.9,-1.76325,0,0,0,0,0,0,0,0,0,0,0,0
214,0.00150098,-0.00182795,-0.278068,-0.234402,-1.93417,0.0291212,59.1113,4.62128,0,0,0,0,0,0,0,0,0,0,0,0
215,-0.0214781,0.00252951,0.841792,-0.219532,2.89739,0.0270279,140.811,5.67678,0,0,0,0,0,0,0,0,0,0,0,0
216,0.0132089,0.00250332,0.263696,0.0019687,0.913476,0.0107761,-85.9351,0.94718,0,0,0,0,0,0,0,0,0,0,0,0
217,-0.0119091,-0.000181988,-1.10769,-0.0462512,-1.58658,0.00499107,-78.8733,-0.419415,0,0,0,0,0,0,0,0,0,0,0,0
218,0.0466606,0.00387878,-1.43364,-0.040777,0.158016,0.0271317,128.2,6.75355,0,0,0,0,0,0,0,0,0,0,0,0
219,-0.0223219,-0.00106744,-1.5521,0.0336092,-0.399712,-0.0151941,-79.2347,-1.97909,0,0,0,0,0,0,0,0,0,0,0,0
220,0.0772424,0.00332817,0.170334,0.086095,-2.2017,0.00335454,47.0828,0.0419,0,0,0,0,0,0,0,0,0,0,0,0
221,-0.0130918,2.99568e-05,-0.783677,0.00286119,1.49694,-0.00361714,-175.007,0.16973,0,0,0,0,0,0,0,0,0,0,0,0
222,0.0208898,0.000660374,0.373618,0.0638611,-0.0307516,-0.00478165,141.563,-0.915245,0,0,0,0,0,0,0,0,0,0,0,0
223,0.0163606,-0.00672545,-0.205204,0.0112133,1.25034,-0.0702953,70.1984,3.00494,0,0,0,0,0,0,0,0,0,0,0,0
224,-0.0132719,-2.21304e-05,-0.780005,0.0507967,0.908713,-0.0085757,-19.2632,0.554774,0,0,0,0,0,0,0,0,0,0,0,0
225,-0.028704,0.00115692,-0.118641,0.105129,-0.797623,-0.0599099,160.267,4.05252,0,0,0,0,0,0,0,0,0,0,0,0
226,0.0367527,0.00168178,-0.713049,-0.0210979,-0.246593,0.00928393,97.0903,-0.541381,0,0,0,0,0,0,0,0,0,0,0,0
227,-0.00561598,-0.000888861,-0.300837,-0.203601,4.66221,0.0155996,17.3731,5.06137,0,0,0,0,0,0,0,0,0,0,0,0
228,0.0305147,0.000966126,-0.627397,0.100089,-3.64339,0.0095227,-88.4302,1.11446,0,0,0,0,0,0,0,0,0,0,0,0
229,0.0194773,0.00617175,-0.135335,0.0170595,0.248373,0.0183201,110.207,-3.35794,0,0,0,0,0,0,0,0,0,0,0,0
230,-0.00512646,0.00907935,0.605778,-0.189398,-1.24276,0.0652108,148.498,5.38766,0,0,0,0,0,0,0,0,0,0,0,0
231,0.00747987,-0.000191214,0.0568975,-0.0139803,-0.776464,0.00507477,-46.6147,0.398564,0,0,0,0,0,0,0,0,0,0,0,0
232,0.00150017,0.000651187,-0.257901,-0.0381204,0.421417,-0.00705232,60.2796,-0.10057,0,0,0,0,0,0,0,0,0,0,0,0
233,0.0200127,0.00270311,-0.341761,0.0346735,0.0472384,-0.018123,130.576,4.41384,0,0,0,0,0,0,0,0,0,0,0,0
234,0.0435038,-0.000445118,-0.579134,-0.019822,2.26476,0.00415328,-113.251,0.0404008,0,0,0,0,0,0,0,0,0,0,0,0
235,0.0837156,0.00325716,1.4881,0.29696,-0.480671,0.0227343,-71.2694,-0.462303,0,0,0,0,0,0,0,0,0,0,0,0
236,0.0335056,0.00359114,0.465299,-0.111131,0.224376,0.064178,11.3446,-2.40553,0,0,0,0,0,0,0,0,0,0,0,0
237,-0.0154384,-0.000700578,0.741944,0.0473329,4.94537,0.0073,118.514,-0.464772,0,0,0,0,0,0,0,0,0,0,0,0
238,0.0500682,0.00435994,-0.379198,0.0982731,-2.32284,0.0354743,211.702,2.64317,0,0,0,0,0,0,0,0,0,0,0,0
239,-0.00243538,0.00333437,-0.68953,0.0306123,1.4517,-0.0118299,-92.0403,0.695224,0,0,0,0,0,0,0,0,0,0,0,0
240,-0.0533281,-0.00118075,0.00737559,-0.117808,-0.147515,0.0247712,-8.84504,-4.41994,0,0,0,0,0,0,0,0,0,0,0,0
241,0.0184059,0.000246636,-0.848644,-0.157079,1.04212,-0.175657,156.526,2.85302,0,0,0,0,0,0,0,0,0,0,0,0
242,-0.0568815,0.00239346,-0.0686059,0.0618473,-0.385258,0.0107244,75.4963,-1.29255,0,0,0,0,0,0,0,0,0,0,0,0
243,0.0360052,-0.00447343,0.101286,0.0282933,2.59463,-0.0668842,-158.645,-1.60816,0,0,0,0,0,0,0,0,0,0,0,0
244,0.00175312,-0.00132571,-0.40181,-0.0141088,0.159201,0.0274119,-12.1636,-0.448286,0,0,0,0,0,0,0,0,0,0,0,0
245,0.0241642,0.000811031,-1.42858,-0.172557,1.00285,0.0467381,153.019,2.80131,0,0,0,0,0,0,0,0,0,0,0,0
246,0.00326394,-0.00685919,0.932545,0.149399,1.92236,-0.112277,26.8357,5.73529,0,0,0,0,0,0,0,0,0,0,0,0
247,0.0155739,0.000678943,1.19071,-0.0164166,-0.374968,0.00954417,60.9913,-0.611825,0,0,0,0,0,0,0,0,0,0,0,0
248,0.0277413,-0.00149127,0.0739014,0.0386518,-0.569844,0.029851,-130.16,-8.331,0,0,0,0,0,0,0,0,0,0,0,0
249,-0.0504086,-0.00106412,-0.740887,-0.0081112,-1.17289,0.00685346,-38.8595,-0.21149,0,0,0,0,0,0,0,0,0,0,0,0
250,-0.00739927,-0.000206659,0.41742,-0.0236944,-0.0342262,0.00334123,-29.7237,0.140136,0,0,0,0,0,0,0,0,0,0,0,0
251,0.0138867,0.00210504,0.102661,-0.133255,-0.394082,0.0279955,11.7016,0.483043,0,0,0,0,0,0,0,0,0,0,0,0
252,-0.0580839,-0.00133805,1.25793,0.105998,-1.50125,0.0100888,-139,-4.4984,0,0,0,0,0,0,0,0,0,0,0,0
253,-0.01132,-0.00404459,-0.0141402,-0.06403,0.66676,-0.0494157,24.9693,-0.462267,0,0,0,0,0,0,0,0,0,0,0,0
254,-0.0223633,-0.000486223,1.08655,0.0030464,-1.57486,-0.000440952,46.0931,0.219944,0,0,0,0,0,0,0,0,0,0,0,0
255,0.00491031,0.000461023,-1.07479,-0.10398,5.12152,0.00492145,19.4021,0.617101,0,0,0,0,0,0,0,0,0,0,0,0
256,-0.0365533,-0.00244317,-0.757534,0.00537397,-3.00997,-0.0171009,-101.634,-1.29962,0,0,0,0,0,0,0,0,0,0,0,0
257,0.0524994,-0.00413113,-0.513463,0.158022,-1.20258,-0.020432,-85.8014,-1.51332,0,0,0,0,0,0,0,0,0,0,0,0
258,0.00850791,0.00355455,0.338723,0.127834,1.90181,0.0529865,49.9856,2.88677,0,0,0,0,0,0,0,0,0,0,0,0
259,0.0466477,0.0030276,0.284213,-0.00436898,2.93722,0.0310532,121.484,0.0914541,0,0,0,0,0,0,0,0,0,0,0,0
260,-0.0059018,-0.000278096,0.045138,0.044354,2.44081,0.000274032,23.5307,0.361018,0,0,0,0,0,0,0,0,0,0,0,0
261,0.00367139,-0.00271029,1.33146,0.0156129,-2.35082,-0.077884,-10.6035,4.65956,0,0,0,0,0,0,0,0,0,0,0,0
262,0.0291654,0.000196647,0.212636,0.0219117,0.711239,0.06653,-38.2679,7.53671,0,0,0,0,0,0,0,0,0,0,0,0
263,0.0123323,9.89411e-05,-0.0246965,-0.0209085,-0.420663,0.00694272,184.013,-0.28216,0,0,0,0,0,0,0,0,0,0,0,0
264,-0.0642053,0.00698225,1.30149,-0.00416939,-0.283376,0.0657308,92.0363,-3.18328,0,0,0,0,0,0,0,0,0,0,0,0
265,0.0254248,-0.00138457,0.795077,-0.106027,-1.32734,0.0240334,-164.605,-7.87903,0,0,0,0,0,0,0,0,0,0,0,0
266,-0.00158562,-0.0033569,-0.893542,0.091271,-0.242609,-0.0719723,-39.7146,-6.10143,0,0,0,0,0,0,0,0,0,0,0,0
267,-0.0429352,-0.00389429,0.35238,0.0303508,-0.755937,-0.0904637,64.5529,-1.71792,0,0,0,0,0,0,0,0,0,0,0,0
268,-0.0618159,-0.00446991,1.08766,-0.117843,1.78355,0.0246026,-137.739,2.94379,0,0,0,0,0,0,0,0,0,0,0,0
269,-0.0190251,-0.00476404,0.274733,-0.0310541,1.57483,-0.0879811,-183.168,0.961804,0,0,0,0,0,0,0,0,0,0,0,0
270,-0.000983102,-0.00206481,1.07616,0.198058,-0.916136,-0.0245829,147.466,-3.01006,0,0,0,0,0,0,0,0,0,0,0,0
271,0.0330007,0.00133416,-0.487071,-0.0580911,-1.33706,-0.0268618,23.6682,0.351353,0,0,0,0,0,0,0,0,0,0,0,0
272,-0.0411531,-0.0013282,0.716303,-0.0334043,0.690953,0.0201926,26.8193,0.188852,0,0,0,0,0,0,0,0,0,0,0,0
273,0.0100761,0.00161727,-1.97778,-0.146744,0.605799,-0.0185519,-38.3331,3.42062,0,0,0,0,0,0,0,0,0,0,0,0
274,-0.00499077,0.00451216,0.550355,0.0264756,-0.537392,0.0106396,-105.473,-1.16045,0,0,0,0,0,0,0,0,0,0,0,0
275,-0.0195803,0.000829154,0.386635,0.185889,0.302085,-0.0084883,-97.3453,5.52002,0,0,0,0,0,0,0,0,0,0,0,0
276,0.0168068,-0.000200708,-0.0563283,0.0344158,1.71805,0.00109544,-1.02819,1.35052,0,0,0,0,0,0,0,0,0,0,0,0
277,-0.0104723,-0.00215842,0.548769,0.103269,1.52349,0.0103899,-40.4794,-1.22841,0,0,0,0,0,0,0,0,0,0,0,0
278,-0.0215103,-0.000204511,1.17974,0.0400927,-0.283222,0.00563668,-38.4987,0.428738,0,0,0,0,0,0,0,0,0,0,0,0
279,0.00698174,-0.00389052,-0.220546,-0.0515843,0.644145,-0.0449575,-3.70811,0.320793,0,0,0,0,0,0,0,0,0,0,0,0
280,5.49062e-05,-9.07437e-05,0.455961,-0.00763264,0.566708,0.0106388,36.448,0.450984,0,0,0,0,0,0,0,0,0,0,0,0
281,-0.00875519,0.000217432,-0.480062,-0.00978161,0.79989,0.00567882,-169.597,-0.391274,0,0,0,0,0,0,0,0,0,0,0,0
282,-0.017828,-3.90015e-05,-0.850378,-0.00419826,0.134614,-0.00885926,0.0924435,0.0376806,0,0,0,0,0,0,0,0,0,0,0,0
283,-0.0451235,-0.00267365,-0.561425,-0.0927942,-2.08752,-0.0428089,56.2893,0.170696,0,0,0,0,0,0,0,0,0,0,0,0
284,-0.0125561,-2.26268e-05,-0.637333,-0.12606,-1.52405,-0.00875857,98.989,0.507348,0,0,0,0,0,0,0,0,0,0,0,0
285,-0.00387266,-0.00758913,2.14254,0.24208,-1.573,-0.0918798,97.4528,3.21805,0,0,0,0,0,0,0,0,0,0,0,0
286,-0.0164278,0.0027527,-1.05274,-0.0158605,0.196913,-0.0216412,15.7157,0.195782,0,0,0,0,0,0,0,0,0,0,0,0
287,-0.00591001,0.00280185,0.0581981,-0.0056081,0.253788,-0.0335384,43.8272,0.50377,0,0,0,0,0,0,0,0,0,0,0,0
288,-0.0525702,0.000892859,0.553124,-0.0885704,-0.587081,-0.0165236,73.2101,0.793783,0,0,0,0,0,0,0,0,0,0,0,0
289,-0.0393044,0.000435932,-1.09876,-0.0153289,-1.87508,0.00738753,-171.676,-0.322811,0,0,0,0,0,0,0,0,0,0,0,0
290,0.00834741,-3.0413e-06,0.315204,-0.152899,1.4207,-0.00109958,14.2429,2.30337,0,0,0,0,0,0,0,0,0,0,0,0
291,-0.0505525,0.000591023,-0.972537,-0.0812539,1.48332,0.000501839,-97.8015,-0.408693,0,0,0,0,0,0,0,0,0,0,0,0
292,-0.0195243,-0.00483915,0.255172,-0.00195771,0.774013,-0.0228336,-7.12407,-0.071901,0,0,0,0,0,0,0,0,0,0,0,0
293,-0.0480889,-0.00181292,-0.192746,-0.212333,-1.50353,-0.00790859,-4.07268,-2.17598,0,0,0,0,0,0,0,0,0,0,0,0
294,0.032743,0.00090938,-0.258838,0.0232563,-0.176485,0.0052989,-173.262,-0.759902,0,0,0,0,0,0,0,0,0,0,0,0
295,-0.0344097,-0.000143649,0.763051,0.0528114,0.831101,-0.00965796,47.4488,-0.0410548,0,0,0,0,0,0,0,0,0,0,0,0
296,0.0578065,-0.00185543,0.336179,0.291431,0.212197,-0.0345239,-1.00836,-4.73766,0,0,0,0,0,0,0,0,0,0,0,0
297,-0.000960611,0.00184217,0.527411,0.0908888,-1.07321,-0.000390364,73.8583,1.83199,0,0,0,0,0,0,0,0,0,0,0,0
298,0.0366734,0.000995275,-0.94697,-0.129832,2.67197,0.0262769,130.909,0.641103,0,0,0,0,0,0,0,0,0,0,0,0
299,-0.00366159,0.00241997,-0.206328,-0.0266453,1.43124,-0.0228179,29.8506,-2.02375,0,0,0,0,0,0,0,0,0,0,0,0
300,-0.0363451,-0.00379006,-0.320649,0.00608166,-1.21546,-0.00900609,-171.532,2.25559,0,0,0,0,0,0,0,0,0,0,0,0
