rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha17,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha27
3,13,-0.0277432042159349,0.00487307017825159,0.348637500804469,0.0586302652437658,0.143615431127012,0.0347697711538496,-19.4116796291983,-3.93312146340064,0,0,0,0,0,0,0,0,0,0,0,0
1,14,0.0535669134493455,-0.00013311693813883,0.728987694724267,0.0718035616774675,0.77135677841538,-0.0215336262382907,30.0599055478758,1.36167027904912,0,0,0,0,0,0,0,0,0,0,0,0
2,14,0.0666505096944947,-0.000753847720763459,0.910910867151077,0.051431981388819,0.56025232293246,-0.0141700333043005,46.1519561583261,2.26109425173809,0,0,0,0,0,0,0,0,0,0,0,0
3,14,0.068720587417495,-0.00184125895959426,0.824942609205752,0.0598081385576262,1.43871627928547,-0.0476727245362705,63.0311980008705,2.05527673878504,0,0,0,0,0,0,0,0,0,0,0,0
1,15,0.0989798825342119,-0.0138547057406514,1.36924236885128,0.042117527752953,-1.77131502214028,-0.0741326495949369,134.381940592751,-0.0363747593718644,0,0,0,0,0,0,0,0,0,0,0,0
2,15,-0.00878189048140143,-0.00320691392238693,1.19721537349022,-0.402898640634626,-0.994603115752132,-0.0436373171364128,76.6858703760043,-1.79329602376724,0,0,0,0,0,0,0,0,0,0,0,0
3,15,0.116055071676835,-0.00111227670746566,-0.214536218307463,-0.110084877827339,-0.795234363762039,-0.108326997129903,129.447524242897,7.87119356573295,0,0,0,0,0,0,0,0,0,0,0,0
1,16,-0.0351696697222179,-0.00565266074902034,1.69206722615201,-0.175602870831619,-2.91205219916554,0.0677098018024674,141.7418732253,-3.40624053977314,0,0,0,0,0,0,0,0,0,0,0,0
2,16,-0.0536504971550205,-0.00216777474263771,1.95137951269583,0.000280139692061865,-1.8041384362021,0.0534536668608581,150.75335020468,0.185721147445475,0,0,0,0,0,0,0,0,0,0,0,0
3,16,-0.0222646051868862,0.000710800565013112,1.94924702078095,0.115160118221406,-2.84771620674688,0.0679306649637011,93.5853966208051,-2.03228543543505,0,0,0,0,0,0,0,0,0,0,0,0
1,17,-0.00131547635376528,0.00270976196452492,-1.05236343535451,0.163560443155947,-2.94687857783495,0.0728234004277641,170.126494730054,3.76006576409235,0,0,0,0,0,0,0,0,0,0,0,0
2,17,0.0602987065127145,0.0111559389733146,-0.241181129226025,0.156377317495808,-3.31248867952273,-0.146190502432713,41.4551608279878,5.29523197507608,0,0,0,0,0,0,0,0,0,0,0,0
3,17,0.0188337657574751,-0.0011235116299624,-0.83323963456822,-0.0991246032889732,-4.50680723005872,-0.0505783900194171,51.8881850951876,4.63066335597577,0,0,0,0,0,0,0,0,0,0,0,0
1,18,-0.0336033818867989,-0.00441038627526442,-0.208496706238177,-0.0948101372362144,-1.13170210325488,-0.0395481255273172,-32.7483946135502,-6.27599061643198,0,0,0,0,0,0,0,0,0,0,0,0
2,18,0.0140678494619833,-0.00953513918352842,1.20171909908483,-0.272836497675976,-1.19214214870982,-0.0657687631350621,-81.1145113664285,-3.60119053520932,0,0,0,0,0,0,0,0,0,0,0,0
3,18,-0.029507179623721,-0.0015899408055762,0.328774751494071,-0.242250074616694,-0.708082940524997,-0.0939262673580154,-7.94150706344726,-2.45897613604792,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0.00273762673555478,-0.000703116883911094,-0.378562136681648,-0.0550199992366198,-0.0253829372490166,-0.0726923305988279,10.8010159427049,-7.82413106992606,0,0,0,0,0,0,0,0,0,0,0,0
2,19,0.0595032487656244,-0.00535579621657437,-0.663859028345466,-0.0194843535409782,0.189109628120952,-0.0797450420258161,52.8642233610075,-9.33077438295487,0,0,0,0,0,0,0,0,0,0,0,0
3,19,0.014055494905886,-0.00200645465209084,-0.343430356659797,-0.0357091697818725,0.545504838236998,-0.0750182654711665,35.8303701399881,-8.74819886523734,0,0,0,0,0,0,0,0,0,0,0,0
1,20,-0.0221237595678634,-0.00516710317657611,-0.168227934018851,0.208890067192217,0.213609825082217,0.133175449159026,-26.478259904112,-1.65112704354155,0,0,0,0,0,0,0,0,0,0,0,0
2,20,-0.0220456024304729,-0.00592088951443998,0.6386789010606,0.11907155541857,1.81945313178764,-0.0826836591953013,-21.8293868393761,-0.340852426268007,0,0,0,0,0,0,0,0,0,0,0,0
3,20,-0.0274960444028851,-0.000805869850749759,0.24458602739494,0.0278956422330111,1.08894875583459,0.0342301317771761,-101.191119507591,1.90843913169593,0,0,0,0,0,0,0,0,0,0,0,0
1,21,-0.0146971227032227,-0.00165077045046478,0.182494415471398,-0.261685841564243,-1.7351550635056,0.0459181941604329,-40.3292981130089,1.62434359057339,0,0,0,0,0,0,0,0,0,0,0,0
2,21,-0.0397333649347829,-0.00145452528348885,0.395407502961949,-0.216194007197631,-1.36306604404017,-0.0144931911851794,-13.5797550725155,-4.04350933955236,0,0,0,0,0,0,0,0,0,0,0,0
3,21,-0.0518551569395607,0.000523697475946982,0.360502277259385,-0.243362888963918,-1.90573831327286,0.0345285894030461,-9.78913701712139,-8.74913155417652,0,0,0,0,0,0,0,0,0,0,0,0
1,22,-0.0684000286770772,-0.000363058793166571,-1.02895937758345,0.132932805463701,-0.273542711419003,-0.0463279278197022,107.291256421807,-3.70870575951983,0,0,0,0,0,0,0,0,0,0,0,0
2,22,-0.0473787824491225,0.00236112227732801,-0.248593932940803,-0.071596278055562,-1.52017492478756,0.104945865516211,48.4200436779548,1.01000269128284,0,0,0,0,0,0,0,0,0,0,0,0
3,22,-0.0554360084572716,-0.00571781585361748,-1.5650391526529,0.0419030770893822,-2.08672621393211,0.0158707258016776,46.0480007958342,2.70552928536862,0,0,0,0,0,0,0,0,0,0,0,0
1,23,-0.059391148905509,0.00493735183247117,-0.200780737714576,-0.147335834687993,-0.617925855770642,0.0990487156536454,100.127363439431,6.79680279745324,0,0,0,0,0,0,0,0,0,0,0,0
2,23,-0.0633868839722291,-0.00224232166622452,-0.722730525403154,0.263907195267015,-0.14622386162546,0.0203141967756916,119.505362345548,1.50742510877028,0,0,0,0,0,0,0,0,0,0,0,0
3,23,-0.0394550469635426,-0.000867089149850559,-1.30565765912551,0.141223442525288,0.365995644759392,-0.0665869355554656,111.515002410271,2.22945478953349,0,0,0,0,0,0,0,0,0,0,0,0
1,24,0.0323865870279194,-0.00712694008359209,-0.32193442302382,0.0663015784665209,0.605111664121451,0.0461903715226914,35.2568495137309,10.8752403386983,0,0,0,0,0,0,0,0,0,0,0,0
2,24,-0.0310801391716762,-0.00135784296005958,-0.692121870826311,0.0896658311826436,0.0305994896976918,-0.0384004373966475,66.6315351165985,5.28702759260716,0,0,0,0,0,0,0,0,0,0,0,0
3,24,0.00469459949679951,0.000405264240960114,-0.409922686880258,0.0349598000121463,0.889004914630713,-0.0905511644612458,-3.66718200098683,8.04326887180382,0,0,0,0,0,0,0,0,0,0,0,0
1,25,-0.0434166530036402,0.00463507210240892,-0.999401878934634,0.116247081349647,0.336011049172611,0.014390281619464,6.79556366888772,7.2487634354421,0,0,0,0,0,0,0,0,0,0,0,0
2,25,-0.00455568268989115,0.00246478264414934,-1.59475065413613,0.146056575943216,0.513117340921303,0.0272204295137679,8.63998800916761,5.44810523348139,0,0,0,0,0,0,0,0,0,0,0,0
3,25,-0.0123973866050138,0.00293098944174067,-1.91357598440842,0.148169542913903,-0.507775889801362,0.07470983857325,-8.94482002915771,7.74381243407648,0,0,0,0,0,0,0,0,0,0,0,0
1,26,-0.00646682236856577,0.00894341411188448,-0.528959767535896,0.0539750473286106,0.991744432854864,0.130927534439893,124.141380345782,-5.59655026030418,0,0,0,0,0,0,0,0,0,0,0,0
2,26,-0.0187576458506342,0.00749701627954023,0.334074869272998,0.0312503174970301,1.61774808986963,0.0849333110581972,150.30526394682,-7.68554816039733,0,0,0,0,0,0,0,0,0,0,0,0
3,26,-0.0175268439971195,0.0089306521675259,-0.0250492418533907,0.027882996656732,1.52401146251469,0.0912200196093001,214.017587895299,-10.9939400155712,0,0,0,0,0,0,0,0,0,0,0,0
1,27,0.0843681523109563,-0.00422553893322224,0.0806603522381169,0.077163220084697,1.25618562487145,0.232814659774945,-125.635642696098,1.43154318355832,0,0,0,0,0,0,0,0,0,0,0,0
2,27,0.0579153430856731,-0.00288626450728148,-0.546261250091569,0.144911894879282,1.54130141232489,0.114530967094202,-123.975643432463,-7.08413797046364,0,0,0,0,0,0,0,0,0,0,0,0
3,27,0.0914729166232515,-0.00341405882076614,0.0698576112776124,-0.0348851572612409,2.56166976502079,-0.0117903922571399,-141.141995064132,0.796119669777554,0,0,0,0,0,0,0,0,0,0,0,0
1,28,-0.0122383042966705,0.000929638855367639,0.887673061395935,-0.0123262772948482,0.0746601032899576,0.153397765419049,159.487905916235,-1.92400570037805,0,0,0,0,0,0,0,0,0,0,0,0
2,28,-0.0422017831580277,0.00277878643688854,0.846956802638575,-0.00247236741074322,0.747926915355795,0.102243015405939,211.22094072309,-7.96265732188371,0,0,0,0,0,0,0,0,0,0,0,0
3,28,-0.0328851835598822,0.00245740508288734,-0.0251071549608737,0.0548961562320261,0.561975767416511,0.126771512225729,175.530685069321,-4.68487353583624,0,0,0,0,0,0,0,0,0,0,0,0
1,29,0.0709028699377416,0.00166403484028762,0.0324695844901184,0.0496560769566212,-0.591223228163445,0.0168537443415419,43.6546763660822,-1.84843895237203,0,0,0,0,0,0,0,0,0,0,0,0
2,29,0.0523389148128128,0.00466952352874489,0.721330562069093,-0.0198383851883241,-1.86643705156127,0.0847950784743337,-76.5032450513071,4.73829284291326,0,0,0,0,0,0,0,0,0,0,0,0
3,29,0.0355445999334254,0.00654194203226207,0.268648399351908,0.00477760631552862,-1.33097803392788,0.00265052880539696,25.3344023866454,-2.80135892293009,0,0,0,0,0,0,0,0,0,0,0,0
1,30,-0.0800556907361889,-0.00523163527904263,-0.414070730251246,-0.16733055582821,-0.124183757461783,0.0158262148385932,2.30563423931784,4.69942856298127,0,0,0,0,0,0,0,0,0,0,0,0
2,30,-0.0465608170006231,-0.0120202401833517,-0.330678558441264,-0.186880170000956,0.688131005830227,-0.0969562616129659,15.5919577244862,-7.86573326340769,0,0,0,0,0,0,0,0,0,0,0,0
3,30,-0.044880786047548,-0.0089182914840506,-0.88102653899552,-0.0885833849982119,0.993854750456521,-0.0301042919303787,21.7914164535629,-6.35790775046599,0,0,0,0,0,0,0,0,0,0,0,0
1,31,0.0128533280456899,0.000325492999969209,-0.387350301539685,0.0247498254064195,-0.121703396338506,-0.0314906241051038,-20.622095012289,-7.3290365891118,0,0,0,0,0,0,0,0,0,0,0,0
2,31,0.041041168116168,-0.000712279811608046,-0.415511234413919,0.0634975202329699,-0.0768950023839619,-0.0132045204979888,-39.6949771750336,-5.57373260745015,0,0,0,0,0,0,0,0,0,0,0,0
3,31,0.0130284630682098,-0.00142531271236985,-0.142294516076917,0.00644318924322906,-0.218572516523785,-0.0458971322603377,-17.9763876509825,-7.05628522718952,0,0,0,0,0,0,0,0,0,0,0,0
1,32,-0.0272126507284982,0.00168372524020374,0.522079945026829,0.0227993073767654,-2.2427252819726,-0.058477145317805,-275.578925348792,3.3169590384888,0,0,0,0,0,0,0,0,0,0,0,0
2,32,-0.0402313581218348,0.0040828264218791,2.09454039409554,-0.491241984470992,-2.80499374118979,0.046403526287749,-264.145330404755,2.79727492650237,0,0,0,0,0,0,0,0,0,0,0,0
3,32,-0.0414533101093282,0.00504236012661344,1.03233116626248,0.0554425866130818,-2.85948823482345,0.0460046947515866,-278.286295346591,6.44579726290408,0,0,0,0,0,0,0,0,0,0,0,0
1,33,-0.0115141669397056,0.00596195030072882,0.136113605763541,-0.103014964037856,1.8264532935721,0.130590868646371,-24.6415838744214,6.1935821617693,0,0,0,0,0,0,0,0,0,0,0,0
2,33,-0.0490513906848848,0.00792414211309373,-0.333201079473224,-0.0769704623633329,2.44577168988903,0.104170523762968,33.8818424608547,0.962759011258814,0,0,0,0,0,0,0,0,0,0,0,0
3,33,-0.0399645603322787,0.00691534340198346,-0.580920541632071,-0.063555585440117,2.45166904525155,0.0919223055513848,-50.2978888255984,6.56124468222654,0,0,0,0,0,0,0,0,0,0,0,0
1,34,0.0445821136523001,0.00781647797353375,-0.00884529719375671,0.0667502386964711,-0.577975897477871,0.191597673376545,-57.1056059580396,-4.72933084970037,0,0,0,0,0,0,0,0,0,0,0,0
2,34,0.00529953492800939,0.00767446188363605,0.155362190460693,0.0607533073214836,-0.12608656629596,0.0914596153384658,-65.3090587298892,-1.92332136716706,0,0,0,0,0,0,0,0,0,0,0,0
3,34,-0.00338710333441394,0.0093472587990772,-0.173791380001569,0.055957810785702,-1.29378624682153,0.179861633007037,-62.6562839767867,-4.48880752445498,0,0,0,0,0,0,0,0,0,0,0,0
1,35,-0.0102585842971834,-0.00144221250739051,0.0563028166308532,-0.00639410963507442,-0.832701618577952,0.104748682179782,-101.810335376878,-2.97866733523616,0,0,0,0,0,0,0,0,0,0,0,0
2,35,-0.0193001996664313,0.00686722824409026,-0.214241660709212,0.103327751880266,-1.23666557576037,0.00182363825404582,-132.312104889788,-0.630597624364743,0,0,0,0,0,0,0,0,0,0,0,0
3,35,-0.0665407387304242,0.00992425851037006,-0.228213163823119,-0.0464692641417536,-0.978374161965479,0.127169263668518,-117.226394171292,0.221704950517061,0,0,0,0,0,0,0,0,0,0,0,0
1,36,0.0153714506009965,-0.00551828904066396,-0.421224999657974,0.0130979836266112,3.73341922320458,-0.122158637204065,-31.5110416738108,-5.57847717789522,0,0,0,0,0,0,0,0,0,0,0,0
2,36,0.0361480008504156,-0.00587596034022021,-0.805468574964069,0.020974174502483,2.95223288344729,-0.0505516903351637,-82.6129817047168,-3.80085362743271,0,0,0,0,0,0,0,0,0,0,0,0
3,36,0.0562159078923896,-0.0073845951430712,-1.01168190306162,0.0233572290977609,2.9197434549937,-0.0762720268775975,-50.2839760267978,-4.96909211667203,0,0,0,0,0,0,0,0,0,0,0,0
1,37,0.0637286509508161,-0.00443827844800777,1.07199545878964,-0.0218042354099421,-1.08399941414605,-0.0593775730977086,93.1489600123575,-1.45424420156081,0,0,0,0,0,0,0,0,0,0,0,0
2,37,0.0737787367265632,-0.00309518125679488,1.56435649095191,0.0259143230005709,0.0277012107200081,-0.101963918657665,70.0088497484107,2.08532578817178,0,0,0,0,0,0,0,0,0,0,0,0
3,37,0.0347567474282862,-0.00578883269476047,0.786239664016168,-0.163451847019938,-0.837139163647399,-0.0898715300812806,144.884573049676,1.13237820229241,0,0,0,0,0,0,0,0,0,0,0,0
1,38,0.0395669904504299,-0.00408544397972256,-0.402585806475091,0.004708754483223,-1.28283598994902,-0.0916456629513611,138.371716085005,-2.58994363180062,0,0,0,0,0,0,0,0,0,0,0,0
2,38,0.0567365685564152,-0.00555759079497456,-1.00682847117814,0.0499632439482023,-1.95806781720706,-0.0434610916058633,36.4237903909065,2.95713579462102,0,0,0,0,0,0,0,0,0,0,0,0
3,38,0.0274645942379674,-0.0045826999992522,-0.711397684999714,0.0363647676025765,-1.48605128523252,-0.0944777178674925,11.5655812786159,2.27814720520456,0,0,0,0,0,0,0,0,0,0,0,0
1,39,-0.042350135786581,-0.000900739701610237,-0.151029358370027,0.196038607399982,0.903219717191572,0.128149423631931,0.792204411927116,7.39815972793795,0,0,0,0,0,0,0,0,0,0,0,0
2,39,-0.0142801112666682,0.00179769960204721,0.441568227570363,0.109249660376736,0.201457816337907,0.00318241458845803,-8.39236959120984,-2.32663870352728,0,0,0,0,0,0,0,0,0,0,0,0
3,39,-0.0656694566191742,0.00211582722204757,0.414390208414134,0.178884239347925,0.972153450787299,0.0674692509202393,-38.4114700953988,6.61851748687037,0,0,0,0,0,0,0,0,0,0,0,0
1,40,0.036315215787881,-0.00587381309629036,-0.351736975990672,-0.0118635436573128,2.71862011084848,0.0642204207118322,-31.9348147075583,-3.74863163988382,0,0,0,0,0,0,0,0,0,0,0,0
2,40,-0.00388028689631525,0.0022564938341718,0.14442539166425,-0.0830729753964018,1.62231347368724,0.0995225822643011,-29.7991533305403,-4.87152570048964,0,0,0,0,0,0,0,0,0,0,0,0
3,40,0.0292797140964574,0.00364619238655565,-0.13813183099708,-0.0569768712938107,1.52130229050205,0.116691137804105,28.8958061365154,-6.27083133336762,0,0,0,0,0,0,0,0,0,0,0,0
1,41,-0.0080619487492104,0.00790426187044567,-0.822855303453905,-0.0841266526182666,-3.16530488977014,-0.00439749928400703,107.482322135218,1.83860856423536,0,0,0,0,0,0,0,0,0,0,0,0
2,41,-0.001740566730005,0.00298136816263531,0.048856247755519,-0.114248240879164,-3.16453676622683,-0.00597869773230337,175.744666693298,9.99508882716232,0,0,0,0,0,0,0,0,0,0,0,0
3,41,0.039657267224289,-0.000174345298704902,-0.46883959566967,-0.0591650305212155,-3.11294588264722,-0.000951691825018858,191.616219987907,7.26634474286887,0,0,0,0,0,0,0,0,0,0,0,0
1,42,-0.0409529086376024,0.00239493202560045,0.340152629481445,-0.111555882012883,0.0959491068940901,0.0396531219059403,-134.274848732754,-4.16594996470387,0,0,0,0,0,0,0,0,0,0,0,0
2,42,-0.0245685322999911,-0.012304462061374,-0.68870882744754,0.189503396154886,0.445892994499007,0.0122180846121012,-6.43706368234581,4.79292393536593,0,0,0,0,0,0,0,0,0,0,0,0
3,42,0.0114671910529589,0.0103924828821642,0.29288204257283,0.272451619935267,-0.239632920767458,-0.0893564399031627,36.0162050959555,0.375959718798931,0,0,0,0,0,0,0,0,0,0,0,0
1,43,0.0269889081804493,-0.000810804708736582,-1.48055735627041,0.0662908471468039,0.157925160322035,8.86231551367484e-05,-125.029241058413,7.47681512900876,0,0,0,0,0,0,0,0,0,0,0,0
2,43,0.0187586125326868,-0.000148704325355968,-1.03163584134691,0.0374361953970477,-0.112512676242659,-0.0597050083650152,38.1315349821581,-1.95742960906807,0,0,0,0,0,0,0,0,0,0,0,0
3,43,-0.00404849129988882,-0.000227805819433636,-1.03520529995813,0.0528605510626518,-0.314045794232476,-0.0240262518369811,-109.39872919316,8.54335835172281,0,0,0,0,0,0,0,0,0,0,0,0
1,44,0.0599783982317881,-0.0016929994928465,0.878263595473714,0.159807954546067,1.75775962074035,-0.0277948861133481,38.0296166853587,-5.32764711665702,0,0,0,0,0,0,0,0,0,0,0,0
2,44,0.0527929248732368,-0.00125049034528845,0.922261487216187,0.162980726023386,2.04117791795495,-0.00317838907164678,-63.7212814297948,-4.75608489215155,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0.0379443099666945,0.00201862169228805,1.90819083076533,0.0184886884449592,1.19478442758887,-0.0762968723378165,-56.9365390231447,0.854186967306982,0,0,0,0,0,0,0,0,0,0,0,0
1,45,0.00137980264184012,-0.00392417997078053,0.129810265715377,0.0106930586787267,1.63396241560572,0.127341752346461,62.0922923592509,4.58511469089953,0,0,0,0,0,0,0,0,0,0,0,0
2,45,-0.00012179284431646,0.00369650667148782,-0.611948480791213,0.0779824196124586,1.84090892899342,0.166847174270657,22.0821101780742,3.52119524943527,0,0,0,0,0,0,0,0,0,0,0,0
3,45,-0.00393925856912869,0.0012206540264042,-0.629848413084787,0.0910832295821411,1.28015558456619,0.0812300970214728,78.0741262282563,0.136575497182625,0,0,0,0,0,0,0,0,0,0,0,0
1,46,0.00899693760011111,-0.00267911202298951,-0.0823286580849674,0.0150752877079117,0.582121844390143,0.0936999331460037,-66.5621770709339,-14.0166885773529,0,0,0,0,0,0,0,0,0,0,0,0
2,46,-0.00207631909618478,0.00503555340107625,-0.00387685453940279,0.0402084037574066,1.41184157335307,0.140449814303636,58.4504931167164,1.01888160502012,0,0,0,0,0,0,0,0,0,0,0,0
