rep,id,b02,b12,b03,b13,b04,b14,b07,b17,p1,g1,p2,g2,alpha12,alpha13,alpha14,alpha17,alpha22,alpha23,alpha24,alpha27
1,1,7.37404732374948,0.00335364691463403,4.41903931403886,-0.0822573632434867,4.40603695985685,-0.0218093608011306,383.175711970945,-12.1754641420875,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
2,1,7.40519942175427,0.00211660648732738,4.01196316721561,-0.0624355831327295,3.70986394846902,-0.000975754332759846,359.298181168175,-10.9542740420752,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
3,1,7.3681070011732,0.00447809358264747,3.4841412469157,-0.012288334072184,3.31076757904814,0.0243566129582729,383.908827115614,-11.0347885280579,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
1,2,7.41065272341752,0.00630729229500427,2.57700620890175,-0.0818220266088465,5.92304712463926,0.0382492357599186,205.233571993281,-3.73014593735388,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
2,2,7.39510358027694,0.00944710241444307,3.21048144222236,-0.257604035578295,6.14715398811881,0.0338199575318986,229.402434885268,-7.10180190515277,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
3,2,7.42185285509639,0.00260510452628615,3.75486315939008,-0.139781661568857,5.94057299149897,-0.0401517566877097,371.811631419216,-1.08692382996908,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
1,3,7.38546402403722,-0.000860219786320114,4.35041210163846,-0.148096809031783,2.11635813724524,-0.113030760061702,325.198176760462,-5.75341042834729,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
2,3,7.35256711813524,0.00487343759443702,4.10243889534395,-0.192751613385078,2.23318495624162,-0.0458500654888955,270.183296226176,0.817202063684393,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
3,3,7.3384233152447,0.00393760982029403,4.28241406227712,-0.268291190672935,1.75430912126731,-0.0800976947199602,296.447439621842,-4.22645667206675,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
1,4,7.38032559088492,-0.00247544036750091,3.74396045700829,-0.178456517741473,3.55315587552287,0.0191176935465895,351.608607808373,-6.03020275782128,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07
