rep,id,b02,b12,b03,b13,b07,b17,p1,g1,p2,g2,alpha12,alpha13,alpha17,alpha22,alpha23,alpha27
1,1,7.40478468370797,0.00668601526768121,4.43091766907251,-0.123606359244104,228.092963802363,1.4261379128766,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
2,1,7.42358457828565,-0.00642765087616129,4.65339944737246,-0.232176050020124,322.349397452744,-2.53940125169929,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
3,1,7.38364804391493,0.00412662557433275,4.21790151983063,-0.0263013842122299,334.293520037976,-6.28487885923715,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
1,2,7.37415485619362,0.0073715429570042,4.60116447428618,0.0891509515391761,251.231079437066,-6.1324770878716,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
2,2,7.37800586886486,0.00173211989075985,4.08406711173915,0.156433653315618,234.16798179919,-5.89658137514223,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
3,2,7.42122826262184,0.00687235432908442,4.78026418618391,-0.128219931712972,296.667252373007,-1.10607402599459,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
1,3,7.45083777695785,0.00569510499498623,2.91142839765873,-0.212363200025454,113.933593059509,-6.65166687954072,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
2,3,7.48735239131592,0.00278573279236641,3.18255631375514,-0.443154795662624,99.4712608218443,-4.21354925348319,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
3,3,7.48199350914719,0.00264293940168209,3.25119038083381,-0.458579584419689,128.19949418668,1.02332123820013,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
1,4,7.38203118777193,0.00426015923958092,4.49825157880703,0.135611776268515,264.008256860734,-2.29676475885425,0.0442615974645472,0.142311750549651,0.767024530190941,0.161253593400317,-12.8676397644299,0.644457018743432,0.00160346167787348,4.7046223159706,-0.312161715777954,-0.000906240226746876
