rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha22,eta_alpha23,eta_alpha27
1,1,0.00734583853084825,0.00273634220632806,0.294972943023774,0.0101629637432047,-106.636235987423,7.24118576864581,0,0,0,0,0,0,0,0,0,0
2,1,0.0261457331085246,-0.0103773239375144,0.517454721323719,-0.0984067270328155,-12.3798023370421,3.27564660406991,0,0,0,0,0,0,0,0,0,0
3,1,-0.0137908012621999,0.000176952512979604,0.0819567937818979,0.107467938775079,-0.435679751810028,-0.469831003467948,0,0,0,0,0,0,0,0,0,0
1,2,-0.023283988983505,0.00342186989565105,0.465219748237446,0.222920274526485,-83.4981203527192,-0.3174292321024,0,0,0,0,0,0,0,0,0,0
2,2,-0.0194329763122632,-0.0022175531705933,-0.0518776143095918,0.290202976302927,-100.561217990596,-0.0815335193730258,0,0,0,0,0,0,0,0,0,0
3,2,0.0237894174447177,0.00292268126773127,0.644319460135171,0.00554939127433635,-38.0619474167792,4.70897382977461,0,0,0,0,0,0,0,0,0,0
1,3,0.0533989317807206,0.00174543193363308,-1.22451632839001,-0.0785938770381456,-220.795606730277,-0.836619023771518,0,0,0,0,0,0,0,0,0,0
2,3,0.0899135461387921,-0.00116394026898674,-0.9533884122936,-0.309385472675315,-235.257938967941,1.60149860228602,0,0,0,0,0,0,0,0,0,0
3,3,0.0845546639700601,-0.00130673365967106,-0.884754345214929,-0.32481026143238,-206.529705603105,6.83836909396934,0,0,0,0,0,0,0,0,0,0
1,4,-0.0154076574051958,0.000310486178227767,0.36230685275829,0.269381099255824,-70.720942929052,3.51828309691495,0,0,0,0,0,0,0,0,0,0
2,4,0.0930417522981646,-0.00900394055062427,1.85320867091551,0.110508733978102,71.8495140082514,13.192017105901,0,0,0,0,0,0,0,0,0,0
3,4,0.0249214365025479,-0.000102346719981856,1.01924648933449,-0.128852481464887,-17.1189755560425,-4.42825417208765,0,0,0,0,0,0,0,0,0,0
1,5,0.0136690144189551,-0.00232206555556099,-0.116296473597391,-0.0304542977259256,141.569355719075,-8.7369369544183,0,0,0,0,0,0,0,0,0,0
2,5,-0.00598801982023378,0.00512359488918925,0.658524587614361,-0.0567891179114661,68.9421908140463,7.90819738023149,0,0,0,0,0,0,0,0,0,0
3,5,-0.00780946176774311,0.00308700254074348,0.558461847740547,-0.0421695479579225,45.3359470281187,-2.57519511916886,0,0,0,0,0,0,0,0,0,0
