parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.58579223424277,0.0199273219109707,1.25661618720728,
b1_pop,0.00102616328539242,0.000762642899432762,74.3198387906774,
h1_pop,0.000672329069691089,0.000769971192558978,114.522966099436,
h2_pop,0.0293463019007401,0.013865092592536,47.2464729608277,
alpha1_pop,-42.5626995966909,8.41262289249306,19.7652474401485,
alpha2_pop,19.6056024004468,3.99821616036521,20.3932329071107,
hcov1_pop,0,,,
beta_hcov1_score4C,0.434013853528604,0.0975876237334199,22.4849098571431,8.69048918361592e-06
hcov2_pop,0,,,
beta_hcov2_score4C,-0.167142770874763,0.0340625990899479,20.3793433073275,9.2513287808238e-07
omega_b0,0.0677913024860638,0.0105657126236968,15.5856462941818,
omega_b1,0.00260653479979427,0.000906609992529253,34.78219406857,
e_b,0.687227368352691,0.0159338829735124,2.31857514809204,
