parameter,value
b01_pop,4.89997739733612
b11_pop,-0.191995963458326
b21_pop,-0.201359142973639
a1_pop,5.01570059509689
b02_pop,7.40449745430236
b12_pop,0.00189007282022406
b03_pop,4.20557025356991
b13_pop,-0.136537556323272
p1_pop,0.0387422915393162
g1_pop,0.123654133658199
p2_pop,0.7383366574975
g2_pop,0.129171844150333
alpha11_pop,0.158736239197561
alpha12_pop,-13.4468356712076
alpha13_pop,0.550295754020849
alpha21_pop,-0.0832654580821871
alpha22_pop,3.35974327076059
alpha23_pop,-0.211878439647155
omega_b01,2.18921800215712
omega_b11,0.137068013893366
omega_b21,0.0868101345121723
omega_a1,0.889390913957009
omega_b02,0.0411523290733593
omega_b12,0.00459797364574563
omega_b03,0.806407675890125
omega_b13,0.158541448219867
b_1,0.293124539145926
a_2,0.0501951433963207
a_3,0.704434244267842
