parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,4.33075849982206,2.32582298949982,53.7047491702753,
b1_pop,0.0217680913219184,0.00771348597439396,35.4348291741463,
b2_pop,-4.05793648973623,0.955140770663968,23.5375978179997,
a_pop,46.6580090484384,4.48966110092936,9.62248752677891,
h1_pop,0.00108454040831781,0.000412121825848309,37.9996745799019,
h2_pop,0.121984059036314,0.0164355491983529,13.4735221373967,
alpha1_pop,-2.04837159402277e-15,8.05568843964048e-12,393272.80573248,
alpha2_pop,-0.00917258171539812,0.00228322399643764,24.8918359877325,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231999356715833,0.0418645077981182,18.0450964997271,2.99597666675311e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.124312954292138,0.0212125011785196,17.0637897709918,4.61856797251414e-09
omega_b0,1.66608674331542,1.41189138304671,84.7429696389711,
omega_b1,0.029701137145868,0.00738125506485236,24.8517591383845,
omega_b2,1.32755603287238,0.35021266975166,26.3802552268862,
omega_a,0.489371619488069,0.0601928232312296,12.300023302168,
e_b,0.425480225181398,0.021998766850658,5.17033825515138,
