id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd
1,1.02878,-0.134326,0.0101361,0.916121,-0.0644113,0.00134421,-0.406667,0.0458918,0,0,0,0,0,0,0,0,0,0,1.20485,-0.117537,0.00250101,1.21847,-0.0689328,0.0015751,-0.367971,0.0433274,0,0,0,0,0,0,0,0,0,0,1.20885,-0.123058,0.0121881,1.14416,-0.0655845,0.0014107,-0.37616,0.0437464,0,0,0,0,0,0,0,0,0,0,0.658362,0.0485493,0.0290783,0.621551,0.0213203,0.00110827,0.291812,0.0175662,0,0,0,0,0,0,0,0,0,0
2,-0.768907,-0.0461961,0.0368122,-0.162994,0.0551935,-0.00404054,-1.08521,0.0575896,0,0,0,0,0,0,0,0,0,0,-0.554886,-0.0705485,0.0354945,-0.259243,0.0585231,-0.00425363,-0.916866,0.0478664,0,0,0,0,0,0,0,0,0,0,-0.703983,-0.0224054,0.0469051,0.296115,0.0550735,-0.00403802,-1.13308,0.0603159,0,0,0,0,0,0,0,0,0,0,0.774031,0.0594518,0.0540333,0.658687,0.0189632,0.000957337,0.279806,0.0163034,0,0,0,0,0,0,0,0,0,0
3,-1.87687,-0.0457576,0.00756353,-0.274568,-0.0317899,-0.00101267,0.172814,-0.0876716,0,0,0,0,0,0,0,0,0,0,-1.79124,-0.0397873,0.0214756,-0.184204,-0.032681,-0.00138453,0.183221,-0.103489,0,0,0,0,0,0,0,0,0,0,-2.08115,-0.0448175,0.0200012,0.203958,-0.0329474,-0.000864935,0.165875,-0.0906112,0,0,0,0,0,0,0,0,0,0,0.826748,0.0805497,0.0536154,0.952973,0.0232311,0.0056755,0.403175,0.12323,0,0,0,0,0,0,0,0,0,0
4,0.323889,-0.00865841,0.0017702,-0.0303766,-0.0142123,0.00134247,-0.0167714,-0.0205036,0,0,0,0,0,0,0,0,0,0,0.218199,-0.020875,0.00973608,-0.0368966,-0.0149892,0.000545621,-0.0469628,-0.0287934,0,0,0,0,0,0,0,0,0,0,-0.114414,-0.00601225,0.00205724,-0.00785459,-0.0151261,0.000358585,-0.00653539,-0.010975,0,0,0,0,0,0,0,0,0,0,0.975537,0.0882016,0.05892,1.00004,0.0279742,0.00563279,0.547734,0.15217,0,0,0,0,0,0,0,0,0,0
5,1.57336,-0.00514708,0.00119281,-0.291593,-0.00649821,0.00104991,0.316486,0.0932832,0,0,0,0,0,0,0,0,0,0,1.69998,-0.016433,-0.00953799,-0.289474,-0.00374368,0.000566662,0.326947,0.0815759,0,0,0,0,0,0,0,0,0,0,1.33574,-0.00314124,0.000983128,-0.00510176,-0.00692607,0.000787879,0.318095,0.0994495,0,0,0,0,0,0,0,0,0,0,0.906992,0.0881471,0.056237,0.924305,0.0214846,0.00492322,0.412533,0.12415,0,0,0,0,0,0,0,0,0,0
6,1.5002,0.0426935,-0.00337943,0.0745345,0.0228989,-0.000187734,2.07335,0.107148,0,0,0,0,0,0,0,0,0,0,1.64601,0.0149833,-0.00561924,-0.0508796,0.0248187,-0.00167906,2.12157,0.118157,0,0,0,0,0,0,0,0,0,0,1.13891,0.0424709,-0.0107923,0.255362,0.0220052,-0.000681959,2.0843,0.109981,0,0,0,0,0,0,0,0,0,0,1.03436,0.0920813,0.0579746,0.89534,0.0239042,0.00511323,0.406095,0.139266,0,0,0,0,0,0,0,0,0,0
7,0.0499856,-0.0564324,0.0195669,0.207613,-0.0103987,3.83823e-05,-0.817107,0.0159326,0,0,0,0,0,0,0,0,0,0,0.0371775,-0.0594945,0.0251615,0.307002,-0.0132105,0.000283647,-0.862584,0.0203716,0,0,0,0,0,0,0,0,0,0,0.0555344,-0.0942658,0.0420443,1.14534,-0.0111599,-0.000174982,-0.842746,0.0297505,0,0,0,0,0,0,0,0,0,0,1.21202,0.078242,0.0503981,0.957404,0.0271025,0.00531746,0.430014,0.138496,0,0,0,0,0,0,0,0,0,0
8,2.49597,-0.0278517,0.00478193,-0.130228,0.0240012,0.00255561,-0.0540355,-0.0234014,0,0,0,0,0,0,0,0,0,0,2.47033,-0.026593,0.00634046,-0.31023,0.0236838,0.00257647,-0.0736552,-0.0302239,0,0,0,0,0,0,0,0,0,0,2.16435,-0.0332246,0.0122079,0.0747311,0.0250082,0.00258227,-0.0687029,-0.0190871,0,0,0,0,0,0,0,0,0,0,0.92625,0.0793728,0.057554,0.989599,0.0236561,0.00524968,0.459422,0.126148,0,0,0,0,0,0,0,0,0,0
9,-0.896926,-0.0137919,0.00031444,-0.33118,0.0187266,-0.000888189,0.128018,-0.0502519,0,0,0,0,0,0,0,0,0,0,-0.854759,-0.0146357,0.010285,-0.283064,0.0182085,-0.00126597,0.192058,-0.0669478,0,0,0,0,0,0,0,0,0,0,-1.13224,-0.0156919,0.0054052,-0.00145048,0.0177799,-0.000744369,0.137111,-0.05043,0,0,0,0,0,0,0,0,0,0,0.716769,0.0764028,0.0508461,0.798245,0.0223496,0.00495235,0.426365,0.0988925,0,0,0,0,0,0,0,0,0,0
10,1.17427,-0.0882791,0.0396688,0.315856,0.00460958,-0.00235487,0.831734,-0.0558796,0,0,0,0,0,0,0,0,0,0,1.24828,-0.0805134,0.0368261,0.480802,0.00450768,-0.00202077,0.812945,-0.0556611,0,0,0,0,0,0,0,0,0,0,1.52605,-0.0709008,0.0421252,0.820511,0.00636459,-0.00259952,0.802792,-0.0519409,0,0,0,0,0,0,0,0,0,0,0.808393,0.0580944,0.0374242,0.769615,0.0207335,0.00220661,0.313435,0.036309,0,0,0,0,0,0,0,0,0,0
