id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha21_mean,alpha22_mean,alpha23_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha21_mode,alpha22_mode,alpha23_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha21_sd,alpha22_sd,alpha23_sd
1,5.65569,-0.254453,-0.132011,15.6819,7.3344,0.00433119,3.79259,-0.10622,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,5.8387,-0.237898,-0.139947,20.108,7.33004,0.00456096,3.82933,-0.108236,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,5.8427,-0.243419,-0.13026,16.0799,7.33339,0.00439656,3.82114,-0.107817,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.658362,0.0485493,0.0290783,10.335,0.0213203,0.00110827,0.291812,0.0175662,0,0,0,0,0,0,0,0,0,0
2,3.85799,-0.166323,-0.105335,5.70757,7.45401,-0.00105356,3.11405,-0.0945226,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,4.07896,-0.190909,-0.106954,5.02506,7.4575,-0.00126777,3.28043,-0.103697,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,3.92987,-0.142766,-0.0955434,6.88624,7.45405,-0.00105216,3.06422,-0.0912478,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.774031,0.0594518,0.0540333,4.82124,0.0189632,0.000957337,0.279806,0.0163034,0,0,0,0,0,0,0,0,0,0
3,2.75003,-0.165885,-0.134584,5.92822,7.36702,0.00197431,4.37207,-0.239784,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,2.84261,-0.160148,-0.120973,6.75749,7.3663,0.00160133,4.38052,-0.255053,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,2.5527,-0.165178,-0.122447,6.27998,7.36603,0.00212093,4.36317,-0.242175,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.826748,0.0805497,0.0536154,8.05951,0.0232311,0.0056755,0.403175,0.12323,0,0,0,0,0,0,0,0,0,0
4,4.95079,-0.128785,-0.140377,7.84616,7.3846,0.00432945,4.18249,-0.172616,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,4.85205,-0.141236,-0.132712,8.41093,7.38399,0.00353148,4.15033,-0.180357,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,4.51944,-0.126373,-0.140391,5.08124,7.38385,0.00334444,4.19076,-0.162539,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.975537,0.0882016,0.05892,13.0847,0.0279742,0.00563279,0.547734,0.15217,0,0,0,0,0,0,0,0,0,0
5,6.20026,-0.125274,-0.140955,5.72621,7.39232,0.00403689,4.51574,-0.0588291,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,6.33383,-0.136794,-0.151986,5.76929,7.39523,0.00355252,4.52424,-0.0699878,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,5.96959,-0.123502,-0.141465,5.09525,7.39205,0.00377374,4.51539,-0.0521142,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.906992,0.0881471,0.056237,5.9957,0.0214846,0.00492322,0.412533,0.12415,0,0,0,0,0,0,0,0,0,0
6,6.1271,-0.0774334,-0.145527,8.26969,7.42171,0.00279925,6.27261,-0.0449645,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,6.27986,-0.105377,-0.148068,7.08639,7.4238,0.0013068,6.31887,-0.0334069,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,5.77276,-0.0778899,-0.153241,6.61125,7.42098,0.0023039,6.2816,-0.0415826,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,1.03436,0.0920813,0.0579746,6.67636,0.0239042,0.00511323,0.406095,0.139266,0,0,0,0,0,0,0,0,0,0
7,4.67689,-0.176559,-0.122581,9.60501,7.38842,0.00302536,3.38215,-0.13618,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,4.67103,-0.179855,-0.117287,10.3975,7.38577,0.00326951,3.33471,-0.131192,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,4.68938,-0.214627,-0.100404,16.0988,7.38782,0.00281088,3.35455,-0.121813,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,1.21202,0.078242,0.0503981,9.7108,0.0271025,0.00531746,0.430014,0.138496,0,0,0,0,0,0,0,0,0,0
8,7.12287,-0.147979,-0.137366,6.91179,7.42282,0.00554259,4.14522,-0.175514,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,7.10418,-0.146954,-0.136108,5.85829,7.42266,0.00556233,4.12364,-0.181788,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,6.7982,-0.153585,-0.130241,5.51869,7.42399,0.00556813,4.12859,-0.170651,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.92625,0.0793728,0.057554,5.8669,0.0236561,0.00524968,0.459422,0.126148,0,0,0,0,0,0,0,0,0,0
9,3.72998,-0.133919,-0.141833,5.20679,7.41754,0.00209879,4.32727,-0.202364,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,3.77909,-0.134996,-0.132163,5.27183,7.41719,0.00171989,4.38935,-0.218512,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,3.50161,-0.136053,-0.137043,5.11388,7.41676,0.00224149,4.33441,-0.201994,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.716769,0.0764028,0.0508461,4.64005,0.0223496,0.00495235,0.426365,0.0988925,0,0,0,0,0,0,0,0,0,0
10,5.80117,-0.208406,-0.102479,8.90036,7.40342,0.000632115,5.03099,-0.207992,0.0176378,0.151683,0.727803,0.133344,0.248753,-15.1587,0.909632,-0.0881582,5.82931,-0.164973,5.88213,-0.200874,-0.105622,11.0799,7.40349,0.000965091,5.01024,-0.207225,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,6.1599,-0.191262,-0.100323,11.6339,7.40534,0.000386338,5.00009,-0.203505,0.0174444,0.152719,0.728206,0.132817,0.24989,-15.1875,0.913296,-0.0894117,5.80838,-0.164839,0.808393,0.0580944,0.0374242,9.98477,0.0207335,0.00220661,0.313435,0.036309,0,0,0,0,0,0,0,0,0,0
