rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,1.39307441278335,-0.171174738654072,-0.00771042702912572,1.14692250208062,-0.0672904874698087,0.00224066809981931,-0.0655306760016258,0.02492894099188,0,0,0,0,0,0,0,0,0,0
2,1,1.18468205527475,-0.0863209822534689,0.000292113026270144,1.66527494265251,-0.0408877325773793,0.000975191123768924,-0.881789012463512,0.0689868676093123,0,0,0,0,0,0,0,0,0,0
1,2,-0.546846850398979,-0.124090678441889,0.0413877059733896,-0.304962481860094,0.0423447513866933,-0.00307576877496656,-0.813811571284126,0.0481956531253534,0,0,0,0,0,0,0,0,0,0
2,2,-1.05882686083639,-0.0610044291409848,0.0018777474560097,0.34800362753622,0.0544215539592406,-0.00437822097884828,-0.773654842056614,0.0408110644774198,0,0,0,0,0,0,0,0,0,0
1,3,-1.64678227459498,-0.0518938224739398,-0.0549905056359293,-1.50416053752845,-0.00147739202607596,-0.00753022554887238,0.428383089301034,-0.194340683193243,0,0,0,0,0,0,0,0,0,0
2,3,-2.30787685989083,-0.0548753033334671,0.0472153445772342,-2.11535400452747,-0.0278457286471115,-0.00311082438898024,-0.153622819639665,-0.187723821088285,0,0,0,0,0,0,0,0,0,0
1,4,1.38261236227464,0.0591126627746357,0.0158931588802153,-0.430418468359686,0.0157771200076536,-0.00644121745981454,-0.289250355041573,0.0404323368634026,0,0,0,0,0,0,0,0,0,0
2,4,0.781395088190085,0.0536968034498791,-0.0957104047259773,0.360657534697871,-0.0194650517498483,-0.00199143777559264,-0.125380456216734,0.0137695864365027,0,0,0,0,0,0,0,0,0,0
1,5,1.83288399764559,0.0622467081581143,-0.0191525859991541,0.450503129793357,-0.0132449765946426,0.00542361276260325,-0.323441793963271,0.225639544959672,0,0,0,0,0,0,0,0,0,0
2,5,1.61265295954775,-0.035918718017901,0.0516486031874118,-1.21827784553962,-0.00441787874266942,-0.00355151692129742,0.0357809709028876,0.183098816512219,0,0,0,0,0,0,0,0,0,0
1,6,0.698429977225171,0.216412536073416,-0.00481437662298797,-0.770394123154854,0.024197429167753,-0.00572018729848708,1.96543975475198,0.243901497938489,0,0,0,0,0,0,0,0,0,0
2,6,1.87689636057191,0.16235698416794,0.0253120060654179,0.453049388497456,0.0183044685344607,-0.000383060128177971,2.44899897933244,0.288926174019584,0,0,0,0,0,0,0,0,0,0
1,7,-0.231237036318438,-0.173241859828986,-0.0331556822986703,1.21865861189437,0.0472343815095078,-0.00126636324950077,-0.879567641832358,0.2032341755531,0,0,0,0,0,0,0,0,0,0
2,7,-0.904126021187631,-0.114612077550313,0.0347057893140449,0.61776130182875,0.00290306173421257,0.00420510131976686,-0.774610317198325,0.0117441943544573,0,0,0,0,0,0,0,0,0,0
1,8,3.21753100142075,-0.169817698453833,0.0714902294010236,0.0560489983590255,0.0172502816579312,0.00300452423442545,-0.625973577312554,0.0593820655100387,0,0,0,0,0,0,0,0,0,0
2,8,1.94745678565745,0.0685848701393487,-0.102947692910855,-0.298351220078812,0.0355170284481838,0.00263201552155646,-0.519176244469758,-0.101979221806375,0,0,0,0,0,0,0,0,0,0
1,9,-0.16745045053101,-0.000229656925099955,-0.00135593286112091,0.164220110030844,0.00854732193760528,-0.0020617370864351,0.584024008587928,-0.170190301059945,0,0,0,0,0,0,0,0,0,0
2,9,-1.02839155181196,-0.0173693279898102,-0.0351259426084486,0.937090196615568,0.00453279223698017,0.00576785772707538,-0.480906099440732,0.010517544052193,0,0,0,0,0,0,0,0,0,0
1,10,0.00898622183470754,-0.0499654978870835,0.0360227811315478,-0.692991107454211,-0.0409176179469175,0.000311133011708804,0.646658682215221,-0.024805098559285,0,0,0,0,0,0,0,0,0,0
2,10,-0.195678833920358,-0.0249287757545062,0.00871959325470939,-0.711757091686378,-0.0209680194128532,0.00225064530686485,1.0741142202011,-0.110972971364638,0,0,0,0,0,0,0,0,0,0
1,11,-3.6565987199979,0.15804041846725,-0.0616455549635925,0.160721568171582,0.0126268313953167,0.00604437233174973,-0.0475564501095565,-0.0304778774699919,0,0,0,0,0,0,0,0,0,0
2,11,0.316439006450355,0.0438952234585878,0.0138966995122847,0.534283126262234,0.0108237217007278,-0.00326849603026062,0.854386010827293,0.0344071204665712,0,0,0,0,0,0,0,0,0,0
