rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,7.35775133943137,0.0035259436753307,3.96042212674228,-0.162897408204776,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,-0.0410858207533007,0.000149996953663,-0.354238420819055,-0.0159392104243597,0,0,0,0,0,0,0,0
2,1,7.41632428301678,0.00404716690183694,5.03685285696511,-0.219483491275736,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,0.0174871228321098,0.000671220180169238,0.72219230940378,-0.0725252934953199,0,0,0,0,0,0,0,0
3,1,7.41482703701954,0.00386105560257095,4.37662696584761,-0.0649612678819884,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,0.0159898768348725,0.000485108880903242,0.0619664182862776,0.0819969298984281,0,0,0,0,0,0,0,0
1,2,7.48174420357868,0.00592937683523308,4.19765162763277,-0.381960661329961,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,0.082907043394008,0.00255343011356537,-0.117008919928566,-0.235002463549544,0,0,0,0,0,0,0,0
2,2,7.45032773206559,0.00267652906029128,4.150986757558,-0.13556096794986,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,0.0514905718809233,-0.000699417661376421,-0.163673790003332,0.0113972298305566,0,0,0,0,0,0,0,0
3,2,7.4444909792805,0.00822710639710918,4.5006407989015,-0.16185827118143,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,0.0456538190958273,0.00485115967544147,0.18598025134017,-0.0149000734010132,0,0,0,0,0,0,0,0
1,3,7.39300378575745,0.00146786968894978,6.59985554783468,0.0996757659237397,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,-0.00583337442721898,-0.00190807703271792,2.28519500027335,0.246633963704156,0,0,0,0,0,0,0,0
2,3,7.37355787372053,0.0039365966341792,6.36986249842823,0.103334156109332,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,-0.0252792864641398,0.000560649912511497,2.0552019508669,0.250292353889749,0,0,0,0,0,0,0,0
3,3,7.35070494296374,0.000906075802615742,6.6379042263584,0.081497893034529,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,-0.0481322172209264,-0.00246987091905196,2.32324367879707,0.228456090814946,0,0,0,0,0,0,0,0
1,4,7.3846405494279,0.0130236245066265,2.49987259310679,0.0852123568256326,0.076439464219827,0.0571460509481625,0.739781591245769,0.149881495074311,-11.6093509700809,0.463911196827842,4.72694875391901,-0.123750816022255,-0.0141966107567733,0.00964767778495881,-1.81478795445454,0.232170554606049,0,0,0,0,0,0,0,0
