b01_pop,0.01996,-0.00034234,0.00025288,-0.010514,-2.8988e-05,-4.9885e-06,3.1032e-07,-3.6236e-05,2.6677e-05,3.0744e-06,-1.0719e-05,-4.0798e-05,2.4565e-06,4.1706e-05,0.0027248,0.00018737,-8.1161e-05,0.0015282,1.1834e-05,-1.0654e-05,-3.9101e-06,6.4559e-06
b11_pop,-0.00034234,0.00028111,0.00014071,-0.0005167,-2.9076e-05,-1.8924e-06,-2.4138e-06,8.1991e-06,2.4181e-05,-5.1744e-06,5.581e-06,3.5417e-06,1.3409e-05,2.052e-05,-0.0001239,-0.00012369,-6.1829e-05,0.00037904,1.3675e-05,7.7496e-06,6.7164e-07,-1.3338e-06
b21_pop,0.00025288,0.00014071,0.00025108,-0.0013472,-3.3475e-05,7.559e-07,5.0404e-08,8.0227e-06,5.5365e-06,-4.7587e-06,2.9855e-06,-2.1356e-06,-7.1337e-07,7.513e-06,6.6769e-05,-6.955e-05,-0.00010623,0.00049228,1.38e-05,6.5358e-06,5.6554e-06,-1.3214e-07
a1_pop,-0.010514,-0.0005167,-0.0013472,0.4046,0.0002478,0.00034448,-0.00023838,0.00046418,0.00019402,7.9826e-05,0.00043139,0.0014764,-0.00013017,-0.00017466,-0.0048235,-0.0023589,-0.0007675,-0.066155,-0.00021903,-7.1467e-05,-0.00042842,5.8235e-05
b03_pop,-2.8988e-05,-2.9076e-05,-3.3475e-05,0.0002478,0.0041068,-9.0348e-05,-9.2358e-06,-4.9362e-05,-1.1766e-05,1.2928e-05,-7.0907e-06,2.9396e-05,-2.2643e-06,-7.8285e-06,1.9362e-05,1.5569e-05,2.0622e-05,-0.00010126,-1.57e-05,2.4685e-06,-1.3062e-06,-5.6902e-07
b13_pop,-4.9885e-06,-1.8924e-06,7.559e-07,0.00034448,-9.0348e-05,0.00012291,-1.4433e-05,3.0093e-05,1.8427e-05,-4.1512e-06,1.6811e-05,7.919e-05,-2.1328e-06,4.7011e-06,-1.4692e-05,-3.1493e-06,-1.5143e-06,-6.8659e-05,9.9964e-06,-3.5223e-06,6.3778e-09,6.0522e-07
p1_pop,3.1032e-07,-2.4138e-06,5.0404e-08,-0.00023838,-9.2358e-06,-1.4433e-05,0.00018752,-0.00019484,4.2215e-05,-2.4242e-05,-0.00019238,-0.0012557,5.5793e-05,0.0001107,1.2888e-05,1.1905e-06,4.8446e-07,3.2098e-05,3.1775e-06,-6.4141e-06,-7.932e-07,-3.4168e-06
g1_pop,-3.6236e-05,8.1991e-06,8.0227e-06,0.00046418,-4.9362e-05,3.0093e-05,-0.00019484,0.00069545,-4.7389e-05,1.7816e-05,0.00031447,0.0011869,-9.4289e-05,-0.00012699,-5.4612e-05,-5.441e-07,-6.4008e-06,-0.00012615,-4.539e-05,1.9357e-05,1.828e-06,3.5644e-06
p2_pop,2.6677e-05,2.4181e-05,5.5365e-06,0.00019402,-1.1766e-05,1.8427e-05,4.2215e-05,-4.7389e-05,0.00098315,-0.00016883,-7.1678e-05,-0.00031633,7.7805e-05,0.00058651,1.1242e-05,6.1028e-06,-6.5937e-06,1.4667e-05,4.8838e-06,1.0186e-06,-3.7616e-06,-2.4264e-06
g2_pop,3.0744e-06,-5.1744e-06,-4.7587e-06,7.9826e-05,1.2928e-05,-4.1512e-06,-2.4242e-05,1.7816e-05,-0.00016883,0.00014649,3.1707e-05,0.00019766,-2.2285e-05,-0.00027956,5.0033e-06,-3.1758e-06,3.1533e-06,-2.1761e-05,-8.1484e-07,4.4454e-07,1.2756e-07,1.7713e-06
