rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,7.23975421083736,-0.357845848303396,-0.355402925922896,0.876859336745099,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-1.51481871206867,-0.19292519343906,-0.0471452705227781,-1.14030905324727,0,0,0,0,0,0
2,1,6.09095764300172,-0.191738777007275,-0.242107314447708,0.0133184098854618,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-2.66361527990431,-0.0268181221429387,0.06615034095241,-5.3275083613409,0,0,0,0,0,0
3,1,5.22459429924472,-0.270087909861443,-0.192742919621982,1.17324219947011,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-3.52997862366131,-0.105167254997107,0.115514735778136,-0.849129335357352,0,0,0,0,0,0
4,1,6.08370518587172,0.00116821409307412,-0.394253912548322,0.735416373856601,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-2.67086773703432,0.16608886895741,-0.0859962571482044,-1.3162188075006,0,0,0,0,0,0
5,1,6.04202839395494,0.01185215732541,-0.244162068923771,0.26194196847449,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-2.71254452895109,0.176772812189746,0.0640955864763467,-2.34853265650327,0,0,0,0,0,0
6,1,7.53033616247502,-0.302092899793611,-0.236361572727188,19.3378427873587,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-1.22423676043102,-0.137172244929275,0.0718960826729303,1.95316357992576,0,0,0,0,0,0
7,1,6.60223436066328,-0.161547256502962,-0.389028094132042,2.16774120853611,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-2.15233856224275,0.00337339836137446,-0.0807704387319237,-0.235214654680576,0,0,0,0,0,0
8,1,5.38933783808229,-0.244270597566674,-0.260089388112765,0.652926430568655,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-3.36523508482374,-0.0793499427023378,0.0481682672873529,-1.43519118218327,0,0,0,0,0,0
9,1,7.34882793376674,-0.218216411345221,-0.180002356273135,0.0290883703356214,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-1.40574498913929,-0.0532957564808849,0.128255299126983,-4.54631719188452,0,0,0,0,0,0
10,1,6.00932166849081,-0.217064275380622,-0.324870349515845,0.259442747811043,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,2.55143333976166,-1.42778563118755,-2.74525125441522,-0.0521436205162857,-0.0166126941157271,-2.35811958809964,0,0,0,0,0,0
1,2,13.3528165794155,-0.123988866283323,-0.33133920186356,2.83895961856382,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,4.59824365650947,0.0409317885810126,-0.0230815464634416,0.0345372911891784,0,0,0,0,0,0
2,2,9.7778992938916,-0.279319228722291,-0.25315568863206,8.49196842335588,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,1.02332637098556,-0.114398573857955,0.0551019667680583,1.13022046305857,0,0,0,0,0,0
3,2,7.65483871726538,-0.187309596269782,-0.439601856014586,7.02868140412453,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,-1.09973420564066,-0.0223889414054463,-0.131344200614468,0.941098758872273,0,0,0,0,0,0
4,2,9.81644320661114,-0.302805549478483,-0.207608952806049,0.228026634211254,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,1.06187028370511,-0.137884894614147,0.100648702594069,-2.48719320251076,0,0,0,0,0,0
5,2,5.51685972343987,-0.0834731271021998,-0.207091556580944,10.1399730202768,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,-3.23771319946617,0.0814475277621363,0.101166098819174,1.30758497506074,0,0,0,0,0,0
6,2,14.329979536113,-0.0951417400685342,-0.436239341283562,3.62137274405782,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,5.57540661320697,0.0697789147958019,-0.127981685883444,0.277952802644481,0,0,0,0,0,0
7,2,7.35980367029909,-0.121069163292128,-0.335657003067393,9.82221185778334,0.00108527663730734,0.112773240092295,3.65802890016805e-11,-0.00795023704009462,1.15974242716439,-0.648993468721613,-1.39476925260694,0.0438514915722082,-0.0273993476672748,1.27574597472722,0,0,0,0,0,0
