parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.96837372587648,0.0300974749970399,1.5290528724995,
b1_pop,0.00133401932896778,0.00105437557079142,79.0375032727047,
h1_pop,4.02553015747907e-05,5.71710409412722e-05,142.021146792438,
h2_pop,0.109106055863635,0.04163946290494,38.1642087373982,
alpha1_pop,-26.3345739851441,5.38980522204206,20.4666505145766,
alpha2_pop,11.3487290161582,2.45906266486456,21.6681767743627,
hcov1_pop,0,,,
beta_hcov1_score4C,0.458670676756421,0.101404389953302,22.108321959974,6.09163457609974e-06
hcov2_pop,0,,,
beta_hcov2_score4C,-0.176613595289403,0.0332492988820822,18.826013267891,1.08548242172546e-07
omega_b0,0.11045967827701,0.0180304987700509,16.3231498147534,
omega_b1,0.00388006781149922,0.00124960576256067,32.2057712202156,
e_b,0.571654841290829,0.014236525863791,2.49040589451568,
