id,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha13_SAEM,alpha17_SAEM,alpha22_SAEM,alpha23_SAEM,alpha27_SAEM
1,7.34935,-0.000894583,4.93831,-0.0184378,359.996,-6.5373,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
2,7.41461,0.00299393,5.24092,-0.150069,367.19,-4.4476,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
3,7.38665,0.00522545,4.70492,-0.431228,190.712,-0.883553,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
4,7.38234,0.0020785,6.71347,-0.0374097,432.564,-5.93442,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
5,7.45698,-0.00052575,3.96897,0.0466506,443.092,-1.32039,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
6,7.42211,0.000224817,4.62062,-0.161632,269.665,-9.45158,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
7,7.40033,0.00459506,3.9547,-0.266406,314.34,-6.4443,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
8,7.41332,0.00385657,3.18295,-0.0675342,303.825,-4.56774,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
9,7.46441,0.00472467,3.999,-0.131183,370.544,-5.13343,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
10,7.3952,0.00668575,4.20051,0.0278296,111.963,-9.71901,0.0220601,0.169756,0.768865,0.112885,-16.9401,0.707468,-0.00147481,5.21757e-15,-0.221058,0.00165653
