rep,id,b02,b12,b03,b13,b04,b14,b07,b17,p1,g1,p2,g2,alpha12,alpha13,alpha14,alpha17,alpha22,alpha23,alpha24,alpha27,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha17,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha27
3,7,7.42794812693017,0.00204222840911965,3.21697655981205,0.0911145749795148,2.20345239527107,-0.00957790964276291,494.186475417353,-10.8827595275659,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0269026119699678,-7.98685353151671e-05,-1.06478366689894,0.252491613137642,-2.90500338840782,-0.0226661738622789,150.641034642621,-5.73851528212571,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7.43965313930203,-0.0112551023269361,4.31632913850604,-0.2589061702219,2.6495292455656,-0.154113615574212,446.672136567759,-4.68767043529398,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0386076243418287,-0.013377199271371,0.0345689117950521,-0.0975291320637731,-2.45892653811329,-0.167201879793728,103.126695793027,0.456573810146178,0,0,0,0,0,0,0,0,0,0,0,0
2,8,7.41575133429326,0.000500203572576337,4.01448517098161,-0.261582919716066,2.63896942438693,-0.131631667555708,497.371653536343,-9.01924930997158,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0147058193330603,-0.00162189337185848,-0.267275055729375,-0.100205881557938,-2.46948635929196,-0.144719931775224,153.826212761611,-3.87500506453141,0,0,0,0,0,0,0,0,0,0,0,0
3,8,7.42950839199453,-0.00555348516122107,3.67328148224764,-0.308850960977648,2.83521378799176,-0.0719088628836809,470.88490054012,-4.638007140352,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.028462877034336,-0.00767558210565589,-0.608478744463343,-0.147473922819521,-2.27324199568713,-0.0849971271031969,127.339459765388,0.506237105088162,0,0,0,0,0,0,0,0,0,0,0,0
1,9,7.4288188365602,0.00077469330677718,4.40859321190781,-0.136585856599409,5.60387698313309,-0.0563552096817772,304.621460707791,-8.90002104650174,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0277733216000016,-0.00134740363765764,0.126832985196819,0.0247911815587184,0.495421199454201,-0.0694434739012932,-38.9239800669406,-3.75577680106158,0,0,0,0,0,0,0,0,0,0,0,0
2,9,7.4417169054343,0.00190139455140566,4.77999663595321,-0.0545060020258335,3.8945857205285,0.0719727287386965,363.89447866676,-0.0158718594780174,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0406713904740998,-0.000220702393029158,0.498236409242222,0.106871036132294,-1.21387006315039,0.0588844645191805,20.3490378920285,5.12837238596215,0,0,0,0,0,0,0,0,0,0,0,0
3,9,7.41153352486969,0.000319120184102643,4.80128080898772,-0.0247785868685443,3.39685141732449,0.00889184262457547,301.467455730182,-0.719455111914137,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0104880099094959,-0.00180297676033217,0.519520582276732,0.136598451289583,-1.7116043663544,-0.00419642159494051,-42.0779850445501,4.42478913352603,0,0,0,0,0,0,0,0,0,0,0,0
1,10,7.33553014226662,0.00572488822815315,4.42679837953699,0.120290056277422,3.80963383965148,-0.0601405928980453,320.90753157724,-5.6490651764086,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0655153726935778,0.00360279128371833,0.145038152826006,0.281667094435549,-1.2988219440274,-0.0732288571175613,-22.6379091974923,-0.504820930968437,0,0,0,0,0,0,0,0,0,0,0,0
2,10,7.43507671664816,0.00200670281342961,4.23675915016851,0.019731071061596,2.65521660113538,-0.0414019752434669,412.961640746601,-5.03712387915904,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0340312016879656,-0.000115394131005203,-0.0450010765424729,0.181108109219723,-2.4532391825435,-0.0544902394629829,69.416199971869,0.107120366281125,0,0,0,0,0,0,0,0,0,0,0,0
3,10,7.39105611534765,0.00094647752125866,5.08569619202688,-0.183805981103409,2.47182466702756,0.00512898024249703,324.364348044474,-8.33685718885152,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.00998939961255019,-0.00117561942317616,0.80393596531589,-0.0224289429452816,-2.63663111665132,-0.00795928397701896,-19.1810927302581,-3.19261294341136,0,0,0,0,0,0,0,0,0,0,0,0
1,11,7.38798054080534,-0.0062726866512484,3.6769434836333,-0.147309474317001,5.1503094883798,0.0779093359610862,316.898912309236,-5.88328363542027,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0130649741548599,-0.00839478359568322,-0.604816743077684,0.0140675638411263,0.0418537047009133,0.0648210717415702,-26.6465284654961,-0.739039389980109,0,0,0,0,0,0,0,0,0,0,0,0
2,11,7.37854766868673,0.00527758579305167,3.94040585081394,0.0565141827886784,4.1103301074505,-0.0521200013922421,364.800110984345,-9.14555716849772,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0224978462734695,0.00315548884861685,-0.34135437589705,0.217891220946806,-0.998125676228383,-0.065208265611758,21.2546702096135,-4.00131292305756,0,0,0,0,0,0,0,0,0,0,0,0
3,11,7.43477352853508,-0.00498352627264131,3.30369637898104,0.13864145991098,5.08137112131341,-0.0799182035764222,292.823667981185,-1.41519063880046,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0337280135748825,-0.00710562321707613,-0.978063847729949,0.300018498069108,-0.027084662365473,-0.0930064677959382,-50.7217727935473,3.7290536066397,0,0,0,0,0,0,0,0,0,0,0,0
1,12,7.39263178709654,-0.000847725431832905,4.1787701645342,-0.213486016653588,7.66133120168938,0.0119153811671324,460.169733998365,-10.3762210462488,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.00841372786365469,-0.00296982237626772,-0.102990062176784,-0.0521089784954605,2.55287541801049,-0.00117288305238362,116.624293223633,-5.23197680080866,0,0,0,0,0,0,0,0,0,0,0,0
2,12,7.40797125191706,-0.00115758291948814,3.44933718258166,-0.195093648310333,7.93651628381302,0.00556825377161236,387.607322663402,-7.68580700151858,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.00692573695686605,-0.00327967986392296,-0.832423044129332,-0.0337166101522057,2.82806050013414,-0.00752001044790362,44.0618818886703,-2.54156275607842,0,0,0,0,0,0,0,0,0,0,0,0
3,12,7.40432671884996,-0.000238873549173148,3.14356724218698,-0.169112922043118,7.6910597975841,0.00961158484475014,415.40756682029,-8.9381935005923,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.00328120388976227,-0.00236097049360797,-1.13819298452401,-0.00773588388499094,2.58260401390521,-0.00347667937476585,71.8621260455577,-3.79394925515214,0,0,0,0,0,0,0,0,0,0,0,0
1,13,7.37763152079366,0.00812948677902658,4.84783365590896,-0.0682538693865475,5.50114169234691,0.0150679299905997,396.870376043184,-14.0037504853578,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0234139941665399,0.00600738983459176,0.56607342919797,0.0931231687715798,0.392685908668027,0.00197966577108374,53.3249352684516,-8.85950623991767,0,0,0,0,0,0,0,0,0,0,0,0
2,13,7.37768613624456,0.00313479908365394,3.97883261754816,-0.071965197299483,5.60019844786753,-0.0640938960230556,404.505050487254,-11.1512507648032,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0233593787156341,0.00101270213921912,-0.302927609162823,0.0894118408586443,0.49174266418864,-0.0771821602425716,60.9596097125216,-6.00700651936301,0,0,0,0,0,0,0,0,0,0,0,0
3,13,7.37330231074426,0.00699516712268641,4.63039772751546,-0.102746772914362,5.2520712148059,0.0478580353733656,324.133761145534,-9.07736570884081,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0277432042159349,0.00487307017825159,0.348637500804469,0.0586302652437658,0.143615431127012,0.0347697711538496,-19.4116796291983,-3.93312146340064,0,0,0,0,0,0,0,0,0,0,0,0
1,14,7.45461242840954,0.00198898000629599,5.01074792143525,-0.0895734764806599,5.87981256209427,-0.00844536201877473,373.605346322608,-3.78257396639104,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0535669134493455,-0.00013311693813883,0.728987694724267,0.0718035616774675,0.77135677841538,-0.0215336262382907,30.0599055478758,1.36167027904912,0,0,0,0,0,0,0,0,0,0,0,0
2,14,7.46769602465469,0.00136824922367136,5.19267109386206,-0.109945056769308,5.66870810661135,-0.00108176908478454,389.697396933058,-2.88314999370207,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0666505096944947,-0.000753847720763459,0.910910867151077,0.051431981388819,0.56025232293246,-0.0141700333043005,46.1519561583261,2.26109425173809,0,0,0,0,0,0,0,0,0,0,0,0
3,14,7.46976610237769,0.000280837984840555,5.10670283591674,-0.101568899600501,6.54717206296435,-0.0345844603167545,406.576638775602,-3.08896750665513,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.068720587417495,-0.00184125895959426,0.824942609205752,0.0598081385576262,1.43871627928547,-0.0476727245362705,63.0311980008705,2.05527673878504,0,0,0,0,0,0,0,0,0,0,0,0
1,15,7.50002539749441,-0.0117326087962166,5.65100259556227,-0.119259510405174,3.33714076153861,-0.0610443853754209,477.927381367483,-5.18061900481203,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.0989798825342119,-0.0138547057406514,1.36924236885128,0.042117527752953,-1.77131502214028,-0.0741326495949369,134.381940592751,-0.0363747593718644,0,0,0,0,0,0,0,0,0,0,0,0
2,15,7.3922636244788,-0.00108481697795211,5.47897560020121,-0.564275678792753,4.11385266792675,-0.0305490529168968,420.231311150736,-6.9375402692074,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.00878189048140143,-0.00320691392238693,1.19721537349022,-0.402898640634626,-0.994603115752132,-0.0436373171364128,76.6858703760043,-1.79329602376724,0,0,0,0,0,0,0,0,0,0,0,0
3,15,7.51710058663703,0.00100982023696916,4.06722400840352,-0.271461915985467,4.31322141991685,-0.0952387329103865,472.992965017629,2.72694932029279,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,0.116055071676835,-0.00111227670746566,-0.214536218307463,-0.110084877827339,-0.795234363762039,-0.108326997129903,129.447524242897,7.87119356573295,0,0,0,0,0,0,0,0,0,0,0,0
1,16,7.36587584523798,-0.00353056380458552,5.97382745286299,-0.336979908989747,2.19640358451334,0.0807980660219834,485.287314000032,-8.5504847852133,0.0895359134215852,0.0897259663567384,0.697156170390236,0.121116951025504,-9.30706279619358,0.484262702141927,-4.02363369442388e-09,-4.97446471175867e-05,6.50224738099374e-08,-0.198275123419418,7.14443477450531e-06,-3.17591334856575e-07,-0.0351696697222179,-0.00565266074902034,1.69206722615201,-0.175602870831619,-2.91205219916554,0.0677098018024674,141.7418732253,-3.40624053977314,0,0,0,0,0,0,0,0,0,0,0,0
