b0_pop,1,-0.31434,-0.012659,0.044112,-0.0057073,0.18104,0.006351,-0.010555,0.0048738,0.07402,-0.05328
b1_pop,-0.31434,1,-0.015283,0.054994,-0.32297,0.095738,0.02698,0.024737,0.036556,-0.010511,0.010347
h1_pop,-0.012659,-0.015283,1,-0.038821,0.30867,-0.22677,-0.92445,0.0046337,-0.036395,0.028372,0.020187
h2_pop,0.044112,0.054994,-0.038821,1,-0.14808,0.20277,0.019417,-0.8295,0.026926,0.0033196,-0.015206
alpha1_pop,-0.0057073,-0.32297,0.30867,-0.14808,1,-0.71483,-0.16419,0.016645,-0.096067,0.20425,0.048666
alpha2_pop,0.18104,0.095738,-0.22677,0.20277,-0.71483,1,0.12278,-0.0227,0.13725,0.023532,-0.08228
beta_hcov1_score4C,0.006351,0.02698,-0.92445,0.019417,-0.16419,0.12278,1,0.0013654,0.022074,-0.0043668,-0.01243
beta_hcov2_score4C,-0.010555,0.024737,0.0046337,-0.8295,0.016645,-0.0227,0.0013654,1,-0.0027038,0.0028801,0.0010671
omega_b0,0.0048738,0.036556,-0.036395,0.026926,-0.096067,0.13725,0.022074,-0.0027038,1,0.030768,-0.11391
omega_b1,0.07402,-0.010511,0.028372,0.0033196,0.20425,0.023532,-0.0043668,0.0028801,0.030768,1,-0.060396
e_b,-0.05328,0.010347,0.020187,-0.015206,0.048666,-0.08228,-0.01243,0.0010671,-0.11391,-0.060396,1
