id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha21_SAEM
113,3.89178,-0.267944,-0.075136,21.0583,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
114,4.67875,-0.144425,-0.13027,5.39488,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
115,5.08702,-0.18863,-0.114353,6.15688,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
116,6.65983,-0.186366,-0.112177,8.17395,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
117,5.10861,-0.14219,-0.0918133,4.79847,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
118,5.82464,-0.138399,-0.133596,6.86205,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
119,3.4751,-0.150252,-0.145182,4.75711,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
120,3.0153,-0.238137,-0.0820563,8.34485,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
121,3.59807,-0.14548,-0.138341,4.8111,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
122,4.39481,-0.255732,-0.104835,9.61847,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
123,7.5155,-0.120717,-0.150667,5.79518,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
124,4.71927,0.0125502,-0.167752,17.8625,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
125,3.70478,-0.146191,-0.1268,7.13238,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
126,3.95466,-0.143955,-0.128358,7.48745,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
127,2.7492,-0.157434,-0.144077,4.08726,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
128,6.78653,-0.17012,-0.143177,4.90311,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
129,3.24854,-0.138269,-0.134358,7.41764,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
130,2.71032,-0.149722,-0.128707,4.59966,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
131,4.16068,-0.144884,-0.137751,4.76882,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
132,3.85701,-0.139142,-0.132388,8.21594,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
133,5.60649,-0.131454,-0.143932,5.26579,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
134,7.21277,-0.100873,-0.146066,7.42364,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
135,3.53278,-0.130381,-0.131935,6.92271,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
136,5.15798,-0.144413,-0.131205,5.84967,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
137,4.35601,-0.155504,-0.131592,5.26804,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
138,5.67441,-0.140201,-0.141072,4.81155,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
139,4.31942,-0.0567056,-0.152459,9.67179,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
140,5.10865,-0.108194,-0.139801,8.56123,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
141,5.89941,-0.0516732,-0.147816,7.69872,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
142,3.89168,-0.13686,-0.134248,5.09418,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
143,2.75959,-0.147578,-0.133297,7.46691,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
144,5.07902,-0.164599,-0.111041,6.10838,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
145,5.17952,-0.189975,-0.114432,8.94636,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
146,5.29697,-0.125069,-0.143698,4.82404,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
147,6.17463,-0.117395,-0.147365,5.95697,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
148,4.06847,-0.13681,-0.138447,5.47252,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
149,7.08359,-0.0805754,-0.149548,6.35576,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
150,5.19511,-0.12383,-0.156534,5.26608,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
151,2.02707,-0.122511,-0.120344,4.71082,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
152,7.76233,-0.0705355,-0.152084,8.64607,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
153,4.1739,-0.193729,-0.121401,5.13373,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
154,7.97322,-0.0782841,-0.170043,9.08185,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
155,4.28234,-0.169603,-0.132269,4.75258,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
156,3.88575,-0.16252,-0.135182,5.0839,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
157,5.30795,-0.130792,-0.13219,5.09032,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
158,3.03497,-0.152284,-0.138573,4.62766,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
159,5.62237,0.0453082,-0.158736,35.2253,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
160,8.68105,-0.0776853,-0.151787,8.05216,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
161,3.79098,-0.147239,-0.118068,4.72358,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
162,6.75737,-0.155961,-0.135369,5.49471,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
163,3.80293,-0.0947587,-0.154185,5.95656,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
164,3.49376,-0.109558,-0.143722,5.77821,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
165,3.67236,-0.124924,-0.141589,4.57224,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
166,4.12815,-0.148676,-0.132327,6.7037,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
167,6.83486,-0.132391,-0.131009,6.91248,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
168,6.4433,-0.0966401,-0.148781,9.14097,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
169,6.13564,-0.0830758,-0.176143,11.5134,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
170,6.01243,-0.136861,-0.13386,6.83815,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
171,4.1821,-0.137455,-0.13661,5.11494,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
172,5.39902,0.0598562,-0.131689,11.3082,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
173,4.16736,-0.143029,-0.131988,7.17516,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
174,3.46975,-0.157033,-0.137075,4.8549,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
175,6.65389,0.00291122,-0.137919,5.68594,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
176,6.62216,-0.123608,-0.149861,5.61103,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
177,6.92455,-0.0885036,-0.147499,5.8497,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
178,4.69067,-0.108764,-0.138022,6.48191,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
179,4.74152,-0.115126,-0.147025,5.57532,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
180,6.00852,-0.120166,-0.141688,5.01583,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
181,5.66374,-0.109604,-0.142871,6.27123,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
182,7.34485,-0.0250032,-0.144405,8.17853,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
183,6.38764,-0.110782,-0.153731,6.13094,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
184,5.40403,-0.147101,-0.132165,5.62543,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
185,6.56589,-0.104581,-0.145297,5.13866,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
186,5.5916,-0.234553,-0.10101,19.3132,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
187,6.10288,-0.141164,-0.129687,6.77722,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
188,5.86515,-0.104372,-0.157451,7.4835,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
189,3.88288,-0.137212,-0.131632,7.21237,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
190,7.0261,-0.0738994,-0.160235,8.55582,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
191,5.26107,0.0198079,-0.139628,10.1204,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
192,5.89716,-0.179419,-0.103458,7.28559,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
193,4.73949,-0.166081,-0.119327,5.30336,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
194,2.12232,-0.124463,-0.137835,5.40939,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
195,6.60879,-0.119617,-0.148099,5.7661,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
196,5.87803,-0.132041,-0.144372,5.02841,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
197,3.99838,-0.0464569,-0.146338,9.64975,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
198,3.69035,-0.223449,-0.112113,10.6237,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
199,3.20688,-0.147392,-0.133232,5.2856,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
200,4.327,-0.16662,-0.124232,5.11582,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
201,4.9732,-0.138238,-0.155152,5.71645,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
202,5.73596,-0.143821,-0.125158,4.85142,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
203,5.56353,-0.0674835,-0.152934,8.09002,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
204,1.48669,-0.145465,-0.137016,3.74772,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
205,2.3491,0.0136792,-0.144646,13.0925,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
206,3.58786,-0.142297,-0.130672,6.96358,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
207,5.65342,-0.104105,-0.144901,5.86125,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
208,5.03169,-0.0892425,-0.154058,7.73273,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
209,2.43656,-0.139552,-0.129119,7.76822,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
210,4.43125,-0.128089,-0.1441,5.51435,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
211,6.84385,-0.0990993,-0.138749,5.89917,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
212,5.58197,-0.110531,-0.141888,6.69188,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
213,5.52596,-0.103559,-0.0257259,22.0168,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
214,4.64231,-0.156121,-0.12385,5.62407,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
215,5.72513,-0.193278,-0.10538,9.97297,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
216,5.72755,-0.123327,-0.14373,4.8931,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
217,2.55724,-0.140346,-0.135236,5.62012,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
218,3.70192,-0.147619,-0.133014,7.11247,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
219,5.05601,-0.0790335,-0.163797,8.96546,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
220,5.89921,-0.139579,-0.131056,7.08113,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
221,4.40711,-0.163339,-0.120758,6.74241,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
222,1.31816,-0.152314,-0.154258,4.13917,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
223,4.31544,-0.19047,-0.12115,5.98304,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
224,7.16064,-0.119617,-0.155366,5.22363,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
225,0.0210597,-0.0864735,-0.171579,6.82713,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
226,5.46857,-0.122874,-0.140217,5.77465,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
227,7.39325,-0.147776,-0.137557,5.14037,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
228,7.15045,-0.0685672,-0.170191,12.9334,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
229,4.17156,0.00459897,-0.170143,18.8887,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
230,6.85476,-0.133253,-0.139338,6.2627,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
231,4.59573,-0.127177,-0.154718,4.66208,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
232,5.54125,-0.178183,-0.123134,5.47252,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
233,5.13498,-0.175072,-0.113874,6.89465,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
234,5.0418,-0.106994,-0.146621,6.10782,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
235,2.59241,-0.145692,-0.132936,7.21103,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
236,5.17385,-0.138431,-0.131665,7.66352,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
237,5.85351,-0.145486,-0.140131,6.89085,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
238,4.99876,-0.123792,-0.146715,5.57637,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
239,4.21351,-0.235978,-0.121927,7.91123,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
240,4.19897,-0.130708,-0.140746,5.28215,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
241,2.85152,-0.110904,-0.153514,6.01743,0.117932,0.179532,0.756022,0.0900792,0.133518,-0.0787547
