id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd
1,1.12694,0.000406912,0.00968147,-0.150925,-0.0292537,-0.00328779,0.0515561,0.0275047,0,0,0,0,0,0,0,0,0,0,1.01313,0.00317343,-1.7248e-07,-0.124676,-0.0280629,-0.00291885,0.0837192,0.0388486,0,0,0,0,0,0,0,0,0,0,0.677511,-0.0139836,0.00904072,-0.0199774,-0.0268607,-0.00308937,0.0792348,0.0385287,0,0,0,0,0,0,0,0,0,0,0.933444,0.101011,0.0738869,1.14312,0.0254741,0.00542679,0.418527,0.13472,0,0,0,0,0,0,0,0,0,0
2,-1.95191,0.0306193,-0.0110585,-0.0978018,0.0415374,-0.00258481,-0.409966,0.0121018,0,0,0,0,0,0,0,0,0,0,-1.75376,0.00736726,-0.014457,-0.428171,0.0463402,-0.00309847,-0.461257,0.0178998,0,0,0,0,0,0,0,0,0,0,-2.72303,0.0556986,0.00249509,0.370212,0.0429376,-0.00282048,-0.438883,0.0167237,0,0,0,0,0,0,0,0,0,0,0.67055,0.0780487,0.0589036,0.987298,0.0222816,0.00148966,0.376908,0.0292113,0,0,0,0,0,0,0,0,0,0
3,-1.36717,-0.0416708,0.014832,-0.352342,-0.0353937,0.00471379,0.494093,-0.211984,0,0,0,0,0,0,0,0,0,0,-1.38233,-0.067523,0.0112322,-0.37191,-0.038688,0.00496506,0.605852,-0.224038,0,0,0,0,0,0,0,0,0,0,-1.06164,-0.0582084,0.033546,0.509236,-0.0345834,0.00463117,0.507235,-0.214761,0,0,0,0,0,0,0,0,0,0,0.396841,0.087142,0.0563858,1.08085,0.017888,0.00151181,0.302627,0.0252262,0,0,0,0,0,0,0,0,0,0
4,-0.36883,-0.0220939,0.0218542,-0.200011,-0.0086232,-0.00160125,-0.021632,0.0857519,0,0,0,0,0,0,0,0,0,0,-0.408725,-0.0439331,0.0272238,-0.0545728,-0.00548679,-0.0023314,-0.000180098,0.0673347,0,0,0,0,0,0,0,0,0,0,-0.261689,-0.060344,0.0601534,0.964635,-0.00686369,-0.00221812,-0.0172384,0.0809932,0,0,0,0,0,0,0,0,0,0,0.678398,0.0842205,0.0655777,1.06744,0.0253155,0.0052455,0.38466,0.120163,0,0,0,0,0,0,0,0,0,0
5,2.17715,-0.00683739,0.0153721,0.055563,-0.057133,-0.000160413,-0.915363,-0.0146835,0,0,0,0,0,0,0,0,0,0,2.07154,-0.00740888,-0.00939964,-0.0458133,-0.0514275,-0.00111645,-0.868945,-0.0468175,0,0,0,0,0,0,0,0,0,0,1.86654,-0.00348599,0.0021198,-0.0132851,-0.055119,0.00025612,-0.946918,-0.0098369,0,0,0,0,0,0,0,0,0,0,0.953738,0.0894973,0.0722867,1.15662,0.0293242,0.00521986,0.470019,0.145692,0,0,0,0,0,0,0,0,0,0
6,1.20138,-0.0111704,-0.00307648,-0.489606,0.0693734,0.00169923,1.87088,-0.0393131,0,0,0,0,0,0,0,0,0,0,1.14711,-0.0219595,-0.00260602,-0.640815,0.0688173,0.00172101,1.75157,-0.0326853,0,0,0,0,0,0,0,0,0,0,1.14845,-0.00366543,0.0108686,-0.0286754,0.0685184,0.00178521,1.8367,-0.0383889,0,0,0,0,0,0,0,0,0,0,0.584455,0.0975288,0.0562454,0.797128,0.0199543,0.00134881,0.313986,0.0194101,0,0,0,0,0,0,0,0,0,0
7,0.829247,-0.0272194,0.00229109,-0.262766,-0.0123567,-0.0013892,-0.335577,-0.0410764,0,0,0,0,0,0,0,0,0,0,0.751305,-0.00685477,0.0156082,-0.336002,-0.019909,-0.000346506,-0.395698,-0.0323445,0,0,0,0,0,0,0,0,0,0,0.366228,-0.0199706,0.0127486,-0.000697706,-0.0145448,-0.00122979,-0.348776,-0.0364464,0,0,0,0,0,0,0,0,0,0,1.01379,0.0805358,0.0666772,1.04888,0.0242999,0.00413384,0.423186,0.107468,0,0,0,0,0,0,0,0,0,0
8,1.86123,0.0346433,-0.0214749,-0.346257,0.0134718,0.00347547,0.696139,-0.000581858,0,0,0,0,0,0,0,0,0,0,1.54484,0.0471752,-0.00182766,-0.253034,0.0114433,0.00343582,0.507996,0.0143536,0,0,0,0,0,0,0,0,0,0,0.0298887,0.11015,0.0036493,0.169847,0.0105387,0.003518,0.624599,0.00540639,0,0,0,0,0,0,0,0,0,0,1.3974,0.0870896,0.0611164,0.981556,0.0202632,0.00127715,0.286709,0.0200625,0,0,0,0,0,0,0,0,0,0
9,-0.939125,0.00509819,-0.00587396,-0.218712,-0.00179351,0.00188825,1.05488,-0.0341415,0,0,0,0,0,0,0,0,0,0,-1.15332,0.0081844,-0.0177898,-0.114483,-0.00168897,0.00192027,1.11781,-0.0431381,0,0,0,0,0,0,0,0,0,0,-1.46305,0.0214514,-0.0126423,0.197653,-0.00129683,0.00190068,1.07129,-0.0190932,0,0,0,0,0,0,0,0,0,0,0.762975,0.0823779,0.074233,0.910439,0.0211197,0.00514427,0.457964,0.128188,0,0,0,0,0,0,0,0,0,0
10,0.799092,-0.00212111,-0.00935023,-0.240449,0.0195694,0.00073416,1.12049,0.0127287,0,0,0,0,0,0,0,0,0,0,0.81899,-0.0114845,-0.0108048,-0.0927875,0.0188195,0.000774966,1.10825,0.0360741,0,0,0,0,0,0,0,0,0,0,0.497102,0.00320001,-0.00204599,0.0175018,0.0195347,0.000199409,1.13963,0.0323309,0,0,0,0,0,0,0,0,0,0,0.897539,0.0883614,0.0746098,0.902364,0.0254732,0.0054287,0.449587,0.134787,0,0,0,0,0,0,0,0,0,0
11,2.01915,-0.0218386,-0.0156566,-0.227604,-0.0222681,-0.00323573,1.43862,0.323229,0,0,0,0,0,0,0,0,0,0,2.10668,-0.0158766,0.00636245,-0.337218,-0.0196733,-0.0041014,1.30786,0.338512,0,0,0,0,0,0,0,0,0,0,1.76456,0.000662983,-0.00377211,0.0185574,-0.0251216,-0.00313024,1.40481,0.329849,0,0,0,0,0,0,0,0,0,0,0.795237,0.0860991,0.0805866,0.881369,0.0224645,0.00354203,0.472237,0.0727332,0,0,0,0,0,0,0,0,0,0
12,-0.972967,-0.00805896,0.00528413,-0.0632811,-0.00257203,-0.000541014,-0.470298,-0.0394725,0,0,0,0,0,0,0,0,0,0,-1.1198,-0.0250484,-0.00435863,0.0126977,-0.000305667,-0.00160726,-0.47176,-0.0287931,0,0,0,0,0,0,0,0,0,0,-1.60549,-0.00493562,0.00299011,-0.0171883,-0.00189107,-0.00103108,-0.461139,-0.0110271,0,0,0,0,0,0,0,0,0,0,1.03462,0.0808018,0.0839707,1.13578,0.0271274,0.0058425,0.535212,0.159008,0,0,0,0,0,0,0,0,0,0
13,1.35988,0.147842,-0.0206182,1.07523,-0.0337312,0.00269071,-1.1516,0.0185455,0,0,0,0,0,0,0,0,0,0,1.89061,0.144926,-0.00737706,1.10858,-0.0393934,0.00309301,-1.09459,0.0145177,0,0,0,0,0,0,0,0,0,0,1.26871,0.145748,-0.00348986,1.10351,-0.0408592,0.00304543,-1.10075,0.0146786,0,0,0,0,0,0,0,0,0,0,1.05064,0.0133242,0.0633751,0.334161,0.0183812,0.000995854,0.277106,0.0163686,0,0,0,0,0,0,0,0,0,0
14,-0.759993,0.144439,-0.0192499,0.784044,0.000195205,-0.00135108,-0.311822,0.34134,0,0,0,0,0,0,0,0,0,0,-0.856637,0.128069,-0.00740401,1.01355,-0.00397392,-0.000423916,-0.309601,0.345222,0,0,0,0,0,0,0,0,0,0,-1.6526,0.126599,-0.00643806,1.07574,-0.000566481,-0.00117126,-0.264696,0.334641,0,0,0,0,0,0,0,0,0,0,1.23836,0.0467901,0.0552485,0.510341,0.0206561,0.00293398,0.357865,0.0485518,0,0,0,0,0,0,0,0,0,0
