parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,6.41715619734294,nan,nan,
b1_pop,0.00831373549027928,0.00958940386139238,115.344105818674,
b2_pop,-1.97779127929656,2.42979180014025,122.85380290505,
a_pop,45.9916334950623,10.1945470264491,22.1660903336768,
h1_pop,8.51363880382308e-08,1.84539389333971e-06,2167.57362611041,
h2_pop,0.114305158046376,0.0310634273313881,27.1758754043145,
alpha1_pop,0.101540611932696,0.0955894208855287,94.139102636971,
alpha2_pop,-0.0242365807434749,0.0201354034290996,83.0785647621543,
hcov1_pop,0,,,
beta_hcov1_score4C,0.756806959085109,1.30645469787343,172.627204624649,0.562398253795411
hcov2_pop,0,,,
beta_hcov2_score4C,-0.109539724446092,0.024830707063401,22.6682212219923,1.02674903001976e-05
omega_b0,1.27147638624925,2.15479226541942,169.47166999899,
omega_b1,0.0106172006497009,0.00710774238072401,66.945540686605,
omega_b2,0.743790314904473,0.731370022232124,98.3301351975867,
omega_a,0.6915429792801,0.127496052063466,18.4364610564321,
e_b,0.533167393776448,0.0520782728755204,9.76771525855092,
