parameter,value,se_sa,rse_sa,pvalue_sa
b01_pop,89.196996630998,1.87030528605135,2.09682540521928,
b11_pop,0.393053902805251,0.178734268643482,45.4732206875048,
b02_pop,6.07341432379619,0.104706691696163,1.72401693864211,
b12_pop,-0.0583975285775291,0.0161469444651557,27.6500476278185,
b03_pop,4.23946315237399,0.0603452792563678,1.42341794438232,
b13_pop,-0.146648373100521,0.0126744778705219,8.64276745970724,
b04_pop,4.41746604037265,0.154854752516988,3.50551087663651,
b14_pop,-0.0422315524666035,0.0177999020421321,42.1483488114914,
b05_pop,4.46884650761359,0.0383540549117359,0.858254022517711,
b15_pop,0.0124676367316877,0.00460677658673406,36.9498781996551,
b06_pop,94.0081568611539,0.321091174295998,0.341556717009394,
b16_pop,-0.0618636270214702,0.0424324231027224,68.5902607811791,
h1_pop,0.00186231310767845,0.00124593610304683,66.90261148406,
h2_pop,0.0387351700391655,0.012116882077391,31.2813447446841,
alpha11_pop,1.17580324149684e-09,2.08975242157245e-07,17772.977210984,
alpha12_pop,1.38688176441141,0.382646651895456,27.590430685189,
alpha13_pop,0.470562424357262,0.143113234258485,30.4132303921126,
alpha14_pop,-1.00312469315383,0.284705473802031,28.3818627679193,
alpha15_pop,-6.79617763018046e-06,0.000814079603174408,11978.4921388641,
alpha16_pop,0.872577325199761,0.200711364133266,23.0021292482379,
alpha21_pop,4.62312582034097e-07,7.68796554757925e-05,16629.3668966427,
alpha22_pop,-0.840639028247913,0.185883976662532,22.1122230132424,
alpha23_pop,1.95365540471138e-06,nan,nan,
alpha24_pop,0.611033593927277,0.123998835945407,20.2932927383637,
alpha25_pop,-3.56555800937394e-11,1.95391057918192e-08,54799.5734200661,
alpha26_pop,-0.233307990586858,0.072476283430468,31.0646383127139,
hcov1_pop,0,,,
beta_hcov1_score4C,-5.81692842652542e-15,2.93095534707937e-10,5038664.96571301,0.999984164762568
hcov2_pop,0,,,
beta_hcov2_score4C,-0.0778162035154487,0.0311384409803766,40.0153690024145,0.0124530322083494
omega_b01,19.7047988916492,1.33307466940874,6.76522849453534,
omega_b11,0.88580582051339,0.188565151971743,21.2874139687246,
omega_b02,1.11633014544104,0.0934313444510785,8.36950832445409,
omega_b12,0.109346760361086,0.0151562323263935,13.86070540759,
omega_b03,0.962839678919395,0.0477362276329688,4.95785837228309,
omega_b13,0.166904557831278,0.00972233065475345,5.8250839767849,
omega_b04,1.33678520213564,0.127296574295829,9.52259002362242,
omega_b14,0.0845443307313271,0.0174108874448475,20.5937965257274,
omega_b05,0.2775294254031,0.0434433159772068,15.6535891335152,
omega_b15,0.0235706145381111,0.00447470046940752,18.9842333646941,
omega_b06,3.10641184309549,0.395266223727436,12.7242054077916,
omega_b16,0.149848918866658,0.046851925309798,31.266108333747,
a_1,11.3370329961916,0.375257003542605,3.31001068505899,
b_2,0.280780952985577,0.00719373870080764,2.56204654351222,
a_3,0.69384850697441,0.0127225692053498,1.83362348948876,
a_4,1.14534652961644,0.0413304509654677,3.60855425818669,
b_5,0.235968527101946,0.00411062256038995,1.74202153603902,
a_6,5.98840829032452,0.110513487287599,1.84545678801086,
