parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,137.324628565362,0.196173871980046,0.142854107110636,
b1_pop,0.150111348200337,0.0243668867179029,16.232541383469,
h1_pop,0.00112435061482986,0.000442375415528085,39.3449703049281,
h2_pop,0.109852794416056,0.0137588753181592,12.524829606108,
alpha1_pop,-0.0599763102476725,0.0534551718322589,89.1271430528412,
alpha2_pop,-0.046831942209181,0.0296393987310848,63.2888522937968,
hcov1_pop,0,,,
beta_hcov1_score4C,0.233656119938115,0.0434986975004855,18.6165453367993,7.8055834684676e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126398569285657,0.0194077029188327,15.3543691424006,7.37605532208363e-11
omega_b0,2.76705797383382,0.161537088305126,5.83786425267094,
omega_b1,0.179914815265364,0.0261889715059135,14.5563173701322,
e_a,3.18920267239633,0.0583163325584264,1.82855523931341,
