"parameter" "value" "se_sa" "rse_sa"
"b01_pop" 4.73242264361754 0.14275681718064 3.01656948102832
"b11_pop" -0.12432323362508 0.0109551734707978 8.81184727211577
"b21_pop" -0.132109893629932 0.00981834059990102 7.4319495157602
"a1_pop" 5.64574536154343 0.838904176435489 14.8590508907782
"b02_pop" 7.40097965374935 0.00284655965298559 0.0384619305302849
"b12_pop" 0.00261762206559767 0.000441740757950232 16.8756507578328
"b03_pop" 4.11088168757657 0.0613862479580491 1.49326233697174
"b13_pop" -0.158792152073094 0.0129255244945141 8.13990132746878
"b05_pop" 6.96351879582162 0.0498322843302714 0.715619298107915
"b15_pop" -0.0484245783291917 0.00956620264443432 19.7548496538328
"p1_pop" 0.0420860069742774 0.0176598642708151 41.9613680186115
"g1_pop" 0.0672658737198241 0.0203481716726977 30.2503640366762
"p2_pop" 0.733757252797397 0.0285962371697866 3.89723400494721
"g2_pop" 0.152389288479632 0.0170633664175817 11.1972216602759
"alpha11_pop" 0.172130334049506 0.0275082953461495 15.9810852038653
"alpha12_pop" -15.4922213651743 2.4761188872409 15.9829815807246
"alpha13_pop" 0.726060595110428 0.130230168051587 17.9365426148461
"alpha15_pop" -0.186669458275804 0.0860547608981089 46.1000753379608
"alpha21_pop" -0.0766225059832848 0.0415886601331957 54.2773426677904
"alpha22_pop" 3.86999095558241 1.96273901734998 50.716889002512
"alpha23_pop" -0.252211838153318 0.0415047781004738 16.4563164062281
"alpha25_pop" 3.83147122390075e-16 3.25448550561801e-12 849408.834213995
"omega_b01" 2.04925952309105 0.107572500051185 5.24933513003398
"omega_b11" 0.105681346638342 0.00855321602306591 8.09340181133037
"omega_b21" 0.0413467311812312 0.00703118651535911 17.0054229548159
"omega_a1" 0.825058075467081 0.13033980188471 15.7976517969261
"omega_b02" 0.0385130725162495 0.00238419057717661 6.19060080488429
"omega_b12" 0.00485688659745861 0.000347860809101236 7.16221806132464
"omega_b03" 0.929217949818275 0.0488602090304876 5.25820761857249
"omega_b13" 0.169947574728155 0.00989210642507874 5.8206811370518
"omega_b05" 0.746132304122558 0.0388708069706571 5.20964000029038
"omega_b15" 0.118791799655888 0.00739224175603873 6.22285526227596
"b_1" 0.302636611778197 0.0063274913152995 2.09078844695001
"a_2" 0.0509941970609147 0.000785620220967307 1.54060710089984
"a_3" 0.708710254881704 0.0131215672234183 1.85147133585763
"b_5" 0.0800583754037983 0.00187647370382072 2.3438818166821
