"parameter" "value" "se_sa" "rse_sa"
"b01_pop" 4.81045413545531 0.140635177862201 2.92353224668861
"b11_pop" -0.140715995135055 0.016403598287081 11.657237879274
"b21_pop" -0.147976760503394 0.0133777700145385 9.04045335837149
"a1_pop" 3.91516372993762 0.796998196162457 20.3567015618822
"b02_pop" 7.40234501292679 0.00288305940206537 0.0389479198420319
"b12_pop" 0.00282614153271789 0.000496795328251615 17.5785721451058
"b03_pop" 4.23859739005025 0.0596663859331473 1.40769175372044
"b13_pop" -0.150480088300696 0.0113944058511853 7.57203559610921
"p1_pop" 0.0306199843385791 0.0134723232770992 43.9984656038017
"g1_pop" 0.164188313222665 0.0333503981961161 20.3122850472845
"p2_pop" 0.716148945534835 0.0288459599616193 4.0279274502145
"g2_pop" 0.109639858272102 0.0139979822344702 12.7672385344847
"alpha11_pop" 0.172650256087238 0.0288518850245054 16.7111741843736
"alpha12_pop" -14.9036212180154 3.80263146103892 25.5148155298146
"alpha13_pop" 0.533762807764625 0.151110324575186 28.3103885053418
"alpha21_pop" -0.0884334151785176 0.018151912198854 20.5260784763445
"alpha22_pop" 3.30163405976154 1.1795579854906 35.7264907055081
"alpha23_pop" -0.132661868510733 0.0420840122254569 31.7227645727395
"omega_b01" 1.90332118894806 NA NA
"omega_b11" 0.113037456021992 0.0115727461403376 10.2379746922879
"omega_b21" 0.0647542226889446 0.00959278382594382 14.8141440474454
"omega_a1" 1.10994892750641 0.180826962883772 16.2914669677652
"omega_b02" 0.0392268880345798 0.00241286006740758 6.15103615989259
"omega_b12" 0.00581803860680409 0.000388091024953433 6.67047868158811
"omega_b03" 0.910743263126928 0.0459401455766701 5.04424764218844
"omega_b13" 0.146298629765536 0.00892082552239877 6.09768221117014
"b_1" 0.312493321865338 0.0104005237598441 3.32823872771462
"a_2" 0.0505093224222598 0.000757647080806675 1.50001434284293
"a_3" 0.687656766057418 0.0122511652426507 1.78158142948131
