"parameter" "value" "se_sa" "rse_sa"
"b01_pop" 4.61632771911718 0.132860144541847 2.87804836713922
"b11_pop" -0.15973525164798 0.014708048205324 9.20776600880636
"b21_pop" -0.174419456090379 0.0137887826022735 7.90553010045426
"a1_pop" 5.80548277684901 0.676877698248972 11.6592835474116
"b03_pop" 4.28098493063663 0.0582391987931125 1.36041587944697
"b13_pop" -0.159311138782083 0.0123357439271523 7.74317729535911
"p1_pop" 0.0753692669476962 0.021506738055989 28.5351562075215
"g1_pop" 0.138596710808895 0.0233102863133674 16.8187875291708
"p2_pop" 0.739563624563016 0.0344958095082871 4.66434642843197
"g2_pop" 0.0925908897192556 0.0117038928274595 12.6404367243331
"alpha11_pop" 0.128552308763801 0.0156265947275348 12.1558258095907
"alpha13_pop" 0.623802520379194 0.118306298820965 18.9653447935815
"alpha21_pop" -0.0708017856121652 0.015078028166814 21.2961128542827
"alpha23_pop" 0.000144316120271845 0.0469828947474103 32555.5417225115
"omega_b01" 1.88031737613595 0.0996360391088874 5.29889477028816
"omega_b11" 0.125043447438847 0.0103542875266426 8.28055187114577
"omega_b21" 0.0776682168598291 0.0113298794195401 14.587536417873
"omega_a1" 0.80974837778555 0.102064022469746 12.6044120951331
"omega_b03" 0.876359161016747 0.0468919954452833 5.35077369316017
"omega_b13" 0.153427137323217 0.00923365904272949 6.01826978188183
"b_1" 0.301990399213856 0.00673384511919291 2.22982092699719
"a_3" 0.684161498530915 0.0134676848998203 1.9684950013614
