id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha21_mean,alpha22_mean,alpha23_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha21_mode,alpha22_mode,alpha23_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha21_sd,alpha22_sd,alpha23_sd
1,5.47477,-0.252336,-0.121899,11.7474,7.32697,0.00474841,3.86098,-0.109684,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,5.86419,-0.255907,-0.120608,13.9682,7.32915,0.00455003,3.80487,-0.107198,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,5.87528,-0.245883,-0.129412,15.8326,7.33097,0.00452859,3.82587,-0.10795,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.781042,0.0570538,0.0394769,7.69511,0.014128,0.000835476,0.301374,0.0185102,0,0,0,0,0,0,0,0,0,0
2,3.84783,-0.193639,-0.125845,6.71508,7.45808,-0.00120797,3.11086,-0.0942387,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,3.7436,-0.181565,-0.121347,5.11945,7.45078,-0.000788856,3.04793,-0.0911555,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,3.94139,-0.145223,-0.0948331,6.564,7.45751,-0.00118206,3.04995,-0.0904827,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.377551,0.0686232,0.0492105,4.61812,0.0147282,0.000896357,0.320921,0.0181351,0,0,0,0,0,0,0,0,0,0
3,2.82566,-0.176437,-0.126554,5.1081,7.36097,0.0015126,4.39919,-0.258549,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,2.73955,-0.169887,-0.133785,5.47821,7.36079,0.00152813,4.39875,-0.252505,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,2.56613,-0.168576,-0.122171,5.97889,7.36077,0.00160137,4.38476,-0.253228,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.745633,0.0800574,0.0526171,5.10859,0.0218923,0.00521815,0.422834,0.125676,0,0,0,0,0,0,0,0,0,0
4,4.93691,-0.144301,-0.136093,8.43377,7.37604,0.00332034,4.16874,-0.1876,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,5.01172,-0.132225,-0.133468,7.48264,7.37473,0.00270986,4.15793,-0.170999,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,4.53851,-0.135601,-0.137878,4.86995,7.37439,0.00275371,4.18125,-0.170264,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,1.09219,0.0908533,0.0599359,8.03978,0.0320642,0.00543639,0.581704,0.13604,0,0,0,0,0,0,0,0,0,0
5,6.37843,-0.147087,-0.140307,5.13384,7.39134,0.00336327,4.53805,-0.0613801,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,6.36782,-0.131579,-0.137663,6.42518,7.39394,0.00213944,4.52943,-0.0681368,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,6.04124,-0.129851,-0.139902,4.87827,7.38953,0.00303455,4.53157,-0.0600408,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.95923,0.0842568,0.0578749,8.72303,0.0230807,0.00461541,0.431791,0.115704,0,0,0,0,0,0,0,0,0,0
6,6.22347,-0.0998798,-0.145887,6.95333,7.4306,0.00369891,6.26629,-0.0221028,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,6.11225,-0.102868,-0.156006,7.11803,7.4271,0.00263419,6.34347,-0.0420801,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,5.856,-0.093839,-0.150235,5.87516,7.42762,0.00338753,6.34558,-0.0449457,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.967706,0.0899915,0.057305,6.38266,0.0260418,0.00510152,0.421048,0.137934,0,0,0,0,0,0,0,0,0,0
7,3.47603,-0.157798,-0.132989,13.1569,7.38424,0.00272318,3.32792,-0.130508,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,3.04009,-0.132433,-0.146198,9.78078,7.38347,0.00211658,3.35507,-0.130398,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,4.78629,-0.218876,-0.099944,16.1124,7.38239,0.00230183,3.32642,-0.123346,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,3.14741,0.109427,0.0578694,8.23696,0.0242839,0.005648,0.469298,0.142856,0,0,0,0,0,0,0,0,0,0
8,7.13798,-0.163235,-0.126149,6.29874,7.42435,0.00449039,4.13614,-0.186416,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,7.19863,-0.150373,-0.12816,5.57705,7.42355,0.00419729,4.08941,-0.166153,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,6.86245,-0.160692,-0.128513,5.39019,7.42347,0.00445463,4.13353,-0.177905,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.87109,0.0825557,0.0549467,4.97919,0.0220608,0.00486003,0.380446,0.120163,0,0,0,0,0,0,0,0,0,0
9,3.75534,-0.137512,-0.139086,4.80053,7.41681,0.00152978,4.37329,-0.202497,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,3.89408,-0.151221,-0.139013,4.60927,7.42204,0.00181107,4.35832,-0.213147,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,3.53837,-0.139473,-0.136093,4.89186,7.41732,0.00158028,4.35253,-0.209195,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.781502,0.0898812,0.054756,4.98837,0.0220211,0.00442565,0.448431,0.107165,0,0,0,0,0,0,0,0,0,0
10,6.17363,-0.217849,-0.0943712,8.72372,7.40225,0.000565089,5.12134,-0.217909,0.0270382,0.122698,0.699638,0.118911,0.216252,-8.24233,0.906805,-0.0826163,-2.55112e-06,-0.224052,5.85315,-0.222729,-0.106614,8.82436,7.40532,0.000281669,5.01983,-0.205159,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,6.21311,-0.194729,-0.0995603,11.4396,7.40644,0.000163748,5.02979,-0.206587,0.0279199,0.122205,0.699215,0.119214,0.21365,-8.04686,0.895374,-0.0811271,-2.61917e-06,-0.224476,0.80833,0.0650671,0.0498513,9.23307,0.0205136,0.00225011,0.36529,0.0405971,0,0,0,0,0,0,0,0,0,0
