rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,1.04033982157614,-0.0221321676430497,-4.15447921779275,22.0069048585423,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
2,1,4.8455058351246,0.0197331973724523,-3.98017839755598,43.1216318758775,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
3,1,6.09466148885749,0.0200429636821193,-4.52168789562799,80.620730273599,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
4,1,1.87409407989664,0.00897759610274659,-5.40070678200349,31.9497234611263,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
5,1,3.96137148316548,0.0216611963713444,-3.49350517952719,19.086225843964,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
6,1,1.6217623952823,-0.00764975163920517,-4.88130927771911,31.1295695426585,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
7,1,6.42690383257073,0.023450376859596,-4.28702398592529,45.0806370440274,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
8,1,6.22821605278447,0.0255887700294464,-5.06983324856264,51.0640476123067,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
9,1,7.30274868356175,0.0184659391978229,-5.71683179436927,38.3922662751675,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
10,1,0.783341057902745,-0.00207801143147183,-3.92117553928652,41.0063336879559,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,2.55199292387417,-1.36744249721352,11
1,2,4.8629240044375,0.0234050017386324,-4.36190049797786,37.3606933727036,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
2,2,3.08025278811262,-0.0238800464116282,-5.74964575794141,49.8185594431541,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
3,2,6.26046674182071,0.00541383805213361,-3.38935962001521,35.0399187317482,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
4,2,4.78177767336018,0.0146655530087404,-2.28912225716571,57.9195209978927,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
5,2,7.28937558832874,0.0245878093358303,-4.83286712003498,21.3187987000179,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
6,2,2.85715157393702,-0.00369858379858739,-4.25561496428226,18.4955790874101,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
7,2,3.15772622760997,-0.0370168507244883,-3.31164132616667,46.5933447771273,0.00108454040831781,0.121984059036314,-2.04837159402277e-15,-0.00917258171539812,1.15999678357917,-0.621564771460691,5
