parameter,value,se_sa,rse_sa
b01_pop,4.76960617347837,0.23782552333579,4.98627171061274
b11_pop,-0.122670600382129,0.0206947278460865,16.870161050505
b21_pop,-0.124997691395335,0.0163420286432968,13.0738643737116
a1_pop,5.48010503997347,1.7642907364959,32.1944693327347
b02_pop,7.40075107336794,0.00466025706720064,0.0629700556200419
b12_pop,0.0033164865370824,0.000726297439914244,21.8996046506852
b03_pop,4.27340681079706,0.103946408996501,2.43240144453071
b13_pop,-0.176799406250161,0.0196433736893491,11.1105427930877
p1_pop,0.00560186815621756,0.00687477362063103,122.722874386122
g1_pop,0.15939640288208,0.054266325840301,34.044887374558
p2_pop,0.71405476222873,0.047081735347202,6.59357486815843
g2_pop,0.114439046769537,0.0196458985229193,17.1671287707273
alpha11_pop,0.334096023098178,0.110468713379259,33.0649590961447
alpha12_pop,-0.00731693364531432,0.0366490727494285,500.88021193001
alpha13_pop,1.44125496462817,0.364455166532209,25.2873485591938
alpha21_pop,7.83462744421402e-10,3.23185306034453e-07,41250.8837638642
alpha22_pop,5.26102608196989,2.36079707796273,44.87332016949
alpha23_pop,2.8132356321619e-09,8.38653389129591e-07,29810.9898631245
omega_b01,1.96079850772842,0.178287662945178,9.09260498936856
omega_b11,0.0886618914942853,0.0190230810871539,21.4557582367618
omega_b21,0.0405076641199311,0.0120028589161282,29.6310813691732
omega_a1,0.826282850727835,0.216923704657788,26.2529598026522
omega_b02,0.0354168661615,0.00388082884749493,10.9575726711631
omega_b12,0.00458647664408052,0.000599081213734111,13.0619048176623
omega_b03,0.9207698449587,0.0813140127957224,8.8310899016648
omega_b13,0.150486137624603,0.0142918761931153,9.4971380212889
b_1,0.310680016306278,0.0108786708930284,3.50156763295129
a_2,0.0498910484803616,0.00130652659708828,2.61875955082917
a_3,0.67646176707644,0.0211018138698858,3.11943924947665
