rep,id,b02,b12,b03,b13,b06,b16,h1,h2,alpha12,alpha13,alpha16,alpha22,alpha23,alpha26,hcov1,hcov2,eta_b02,eta_b12,eta_b03,eta_b13,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha26,eta_hcov1,eta_hcov2
3,7,3.25142195848329,-0.0170537712042199,4.90225503571891,-0.0229242871328564,95.6214944557823,0.0852669139560663,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,6.0331882746761,-1.70405652249909,-2.88458628410695,0.0194576810705269,0.664088523079225,0.128306240302663,2.02379522180532,0.0789352602529362,0,0,0,0,0,0,0,0,0,0
1,8,4.03249102225425,0.0673416144615485,4.32879229903706,-0.00406095814226681,96.807246414333,0.199388017188892,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.51935982689439,-0.994032971457802,-2.103517220336,0.103853066736295,0.0906257863973794,0.147169569293253,3.20954718035594,0.193056363485762,0,0,0,0,0,0,0,0,0,0
2,8,7.05361403673402,-0.0466041004674834,4.13161967395065,-0.0556309150769141,93.8562915096167,0.368738436974734,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.51935982689439,-0.994032971457802,0.917605794143778,-0.0100926481927365,-0.106546838689033,0.0955996123586058,0.258592275639643,0.362406783271604,0,0,0,0,0,0,0,0,0,0
3,8,4.31479262929183,-0.0746406361876822,3.66854534169403,0.0534221807884625,90.6615710303625,0.268213932910363,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.51935982689439,-0.994032971457802,-1.82121561329841,-0.0381291839129354,-0.569621170945655,0.204652708223982,-2.93612820361452,0.261882279207233,0,0,0,0,0,0,0,0,0,0
1,9,5.24975249587312,0.190638254731781,5.79232165248377,0.0331298664078646,93.626028992571,0.470766421500468,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.01659413733805,-0.852028261249545,-0.886255746717127,0.227149707006528,1.55415513984409,0.184360393843384,0.0283297585939977,0.464434767797338,0,0,0,0,0,0,0,0,0,0
2,9,6.85390900234632,0.101736939664999,6.35833849878252,-0.057324799069263,93.7831701812657,0.23823072682314,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.01659413733805,-0.852028261249545,0.717900759756075,0.138248391939746,2.12017198614283,0.0939057283662568,0.185470947288692,0.23189907312001,0,0,0,0,0,0,0,0,0,0
3,9,8.33909167273905,-0.121845347742619,6.29755473697727,-0.0576689812573892,96.7807477439714,0.22980210120888,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.01659413733805,-0.852028261249545,2.2030834301488,-0.0853338954678724,2.05938822433758,0.0935615461781307,3.18304850999436,0.22347044750575,0,0,0,0,0,0,0,0,0,0
1,10,6.56217420453819,0.0138368925598456,4.92578587927309,-0.260473501461169,96.8611565553834,0.32487600480322,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.51382844778171,-0.710023551041287,0.426165961947947,0.0503483448345924,0.687619366633403,-0.109242974025649,3.26345732140641,0.31854435110009,0,0,0,0,0,0,0,0,0,0
2,10,5.40319941869615,0.111067632787563,5.08499146971882,-0.154866114500858,93.187689212596,-0.170655632100673,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.51382844778171,-0.710023551041287,-0.73280882389409,0.14757908506231,0.846824957079131,-0.00363558706533823,-0.410010021380984,-0.176987285803803,0,0,0,0,0,0,0,0,0,0
3,10,5.88019763468765,0.0361601444256524,3.53230128407784,-0.0532999332135611,94.3928452063885,0.154118332112597,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.51382844778171,-0.710023551041287,-0.255810607902593,0.0726715967003993,-0.705865228561843,0.0979305942219588,0.795145972411433,0.147786678409467,0,0,0,0,0,0,0,0,0,0
1,11,9.75618178731317,-0.229699436314687,3.12557929498195,-0.243543408473638,92.5262078155354,0.146091987057266,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.02212551645073,-1.13603768166606,3.62017354472292,-0.19318798403994,-1.11258721765774,-0.0923128810381178,-1.07149141844161,0.139760333354136,0,0,0,0,0,0,0,0,0,0
2,11,9.50827306945751,-0.226510761235231,3.58817872752503,-0.252663312327448,92.781993307757,0.0388224200693128,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.02212551645073,-1.13603768166606,3.37226482686727,-0.189999308960484,-0.649987785114655,-0.101432784891928,-0.815705926220005,0.0324907663661828,0,0,0,0,0,0,0,0,0,0
3,11,10.1617201498993,-0.267911088512475,2.96581439289017,-0.219532966782248,93.1627823287509,0.0453690227762749,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.02212551645073,-1.13603768166606,4.02571190730908,-0.231399636237728,-1.27235211974952,-0.0683024393467279,-0.434916905226089,0.0390373690731449,0,0,0,0,0,0,0,0,0,0
1,12,7.05669408130222,-0.0724667536812708,5.63854320380154,-0.225512359541412,94.6861916377412,-0.0402352916940594,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.01106275822537,-0.56801884083303,0.92068583871198,-0.0359553014065239,1.40037669116185,-0.0742818321058921,1.08849240376415,-0.0465669453971894,0,0,0,0,0,0,0,0,0,0
2,12,5.21911656825269,-0.13463112452081,5.44076223545397,-0.0666075418465334,96.7678036118122,-0.155317697847049,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.01106275822537,-0.56801884083303,-0.916891674337551,-0.0981196722460633,1.20259572281428,0.0846229855889864,3.17010437783522,-0.161649351550179,0,0,0,0,0,0,0,0,0,0
3,12,5.82074111363296,0.0550619048888309,5.6395344835545,-0.247524338099849,92.8108821160801,0.0017577287312561,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.01106275822537,-0.56801884083303,-0.315267128957285,0.0915733571635778,1.40136797091482,-0.0962938106643296,-0.786817117896902,-0.00457392497187392,0,0,0,0,0,0,0,0,0,0
1,13,5.85523267047671,-0.0497364814972954,1.81057789086159,-0.22613878392034,92.1106656046882,0.0734965494339682,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,7.54148534334512,-2.13007065312386,-0.280775572113536,-0.0132250292225485,-2.4275886217781,-0.0749082564848201,-1.48703362928886,0.0671648957308381,0,0,0,0,0,0,0,0,0,0
2,13,6.0153999561053,0.0281406149709382,1.13362094646602,-0.153148086866741,95.0777980878701,-0.070799910311518,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,7.54148534334512,-2.13007065312386,-0.120608286484945,0.0646520672456851,-3.10454556617367,-0.00191755943122091,1.48009885389311,-0.077131564014648,0,0,0,0,0,0,0,0,0,0
3,13,4.71519721341079,0.0552380200012673,1.87022424451414,-0.117657019903942,92.3004135563301,0.0567037381144523,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,7.54148534334512,-2.13007065312386,-1.42081102917945,0.0917494722760141,-2.36794226812555,0.0335735075315779,-1.2972856776469,0.0503720844113223,0,0,0,0,0,0,0,0,0,0
1,14,5.60837279585006,0.0398781983727476,4.79495329540278,-0.458665672880241,96.5090267887132,-0.0198104872511885,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.01106275822537,-0.56801884083303,-0.527635446740184,0.0763896506474945,0.556786782763099,-0.307435145444721,2.91132755473613,-0.0261421409543185,0,0,0,0,0,0,0,0,0,0
2,14,6.99079123564447,-0.0715769445453756,4.85467597744214,-0.405159350703997,92.1854950125778,0.304610475748987,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.01106275822537,-0.56801884083303,0.854782993054224,-0.0350654922706288,0.616509464802452,-0.253928823268477,-1.41220422139925,0.298278822045857,0,0,0,0,0,0,0,0,0,0
3,14,4.65207132452123,0.0525581452153171,4.85547156152997,-0.366834234154728,90.8810536693837,-0.287314824391266,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.01106275822537,-0.56801884083303,-1.48393691806901,0.089069597490064,0.617305048890286,-0.215603706719208,-2.71664556459329,-0.293646478094396,0,0,0,0,0,0,0,0,0,0
1,15,6.22771681013794,-0.0568298462159862,5.087888801456,-0.388831334721663,99.7223001047154,0.00896188827993827,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.52489120600707,-1.27804239187432,0.0917085675476956,-0.0203183939412393,0.849722288816317,-0.237600807286143,6.12460087073842,0.00263023457680825,0,0,0,0,0,0,0,0,0,0
2,15,6.44844242442531,0.0225580806973315,5.70777406766675,-0.0321581896439342,97.5950651965096,0.201232373305108,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.52489120600707,-1.27804239187432,0.312434181835067,0.0590695329720783,1.46960755502707,0.119072337791586,3.99736596253253,0.194900719601978,0,0,0,0,0,0,0,0,0,0
3,15,6.54867811714102,-0.0746592410590432,5.65564140527459,-0.0380932890652156,99.524324854233,0.0576633438296165,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.52489120600707,-1.27804239187432,0.412669874550777,-0.0381477887842963,1.4174748926349,0.113137238370304,5.92662562025602,0.0513316901264865,0,0,0,0,0,0,0,0,0,0
1,16,7.05658608503082,-0.0801579212087395,4.85013155541274,0.200740759995901,89.8415179745618,0.090438422923102,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.52489120600707,-1.27804239187432,0.920577842440577,-0.0436464689339926,0.611965042773052,0.351971287431421,-3.75618125941527,0.084106769219972,0,0,0,0,0,0,0,0,0,0
2,16,5.93681217213982,0.11755505556373,5.14590739576999,-0.101621748236449,92.7198190143337,-0.238875885196592,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.52489120600707,-1.27804239187432,-0.19919607045042,0.154066507838476,0.907740883130308,0.0496087791990712,-0.87788021964333,-0.245207538899722,0,0,0,0,0,0,0,0,0,0
3,16,7.49014957658664,0.016237800895502,5.27843643858232,-0.0449666373891307,90.5132987563962,0.00108026927304314,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.52489120600707,-1.27804239187432,1.3541413339964,0.0527492531702489,1.04026992594264,0.106263890046389,-3.08440047758079,-0.00525138443008688,0,0,0,0,0,0,0,0,0,0
1,17,7.01346953112594,0.00984626771712583,3.66821978797617,-0.386889741401784,94.7377387828074,0.189942315776956,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.51382844778171,-0.710023551041287,0.877461288535693,0.0463577199918727,-0.56994672466351,-0.235659213966264,1.14003954883034,0.183610662073826,0,0,0,0,0,0,0,0,0,0
2,17,4.65064229204736,-0.0405819565060838,3.57233662666652,-0.361520311109682,97.0774491795781,0.0171654227274208,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.51382844778171,-0.710023551041287,-1.48536595054289,-0.00407050423133691,-0.665829885973165,-0.210289783674162,3.47974994560111,0.0108337690242908,0,0,0,0,0,0,0,0,0,0
3,17,4.91894693326145,0.02768672896178,3.61743184021995,-0.282372061145602,92.1480616364215,-0.165795295914593,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,2.51382844778171,-0.710023551041287,-1.21706130932879,0.0641981812365269,-0.620734672419736,-0.131141533710082,-1.44963759755555,-0.172126949617723,0,0,0,0,0,0,0,0,0,0
1,18,6.71366281763045,0.128150769476,4.35199984261673,-0.325979909072043,96.4487051104488,-0.11328902195443,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,1.00553137911268,-0.284009420416515,0.577654575040205,0.164662221750746,0.113833329977051,-0.174749381636523,2.85100587647173,-0.11962067565756,0,0,0,0,0,0,0,0,0,0
2,18,5.15466213006508,-0.0299646982351088,4.10578583059808,-0.269999009313352,92.7103407371894,0.171389977955668,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,1.00553137911268,-0.284009420416515,-0.981346112525169,0.00654675403963811,-0.1323806820416,-0.118768481877832,-0.887358496787655,0.165058324252538,0,0,0,0,0,0,0,0,0,0
3,18,6.04174094008378,-0.0504243720678414,4.36990305088031,-0.283820972183443,99.2742998002966,-0.102705384879415,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,1.00553137911268,-0.284009420416515,-0.0942673025064629,-0.0139129197930945,0.131736538240627,-0.132590444747923,5.67660056631959,-0.109037038582545,0,0,0,0,0,0,0,0,0,0
1,19,5.54494302405251,0.0381389062222741,4.80442794683621,-0.169320401687798,92.0944124362087,-0.255563226296488,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,0.502765689556341,-0.142004710208257,-0.591065218537732,0.074650358497021,0.566261434196522,-0.0180898742522782,-1.50328679776833,-0.261894879999618,0,0,0,0,0,0,0,0,0,0
2,19,6.11997997036149,0.0572252015929065,4.67607661858839,-0.244097200967575,97.2813839851272,-0.117506555664622,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,0.502765689556341,-0.142004710208257,-0.0160282722287546,0.0937366538676534,0.437910105948704,-0.0928666735320552,3.68368475115017,-0.123838209367752,0,0,0,0,0,0,0,0,0,0
3,19,6.44527833720022,-0.076129253333948,4.47359294001364,-0.230055486482124,95.2102073926839,0.200697518914489,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,0.502765689556341,-0.142004710208257,0.309270094609976,-0.0396178010592011,0.235426427373952,-0.0788249590466042,1.6125081587069,0.194365865211359,0,0,0,0,0,0,0,0,0,0
1,20,8.35209578520564,-0.136334089675426,4.01556222675705,-0.128911338380837,94.355430503877,-0.0793705110200923,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.01659413733805,-0.852028261249545,2.2160875426154,-0.0998226374006787,-0.222604285882633,0.0223191890546825,0.75773126990002,-0.0857021647232224,0,0,0,0,0,0,0,0,0,0
2,20,8.69775851533157,-0.0614979570023766,3.52297914043759,-0.0666368893756547,92.251092262319,0.210844762678952,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.01659413733805,-0.852028261249545,2.56175027274132,-0.0249865047276297,-0.715187372202091,0.0845936380598652,-1.34660697165799,0.204513108975822,0,0,0,0,0,0,0,0,0,0
3,20,6.70987029137965,-0.0571763612842449,4.02714905423289,-0.287825531723026,92.4626435903117,0.0536461682738868,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,3.01659413733805,-0.852028261249545,0.573862048789409,-0.020664909009498,-0.211017458406792,-0.136595004287506,-1.13505564366528,0.0473145145707567,0,0,0,0,0,0,0,0,0,0
1,21,5.41758482208633,-0.0142145788225868,3.73894183320853,-0.00709158942016348,91.9199106132491,0.158729289128565,6.2171182227262e-05,0.0798875003849311,0.331508721273221,0.763312230690146,0.871996860255348,7.39353986299614e-11,-0.143180915518082,-0.18495397844757,4.02212551645073,-1.13603768166606,-0.718423420503917,0.0222968734521601,-0.499224679431152,0.144138938015356,-1.67778862072794,0.152397635425435,0,0,0,0,0,0,0,0,0,0
