parameter,value
b01_pop,4.35014993339246
b11_pop,-0.143988042139716
b21_pop,-0.162872570979892
a1_pop,4.9044179641445
b02_pop,7.3965606290601
b12_pop,0.00310228457064818
b03_pop,4.2391908798765
b13_pop,-0.175936026278017
p1_pop,0.0399336892370877
g1_pop,0.0673892635971202
p2_pop,0.794947878767813
g2_pop,0.116692777261406
alpha11_pop,0.100731538007074
alpha12_pop,-5.10763875984485
alpha13_pop,0.864364805599834
alpha21_pop,-0.099932989534301
alpha22_pop,1.65828105856469e-13
alpha23_pop,-0.207350191534289
omega_b01,1.97302029165398
omega_b11,0.113179365749147
omega_b21,0.0767261391471449
omega_a1,0.699549282021359
omega_b02,0.042562396737488
omega_b12,0.00505869430795541
omega_b03,0.875860986097034
omega_b13,0.138664381667813
b_1,0.306402500653969
a_2,0.04998797331624
a_3,0.688888553832295
