b02_pop,9.025e-06,-3.3711e-07,1.2436e-07,-4.1365e-08,-2.2252e-07,-1.3264e-07,-4.8568e-07,1.2067e-06,-1.1608e-07,-3.4006e-08,3.2198e-05,1.0875e-06,1.6551e-10,-8.7551e-09,-4.068e-07,6.8426e-07,-2.2593e-07,-2.5744e-08,9.2155e-08,-9.8031e-08,3.4676e-07,1.6294e-07,3.3773e-08,4.2417e-08,-2.8247e-09
b12_pop,-3.3711e-07,2.1571e-07,-4.4401e-08,4.2367e-08,4.666e-08,3.7934e-08,3.1287e-07,-3.2518e-07,1.4871e-08,1.8375e-08,-5.7745e-07,-7.4915e-07,-1.6116e-09,8.4988e-09,1.086e-07,-1.9025e-07,5.4766e-10,1.1975e-08,5.5683e-08,1.8973e-08,-2.114e-07,6.2606e-09,-5.0149e-09,-3.1682e-08,4.0427e-09
b03_pop,1.2436e-07,-4.4401e-08,0.0034159,-0.00010088,-4.7536e-06,-8.7163e-07,3.2967e-05,-6.3437e-05,9.0837e-07,2.0112e-05,-0.0011234,-7.1096e-05,-6.3559e-07,3.4226e-06,1.6071e-06,-8.1891e-06,-2.58e-07,2.1812e-08,-4.4546e-05,3.1891e-06,1.4907e-06,3.3909e-06,8.4245e-08,5.6578e-06,2.1306e-07
b13_pop,-4.1365e-08,4.2367e-08,-0.00010088,0.00011729,1.0623e-06,6.852e-07,-2.2566e-05,2.2631e-05,1.5054e-05,-7.8413e-06,0.00046106,4.7737e-05,2.9912e-07,-1.4109e-06,1.7611e-05,-4.5235e-06,-1.2052e-08,2.7935e-09,1.0519e-05,-4.7843e-06,-1.2001e-06,-7.9353e-07,-4.131e-09,-2.2385e-06,7.9345e-08
b05_pop,-2.2252e-07,4.666e-08,-4.7536e-06,1.0623e-06,0.0027604,-7.137e-05,1.1438e-06,-1.5935e-06,-1.7715e-06,-1.0971e-05,-5.5662e-05,-2.3754e-06,3.5122e-07,-1.839e-06,1.057e-05,-1.6035e-05,-3.1744e-07,7.7366e-08,2.939e-06,-4.026e-06,0.00013048,-1.4293e-05,-5.5991e-08,3.4983e-07,-2.0404e-06
b15_pop,-1.3264e-07,3.7934e-08,-8.7163e-07,6.852e-07,-7.137e-05,6.4223e-05,-3.3076e-06,4.2734e-06,-9.2008e-06,2.5563e-06,0.00022971,1.0023e-05,-8.3795e-08,4.25e-07,-1.7072e-05,2.2397e-05,-7.8942e-09,2.1108e-08,-1.8217e-06,2.4382e-06,-8.3745e-06,5.0058e-06,9.5315e-09,-1.5128e-08,-2.1066e-08
p1_pop,-4.8568e-07,3.1287e-07,3.2967e-05,-2.2566e-05,1.1438e-06,-3.3076e-06,0.00039437,-0.00031541,1.9549e-05,1.564e-05,-0.0077522,-0.001753,-8.5884e-07,3.5752e-06,0.00011651,-0.00012756,-4.8293e-08,-5.6763e-08,3.0169e-05,-1.6003e-05,-2.6817e-07,-6.5007e-07,-1.0276e-08,-3.408e-06,-4.2356e-08
g1_pop,1.2067e-06,-3.2518e-07,-6.3437e-05,2.2631e-05,-1.5935e-06,4.2734e-06,-0.00031541,0.00055291,-5.9804e-05,-5.8326e-06,0.022484,0.00028191,-4.1797e-08,-1.2369e-06,-0.00024617,0.00020039,-1.7849e-07,7.0714e-08,-3.1569e-05,2.1545e-05,-1.1407e-06,1.3552e-06,1.4308e-08,-4.8527e-07,4.6717e-08
p2_pop,-1.1608e-07,1.4871e-08,9.0837e-07,1.5054e-05,-1.7715e-06,-9.2008e-06,1.9549e-05,-5.9804e-05,0.00058642,-4.1983e-05,-0.006542,3.5581e-05,1.3212e-06,-6.8844e-06,0.00028118,-8.0157e-05,4.2968e-08,-3.4652e-08,3.1211e-06,1.4959e-06,-3.6703e-06,-1.1766e-06,5.9231e-09,-8.4191e-07,2.1248e-07
g2_pop,-3.4006e-08,1.8375e-08,2.0112e-05,-7.8413e-06,-1.0971e-05,2.5563e-06,1.564e-05,-5.8326e-06,-4.1983e-05,0.00014968,0.00095212,-8.0117e-05,-4.6689e-06,2.5473e-05,-0.00021194,-0.00011832,-2.28e-08,3.9628e-09,-5.3574e-06,-6.9072e-07,-2.8839e-06,3.9349e-07,6.7353e-09,1.6165e-06,-5.7743e-08
alpha12_pop,3.2198e-05,-5.7745e-07,-0.0011234,0.00046106,-5.5662e-05,0.00022971,-0.0077522,0.022484,-0.006542,0.00095212,4.7177,0.0024818,-4.8557e-05,0.00012083,-0.021605,0.0046067,-6.4002e-06,1.6722e-05,-9.913e-05,0.00059573,-0.00015839,0.00010109,-2.4293e-06,-3.7669e-05,1.411e-06
alpha13_pop,1.0875e-06,-7.4915e-07,-7.1096e-05,4.7737e-05,-2.3754e-06,1.0023e-05,-0.001753,0.00028191,3.5581e-05,-8.0117e-05,0.0024818,0.016291,8.6077e-07,-1.2442e-05,-5.3711e-05,0.00010929,5.8448e-07,4.1114e-07,-0.00026702,1.5036e-05,9.9549e-06,-3.4038e-07,4.1569e-08,5.7244e-05,-2.419e-08
alpha15_pop,1.6551e-10,-1.6116e-09,-6.3559e-07,2.9912e-07,3.5122e-07,-8.3795e-08,-8.5884e-07,-4.1797e-08,1.3212e-06,-4.6689e-06,-4.8557e-05,8.6077e-07,2.015e-05,-2.9482e-05,6.5807e-06,2.8598e-06,4.4599e-10,-4.1123e-11,2.2731e-07,4.3054e-08,3.9104e-08,-3.0617e-08,-4.0664e-10,-6.4462e-08,-9.7473e-11
alpha22_pop,-8.7551e-09,8.4988e-09,3.4226e-06,-1.4109e-06,-1.839e-06,4.25e-07,3.5752e-06,-1.2369e-06,-6.8844e-06,2.5473e-05,0.00012083,-1.2442e-05,-2.9482e-05,0.00016068,-3.4166e-05,-1.8816e-05,-2.0293e-09,1.0138e-09,-9.5356e-07,-1.864e-07,-4.0935e-07,8.6978e-08,1.5287e-09,2.8258e-07,-6.5407e-09
alpha23_pop,-4.068e-07,1.086e-07,1.6071e-06,1.7611e-05,1.057e-05,-1.7072e-05,0.00011651,-0.00024617,0.00028118,-0.00021194,-0.021605,-5.3711e-05,6.5807e-06,-3.4166e-05,0.0016365,-0.00075723,-7.534e-08,-7.1762e-08,4.1773e-05,-2.0206e-05,2.3765e-06,-4.5494e-06,-3.4316e-08,-1.149e-05,-9.7673e-08
alpha25_pop,6.8426e-07,-1.9025e-07,-8.1891e-06,-4.5235e-06,-1.6035e-05,2.2397e-05,-0.00012756,0.00020039,-8.0157e-05,-0.00011832,0.0046067,0.00010929,2.8598e-06,-1.8816e-05,-0.00075723,0.0028175,2.5994e-07,8.0279e-09,-2.9253e-05,2.0675e-05,-8.4931e-06,6.2571e-06,3.5856e-08,4.4686e-06,1.4405e-06
