rep,id,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,h1,h2,alpha12,alpha13,alpha14,alpha15,alpha16,alpha22,alpha23,alpha24,alpha25,alpha26,hcov1,hcov2,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2
1,1,6.12329204717838,0.0241950662259218,4.64614614027867,-0.0716189998540031,4.30407705726819,-0.0568168269222215,4.5628542992728,-0.0124002960258159,93.8291295568524,-0.0128826015828561,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,4.82931006784724,-1.53419632405248,0.141667634487916,0.050053004258871,0.41271865082081,0.0797520248080955,-0.053138430084493,0.00235653423227151,0.0856717036853354,-0.0243421830237494,0.368015171683851,-0.0405274227530288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6.49738315148752,0.0176380451143953,5.26319648102914,-0.150473220136564,4.57043871906632,0.0276404678880917,4.86473746797581,-0.00747350771536884,93.8049266461126,0.0590116953692647,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,4.82931006784724,-1.53419632405248,0.515758738797061,0.0434959831473445,1.02976899157128,0.000897804525534812,0.213223231713636,0.0868138290425847,0.387554872388346,-0.0194153947133023,0.343812260944105,0.0313668741990919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6.90987309348441,-0.0322790187139645,4.89279168899863,-0.023332636904174,6.46162826374162,-0.212777671498886,4.67706281440106,0.0251609282528622,90.5862399628147,0.157513876678313,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,4.82931006784724,-1.53419632405248,0.92824868079395,-0.00642108068101531,0.659364199540767,0.128038387757925,2.10441277638893,-0.153604310344393,0.199880218813598,0.0132190412549288,-2.87487442235383,0.12986905550814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5.93263642841051,-0.050074585527034,3.55203176448883,-0.183795138772947,4.40272870594506,-0.144364281005071,4.40766926838757,0.0322194057880903,92.2914388373351,-0.111656713898183,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.19514093993056,-0.697361965478402,-0.0489879842799494,-0.0242166474940848,-0.681395724969027,-0.0324241141108483,0.045513218592375,-0.0851909198505777,-0.0695133271998891,0.0202775187901569,-1.16967554783341,-0.139301535068356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,7.16162286998996,-0.195641617992691,3.39743621842439,-0.076238710243302,5.49109818981918,-0.0998969335086806,4.26555091001018,0.0369689591367705,90.8437803895837,0.146138247274094,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.19514093993056,-0.697361965478402,1.1799984572995,-0.169783679959741,-0.835991271033468,0.0751323144187967,1.1338827024665,-0.0407235723541876,-0.211631685577286,0.0250270721388371,-2.6173339955848,0.118493426103921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5.50375322049111,-0.0307741658562795,3.08844727516593,0.0802764909314221,5.22553859157763,-0.1014050684786,4.49867503234625,0.0147915840639511,92.8633089750708,0.145065304647407,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.19514093993056,-0.697361965478402,-0.477871192199355,-0.00491622782333032,-1.14498021429193,0.231647515593521,0.868323104224942,-0.0422317073241074,0.0214924367587921,0.00284969706601762,-0.597805410097706,0.117420483477234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5.15885871056876,-0.11355241516064,3.16331511090477,-0.412401037073792,4.48038882971137,-0.201802032840039,4.34247035271167,-0.00709344952492266,94.012247869754,-0.0350143996485997,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.63416912791668,-0.836834358574082,-0.822765702121703,-0.0876944771276905,-1.07011237855309,-0.261030012411693,0.123173342358679,-0.142628671685546,-0.134712242875788,-0.0190353365228561,0.551133484585463,-0.0626592208187724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5.58540137810886,-0.011760239205685,2.7946705148859,-0.407646824074071,3.06889563922796,-0.258353386181497,4.35088439612484,0.0202067488026132,94.2613025767705,0.0985742335362374,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.63416912791668,-0.836834358574082,-0.396223034581602,0.0140976988272642,-1.43875697457196,-0.256275799411972,-1.28831984812472,-0.199180025027004,-0.126298199462623,0.0082648618046798,0.800188191601933,0.0709294123660647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,5.93682162752497,-0.0691468388483092,3.38539369170965,-0.600461006891391,2.65132255817035,-0.00349457089481611,4.83659072038628,0.0262508479572912,92.5896277099908,-0.112026245526287,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,2.63416912791668,-0.836834358574082,-0.0448027851654986,-0.04328890081536,-0.848033797748212,-0.449089982229292,-1.70589292918234,0.0556787902596769,0.359408124798815,0.0143089609593577,-0.871486675177692,-0.13967106669646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,6.67609597929821,0.0565595811899457,2.43050179731878,-0.193567052711572,3.29946702157166,-0.131331167334279,4.35354989594412,0.021760973270322,90.5968583887118,-0.109036129106402,0.000124850611510068,0.0513975993172631,1.24997888964523,0.690977085423184,-4.45347792471405e-08,-2.52977527152261e-07,0.972134974743016,-0.675854134270019,-0.224476766949612,-1.95411778026413e-10,-3.05258767784727e-09,-0.312392631117352,3.5122255038889,-1.11577914476544,0.694471566607749,0.0824175192228949,-1.80292569213908,-0.0421960280494737,-1.05774846578103,-0.0721578061797861,-0.123632699643343,0.00981908627238856,-2.86425599645678,-0.136680950276575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
