b01_pop,1,-0.073594,0.16045,-0.11388,0.0023697,-0.0033355,-0.0022011,0.0011089,-0.00097618,0.001922,-0.0016441,-0.0018774,-0.00083111,0.0015121,0.019118,-0.021478,0.0066762,0.0052904,-0.024565,0.021155,-0.019503,5.8551e-05,nan,-0.0081116,-0.021838,-0.0078682,-0.004455,-0.0011765,-0.00019796,-0.0027333,0.23937,0.060316,0.04392,0.017562,-0.0015639,-0.0018683,0.0020696,-0.0019174,0.00057222,0.0017177,0.0035955,-0.0025016,-0.0015503,0.0037498,nan,0.00078173,0.00064966,-0.0014278,nan,0.001475
b11_pop,-0.073594,1,0.61414,-0.076729,-0.0037104,0.002969,0.0015029,-0.014618,-0.0038551,0.0020323,-0.008003,0.014825,0.0067785,-0.0096251,-0.035805,0.0092754,0.038128,0.0070181,0.045689,-0.0067309,0.032958,9.0902e-05,nan,0.0089714,0.027971,-0.0341,0.014534,-0.0018575,-0.028176,-0.014055,0.0089894,-0.48802,-0.23087,0.13763,-0.0010323,0.0028835,-0.0053794,-0.0074801,0.00037308,0.003516,-0.008334,0.014041,0.0084797,-0.0037657,nan,0.0037192,-0.0019875,-0.0027112,nan,-0.0039199
b21_pop,0.16045,0.61414,1,-0.18691,-0.00099723,-0.0048256,0.0016814,-0.010436,-0.0042471,0.00033251,-0.0085949,0.012852,0.0035972,-0.0036622,0.019861,-0.0091507,0.0082014,-0.0047261,-0.021779,0.021705,-0.015088,-7.4567e-05,nan,-0.0080961,-0.039324,-0.012125,-0.0060142,0.001104,-0.011726,-5.1745e-05,0.14025,-0.30468,-0.32197,0.14684,0.0009936,0.0013135,-0.0013484,-0.011112,0.0008168,0.0065895,-0.0046668,0.01521,0.0018334,-0.0029745,nan,0.0047379,0.00044979,-0.0045459,nan,0.0025825
a1_pop,-0.11388,-0.076729,-0.18691,1,-0.001716,0.0034803,-0.0062621,0.018037,0.0071218,-0.018609,-0.0036666,0.0095446,-0.0076365,0.02656,-0.013649,0.021075,-0.0096959,-0.004491,0.016854,-0.0095808,0.011473,-5.7103e-05,nan,-5.9238e-05,0.032549,-0.0027111,0.0082284,0.0010641,-0.0020359,0.016654,-0.072718,-0.31822,-0.16389,-0.70742,-0.01637,0.0012726,0.0085541,0.0090263,-0.0051593,-0.010798,-0.0020283,0.0083288,-0.0022995,-0.011537,nan,0.0018852,-0.0021358,0.010424,nan,0.0038696
b02_pop,0.0023697,-0.0037104,-0.00099723,-0.001716,1,-0.24013,0.0021488,-0.0042889,-6.5547e-05,-1.2014e-05,0.0014762,0.0019262,-0.00030807,0.0013809,0.00081879,0.045913,-0.0040233,-0.031529,0.0088886,-0.0017232,0.0090726,-0.00040069,nan,0.0047826,0.00051325,-0.022275,0.0035057,0.007183,-0.0071529,0.0037437,0.0020652,0.0036986,0.00095394,0.0012218,0.014494,-0.018286,0.0027631,-0.0041307,-0.00050705,-0.0011425,0.0023201,0.0044813,-0.0009795,-0.00035972,nan,-0.0013356,0.00021155,0.0015335,nan,0.00027533
b12_pop,-0.0033355,0.002969,-0.0048256,0.0034803,-0.24013,1,-0.0047617,0.029434,0.00030219,0.00071492,-0.00028668,-0.0025614,-0.00072581,0.00068599,0.10247,-0.088604,-0.064169,0.042245,-0.059967,0.080517,-0.078724,0.00053505,nan,-0.022975,-0.022859,0.10949,-0.028656,-0.009383,0.038709,0.012844,-0.0012822,0.004344,-0.0010252,0.00013133,-0.012312,-0.015682,-0.00098937,0.016659,-0.000424,0.0034345,0.002124,-0.0067677,0.0002258,0.0014135,nan,0.010892,-0.0014277,0.0008193,nan,0.00042526
b03_pop,-0.0022011,0.0015029,0.0016814,-0.0062621,0.0021488,-0.0047617,1,-0.15998,-0.0011564,0.00054395,0.00071185,-0.0022983,0.00019705,-0.0014868,0.0095411,-0.040527,0.0045186,0.025965,-0.011147,0.011826,-0.012528,0.00033723,nan,-0.00011715,0.00070202,-0.0001575,-0.016386,-0.0059963,0.00030348,-0.0094982,-0.0033453,0.0035095,-0.0060889,0.0075167,0.00129,0.0022478,-0.0061379,0.015685,-0.0015849,-0.00022747,-0.0050055,-0.0011539,0.00078781,-0.00025368,nan,-0.0016534,-0.0063772,0.00089918,nan,-0.00022423
b13_pop,0.0011089,-0.014618,-0.010436,0.018037,-0.0042889,0.029434,-0.15998,1,0.0012973,0.00062842,4.7072e-05,0.0031026,-0.00094721,-0.0014486,-0.091483,0.082595,0.039263,-0.041155,0.05877,-0.048927,0.07899,-0.00053455,nan,0.011859,0.013662,-0.025656,0.053017,0.0093418,-0.017606,0.0032486,0.0016876,-0.0080764,0.0096451,-0.025285,-0.0065365,-0.016985,0.01578,-0.019406,0.0025742,-0.00032694,0.0052976,0.0026086,-0.00045511,0.0015306,nan,0.0052751,0.005484,-0.0011646,nan,0.00044739
b05_pop,-0.00097618,-0.0038551,-0.0042471,0.0071218,-6.5547e-05,0.00030219,-0.0011564,0.0012973,1,-0.16829,-0.00049984,-0.00048749,-8.0953e-05,-9.5122e-05,0.00083021,-1.8237e-05,0.00014747,-0.00033458,-0.00044079,0.00011217,-0.0013646,-4.3705e-06,nan,-0.00029797,-0.00031377,0.00091822,-2.2085e-05,8.1594e-05,0.001744,-0.00032384,-2.6051e-05,-0.0030723,-0.0011056,-0.0031331,-0.00032848,0.00041259,0.00057761,-0.0012642,0.036139,-0.0095171,0.0016491,-0.0031296,0.00031683,-0.0025986,nan,-0.00043946,-0.00017344,-0.016831,nan,-0.00053415
b15_pop,0.001922,0.0020323,0.00033251,-0.018609,-1.2014e-05,0.00071492,0.00054395,0.00062842,-0.16829,1,-0.00031045,0.0033414,0.00056624,0.00048185,-0.0023525,-0.00048014,0.0015054,0.0024908,0.0030691,0.00051798,0.0033726,3.4769e-05,nan,0.0023141,0.00089205,-0.0043165,-0.0017436,-0.00060304,-0.0040205,-0.0020278,0.00073731,0.010083,0.012307,0.010751,0.0031328,-0.0026269,-0.0018621,0.0036278,-0.0018444,0.029784,-0.0023555,0.0069118,-0.00075279,0.0018301,nan,0.00097314,0.0011621,-0.00027863,nan,-0.00051614
