b0_pop,1,-0.61641,0.33843,-0.475,0.45456,0.035216,-0.49502,0.020218,-0.37607,-0.034044,0.27146,-0.49303,0.26871,0.30586,-0.17545
b1_pop,-0.61641,1,0.025244,0.48017,-0.67512,-0.062138,0.69438,-0.024341,0.55575,0.062575,-0.26829,0.8502,-0.43796,-0.28223,-0.022869
b2_pop,0.33843,0.025244,1,-0.32522,0.21631,0.0073769,-0.26447,0.0091853,-0.17418,-0.005236,0.13465,0.1158,-0.2849,0.27856,-0.23154
a_pop,-0.475,0.48017,-0.32522,1,-0.53932,-0.037067,0.61488,-0.021797,0.45882,0.035043,-0.33752,0.24033,-0.52753,-0.87232,0.15508
h1_pop,0.45456,-0.67512,0.21631,-0.53932,1,0.17003,-0.87497,0.043413,-0.95167,-0.18339,0.24293,-0.56353,0.37166,0.32567,-0.077823
h2_pop,0.035216,-0.062138,0.0073769,-0.037067,0.17003,1,-0.059978,0.21025,-0.21012,-0.87614,0.015127,-0.056643,0.032444,0.02171,-0.0016345
alpha1_pop,-0.49502,0.69438,-0.26447,0.61488,-0.87497,-0.059978,1,-0.025874,0.75236,0.058031,-0.28062,0.55486,-0.39587,-0.39402,0.11254
alpha2_pop,0.020218,-0.024341,0.0091853,-0.021797,0.043413,0.21025,-0.025874,1,-0.048868,-0.22822,0.010457,-0.019079,0.022964,0.013416,-0.0053832
beta_hcov1_score4C,-0.37607,0.55575,-0.17418,0.45882,-0.95167,-0.21012,0.75236,-0.048868,1,0.23075,-0.20428,0.45628,-0.30685,-0.29934,0.076299
beta_hcov2_score4C,-0.034044,0.062575,-0.005236,0.035043,-0.18339,-0.87614,0.058031,-0.22822,0.23075,1,-0.014032,0.0578,-0.03107,-0.020483,0.00058179
omega_b0,0.27146,-0.26829,0.13465,-0.33752,0.24293,0.015127,-0.28062,0.010457,-0.20428,-0.014032,1,-0.21756,0.19768,0.2225,-0.21148
omega_b1,-0.49303,0.8502,0.1158,0.24033,-0.56353,-0.056643,0.55486,-0.019079,0.45628,0.0578,-0.21756,1,-0.34759,-0.027,-0.081857
omega_b2,0.26871,-0.43796,-0.2849,-0.52753,0.37166,0.032444,-0.39587,0.022964,-0.30685,-0.03107,0.19768,-0.34759,1,0.36376,-0.076537
omega_a,0.30586,-0.28223,0.27856,-0.87232,0.32567,0.02171,-0.39402,0.013416,-0.29934,-0.020483,0.2225,-0.027,0.36376,1,-0.15257
e_b,-0.17545,-0.022869,-0.23154,0.15508,-0.077823,-0.0016345,0.11254,-0.0053832,0.076299,0.00058179,-0.21148,-0.081857,-0.076537,-0.15257,1
