rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,1.75465708305139,0.112902476408724,0.0288719153929793,0.8067912320115,0.0292122333066835,0.00976664258199399,-0.552755486959908,-0.0517632201302537,0,0,0,0,0,0,0,0,0,0
2,1,1.87413801212739,0.0789893329267003,-0.0679654229472041,0.858614844295398,0.0803802070922108,0.00547265479133892,0.0500372410055743,-0.0843353357866279,0,0,0,0,0,0,0,0,0,0
3,1,1.55845238918513,0.0849186596521564,0.0217137154001467,1.29838353279824,0.0881327323055219,0.00609171886658134,0.139883720402842,-0.0949450471610123,0,0,0,0,0,0,0,0,0,0
1,2,-1.25903910204984,-0.0217619883519961,0.110465374482036,-1.64640199063592,0.0110056724449885,0.00230970591341999,-0.278335156283291,-0.00431269516723781,0,0,0,0,0,0,0,0,0,0
2,2,0.0989650821509764,-0.102368072615423,0.0611422412401722,0.423930326989971,0.00546948150070214,0.000773119614781906,-0.0362321049631706,0.0287042117404218,0,0,0,0,0,0,0,0,0,0
3,2,-1.83640219658664,0.0604979138186998,-0.030674337816578,-0.93758970064089,0.020182469143065,0.0018319541790303,-0.216823659306601,0.0274094763675446,0,0,0,0,0,0,0,0,0,0
1,3,-0.25011102507213,0.0126184008537327,-0.0620347006961381,2.12396110062459,0.053405318557882,0.000512611022873389,-1.04673077614194,0.262673986261865,0,0,0,0,0,0,0,0,0,0
2,3,2.36749894859012,0.0597124330255059,-0.0464828844537964,-0.72411340557765,0.0100382243869213,0.00355451204173615,-1.40987688103632,0.270512939999227,0,0,0,0,0,0,0,0,0,0
3,3,2.67817350578842,-0.00290762086527363,-0.0773280815020523,0.74288746438673,0.0560355877317873,0.00072961810988825,-0.794138509638429,0.243752952086027,0,0,0,0,0,0,0,0,0,0
1,4,-0.526870411636033,-0.117933766770334,-0.0011065126104419,0.5211577208845,0.0228979426228015,-0.00268847852415237,1.20761890455551,0.0503608709362526,0,0,0,0,0,0,0,0,0,0
2,4,-2.25530141450654,-0.100812626585345,-0.0816546939897505,-2.08397236114844,0.0252702197620955,0.00239833554060654,0.676049337374914,-0.160425242929387,0,0,0,0,0,0,0,0,0,0
3,4,-1.78414737354063,0.115974714964154,-0.0822078762452646,-1.25843816277686,0.0285557178639015,0.00954157761069399,0.588253135201654,-0.0490993576696906,0,0,0,0,0,0,0,0,0,0
1,5,2.16493154249415,-0.0469905622573916,0.163619500505405,-1.61584468420817,-0.0383425146687371,0.00524842869612278,-1.17294335950644,-0.0507736326931996,0,0,0,0,0,0,0,0,0,0
2,5,0.632148699926947,-0.0291313916825805,-0.0765531939400693,-0.25092152628694,-0.0516490945323307,0.00617100040886798,-1.09700857426504,-0.0564642766026411,0,0,0,0,0,0,0,0,0,0
3,5,1.53447421196376,-0.0156213560347791,-0.0469484595934814,-0.922266861610051,-0.0577282102250489,0.00693843441587611,-0.883865730330816,-0.057779113116067,0,0,0,0,0,0,0,0,0,0
1,6,1.66943303459116,0.107286599409567,-0.113570176297122,-0.356492722554662,-0.0545775367776526,0.00162044126305046,-1.09337845605412,0.26657972635129,0,0,0,0,0,0,0,0,0,0
2,6,0.766578052577463,0.0665444328998772,-0.0383953469744914,1.26271082482384,-0.0343721241634691,-0.00147322726739633,-0.993523806369881,0.261042402788671,0,0,0,0,0,0,0,0,0,0
3,6,3.42864998090356,0.0109158196780487,0.0174112441193508,0.511632178724775,-0.053071430238,-0.000192519991567067,-1.40368895041452,0.276735659763884,0,0,0,0,0,0,0,0,0,0
