rep,id,b01,b11,b21,a1,b02,b12,p1,g1,p2,g2,alpha11,alpha12,alpha21,alpha22,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha21,eta_alpha22
1,1,4.34695368269579,-0.137587730607286,-0.315495529938681,1.53532121193504,7.41429260558996,0.0034477952698227,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,-0.0619798740048694,0.011458524962152,-0.154140002976142,-1.18432312017381,0.0134553606411396,0.000562995834101982,0,0,0,0,0,0,0,0
2,1,6.26491516910625,-0.419799284571858,-0.0351008097501117,2.8008610845968,7.42026615993389,0.00616685137193143,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,1.85598161240559,-0.27075302900242,0.126254717212428,-0.583135837794477,0.0194289149850722,0.00328205193621071,0,0,0,0,0,0,0,0
3,1,5.04979871603617,-0.275196332727287,-0.321314588261853,5.23232151014801,7.45085205608053,0.000764569588276023,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,0.640865159335506,-0.126150077157849,-0.159959061299314,0.0417923250721888,0.0500148111317094,-0.0021202298474447,0,0,0,0,0,0,0,0
1,2,2.68380947811693,0.00655286703042443,-0.237458091525723,12.1484782471999,7.3525051650477,8.03382963217602e-05,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,-1.72512407858373,0.155599122599863,-0.0761025645631831,0.884141176887383,-0.0483320799011215,-0.00280446113939896,0,0,0,0,0,0,0,0
2,2,5.64001376515393,0.0149755268591654,-0.245448264799949,6.42655050540833,7.30062779895031,0.00214453585603971,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,1.23108020845327,0.164021782428604,-0.084092737837409,0.247375187555288,-0.100209445998507,-0.000740263579681007,0,0,0,0,0,0,0,0
3,2,3.97199206477753,0.0452178901248188,-0.193583496587444,5.64939530396471,7.29211835807733,0.00322066666811264,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,-0.436941491923131,0.194264145694257,-0.0322279696249045,0.118485775672667,-0.108718886871488,0.000335867232391927,0,0,0,0,0,0,0,0
1,3,5.32233645822368,-0.162872163736751,0.00768402976426812,4.47521904732774,7.34472033166233,-0.00990939202758232,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,0.913402901523016,-0.0138259081673126,0.169039556726808,-0.114507438258686,-0.0561169132864894,-0.012794191463303,0,0,0,0,0,0,0,0
2,3,6.06519617543134,-0.145408408651793,-0.245041070326643,4.20799164343798,7.37284729534673,-0.00238319951475445,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,1.65626261873068,0.00363784691764529,-0.0836855433641036,-0.176077248352622,-0.0279899496020946,-0.00526799895047517,0,0,0,0,0,0,0,0
3,3,8.22937512671693,-0.111363306536362,-0.0973973462963634,2.9581009439582,7.39668388150488,-0.00724337882355024,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,3.82044157001627,0.0376829490330756,0.0639581806661763,-0.528515248458197,-0.00415336344393857,-0.010128178259271,0,0,0,0,0,0,0,0
1,4,2.6238158016517,-0.211838197986269,-0.152147345474874,4.25896160704171,7.37281160773193,0.00867242587669068,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,-1.78511775504896,-0.0627919424168307,0.009208181487666,-0.164037361558223,-0.0280256372168894,0.00578762644096997,0,0,0,0,0,0,0,0
2,4,2.53877208761393,-0.0155060929228483,-0.15910051181627,1.45696831177814,7.35507989907789,0.0158928824789767,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,-1.87016146908673,0.13354016264659,0.00225501514626916,-1.23670495988567,-0.0457573458709266,0.013008083043256,0,0,0,0,0,0,0,0
3,4,2.48935343837995,-0.223380190864157,-0.165462099103142,2.21307150386436,7.35148956809658,0.00995517157317617,0.0573960097883685,0.155569671598805,0.747396727250782,0.13450115153913,0.15375466780653,-18.3964132412066,-0.0694601621327045,5.8176751874996,-1.91958011832071,-0.0743339352947186,-0.00410657214060189,-0.818681366535222,-0.0493476768522356,0.00707037213745545,0,0,0,0,0,0,0,0
