rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha27
1,1,2.01450490116159,0.215130732026022,0.0968206372604642,0.497244675073259,-0.0435602212187751,-5.18638478539161e-05,0.64725519336958,-0.00117926978233507,-1.29223992468052,0.0306849858447018,1.27830304683737,-0.0266571877243444,35.2843166076008,2.97723648292153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.40480074944007,0.23262080182422,0.0805310813828311,0.410938455816271,-0.070441493182023,0.00243638963931853,0.264911430982667,-0.0186230975797259,-1.10046015795773,-0.0571362434858363,0.662717799509365,0.0396078911652972,17.5608346154892,8.08319756735888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.755756063668931,0.200600900223793,0.098402702222796,0.889016111514978,-0.00637558016937767,-0.0014137449529022,0.942016846705944,-0.0424484412989542,-0.996415849490283,-0.032323700326423,0.59137758566508,0.0131557087781147,32.7079007499463,6.05841404739842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.102125500915558,-0.130619096581988,0.0415105740504154,-0.692244786669586,0.0314271394565031,-0.00878610549669369,-0.248379653449592,-0.308101944589279,1.37463423866535,0.0468614730034359,-0.140770303320084,-0.103399641843113,5.79887246553216,1.0729083077901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.36228428199262,0.0236301890872664,0.0697787470766455,0.22036922479108,0.0512965030203905,-0.000803264444742105,0.0362114178559017,-0.0939403426421699,0.779933006213994,0.105690328835387,0.434765688157465,0.0890216629559263,-37.4065991833905,2.58303074417679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-2.13519831026697,-0.0735129928014549,-0.054280962450516,-0.364096793582046,0.0199977130488787,-0.000247343557936601,-0.546751313613039,-0.0597855364250882,-0.235837777109236,0.0812902814788778,-0.380910727621845,-0.104937051466023,23.4657740971626,-0.49941653095251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.87623052171062,-0.282646461945538,-0.0370478355128485,0.0955199864181902,0.0640418536428946,-0.00313690354295148,0.537312178638547,-0.168586945291606,0.987036272046611,-0.0365437627726187,-0.278814139346258,0.0564597501459607,-52.1867484826382,5.54794514572996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-2.09556966988444,-0.226671940452454,-0.120879748623029,1.05487963714409,0.0357028094748273,0.00472928961389987,0.367431850938179,-0.0780660785289238,1.55638799308457,0.000982442915816081,-0.349451432329198,0.0720249032869592,-66.1254165343408,9.32521839604654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0.31551251610759,-0.311192107121081,0.0350118915059548,0.424930978715747,-0.0115446199460552,0.0044015104895129,0.052987888295565,-0.046025404137931,0.30255323889079,0.0269579425903325,0.44701581661005,-0.044898112462712,-9.32556344416082,0.0871197354763096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.440917897319123,0.0287431990062153,0.047698636996925,-0.1993095332942,-0.0207965014540887,0.00129740601367574,-0.463110268101318,0.06500214623273,-1.2607917623913,0.0153844760191641,-0.862463693161113,-0.0689590201777702,227.904088209143,7.68988568492987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.307861154002916,-0.0483747540976713,0.00343594127294575,0.277440079470488,0.0305969623105318,-0.00755087326595826,-0.398274475398367,0.10979475281623,-1.00408797509996,0.138228248229358,0.219217765628039,-0.00654001592186707,108.430156288394,1.69114636112906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0.549679709951613,-0.124494616179679,-0.0713806607604334,-0.554234293015077,0.0325048710007838,-0.00308367014413234,-0.958852965609846,0.273885011682058,-0.281161714094104,-0.0345044902926961,-0.642576690265569,-0.130847290229334,148.943077252397,3.33899962199675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,-0.869560879447748,0.0347007993223177,-0.0677071456278188,0.563741971257638,-0.0563225982708921,-0.00478763025360948,-0.467706886368851,-0.172928548413699,-0.706767140982318,-0.132434635168405,-0.817239727896703,-0.0728158731180761,-93.2241051519383,-2.82299641495233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-0.380228087704802,-0.00598423686259461,-0.0649386825756162,0.278473861447686,-0.0713929628773808,-0.00566746346570829,-0.785071088668615,-0.146524430743426,-1.06170510883181,-0.116364262145379,-0.709065524422909,-0.0855368894009747,-72.9521471696941,-3.64794500110388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0.151034365311462,-0.0104897126453281,-0.100046737540453,0.358432188555053,-0.0501324963282253,-0.00604121721054096,-0.47334453675829,-0.148585578261049,-1.3130044525028,-0.0975944629274823,-0.927235653770392,-0.0704510521628196,-86.9916035343209,-3.34625954672974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.41738628714019,-0.0318804450998929,-0.0414783274677558,1.29738515066216,0.0336689881257888,0.000701148123402267,1.36893843735874,0.0140012515160095,-0.094837493160437,0.071055353791466,-0.0886261432989777,0.050551355649463,33.5019582094105,-6.20423038514142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,-1.24254243867806,-0.0681154474452733,0.0399439033604604,0.102059697977984,0.0048488716787185,-0.00184713839473638,-0.700023568945758,-0.154758518361431,0.23749413327582,0.0209636579408886,-0.111643587504116,-0.0732099161324292,63.3746670885203,-3.14230839245828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0.894707217165979,-0.241499730598375,0.0859248173597333,0.0794384032709656,0.019301857594793,-0.00081762458308247,0.367736996946198,0.0288181615898429,1.57579938200836,-0.0526915050008277,0.0421678362378959,0.0300470027361254,45.2886338144061,7.86966081259182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,-1.72925563869279,-0.0707748986706648,0.0572683366507435,0.364812726280287,-0.0254946498034583,-0.00662193594488539,0.0287923575243276,0.113769888350073,1.25878807819305,0.0635953425464105,0.420607205126575,-0.0899248862625365,-108.651445162684,-0.348035691749636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,0.187175034216557,-0.111182738040826,0.00572258948648027,1.14989032814043,-0.00630943763443703,0.00551414234426707,-0.17317661170369,-0.169699621128222,1.64390083165522,0.00288262807954693,-0.0231746035622322,-0.185987296927401,-63.8455527632342,2.77244221055717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,-2.59221581181881,-0.0372963086020305,0.0149502328113636,0.244898784943085,0.00253932585305794,-0.00167378159974065,-0.349307671429511,0.109663203576993,1.24501793561469,0.202201097328489,-0.214124487803606,-0.0459544754006852,-147.432147415355,1.19970495863866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
