"par" "val"
"b01_pop" 4.55251710145482
"b11_pop" -0.1536038362623
"b21_pop" -0.160520519119085
"a1_pop" 5.25162098347439
"b02_pop" 7.40111301320112
"b12_pop" 0.00250757345983598
"b03_pop" 4.20811201931365
"b13_pop" -0.160197140191394
"p1_pop" 0.0265046991281368
"g1_pop" 0.107427690978902
"p2_pop" 0.748146552640545
"g2_pop" 0.140806127360438
"alpha11_pop" 0.219290230617327
"alpha12_pop" -12.5177395119737
"alpha13_pop" 0.876475560668448
"alpha21_pop" -0.105987781333751
"alpha22_pop" 3.13058404834059
"alpha23_pop" -0.277104878175847
"omega_a1" 1.0394207039798
"omega_b01" 2.02454346167952
"omega_b02" 0.0402650573416657
"omega_b03" 0.915271009652723
"omega_b11" 0.107833609340801
"omega_b12" 0.00456862462532155
"omega_b13" 0.156717917581917
"omega_b21" 0.0639819680370209
"b_1" 0.298621637774763
"a_2" 0.0486873971964037
"a_3" 0.741761376895467
