"par" "val"
"b01_pop" 4.69294674771225
"b11_pop" -0.130977513651797
"b21_pop" -0.144146815255377
"a1_pop" 4.03880636925938
"b02_pop" 7.40134065560692
"b12_pop" 0.00371054221301258
"b03_pop" 4.11587852281689
"b13_pop" -0.16851144630534
"p1_pop" 0.046631972606401
"g1_pop" 0.0751301839363682
"p2_pop" 0.690814038762349
"g2_pop" 0.12716927613547
"alpha11_pop" 0.228131927139322
"alpha12_pop" -14.4017592092712
"alpha13_pop" 0.539887016045676
"alpha21_pop" -0.0517044773565606
"alpha22_pop" 3.15581136331592
"alpha23_pop" -0.170579314219191
"omega_a1" 1.25065602857616
"omega_b01" 2.1275054418156
"omega_b02" 0.0448139917747064
"omega_b03" 0.881051684474671
"omega_b11" 0.106941516274625
"omega_b12" 0.00500640676065426
"omega_b13" 0.159646552294621
"omega_b21" 0.0639546212140142
"b_1" 0.318853905260126
"a_2" 0.0494794109732291
"a_3" 0.695973709370117
