"par" "val"
"b01_pop" 4.68992649633484
"b11_pop" -0.144599819986182
"b21_pop" -0.134173974990604
"a1_pop" 3.8054130654939
"b02_pop" 7.40274216749386
"b12_pop" 0.00259757949059435
"b03_pop" 4.09660360669775
"b13_pop" -0.137682110928645
"p1_pop" 0.0397541520931923
"g1_pop" 0.116960661360172
"p2_pop" 0.793537613744805
"g2_pop" 0.143493172681452
"alpha11_pop" 0.121502306263341
"alpha12_pop" -12.300947758206
"alpha13_pop" 0.590077637734416
"alpha21_pop" -0.0744108019867322
"alpha22_pop" 5.10817904353605
"alpha23_pop" -0.219594308528254
"omega_a1" 0.968342489557801
"omega_b01" 2.04023453662284
"omega_b02" 0.0400102404338472
"omega_b03" 0.851601955975772
"omega_b11" 0.108866395690122
"omega_b12" 0.00522628790800952
"omega_b13" 0.154337085850988
"omega_b21" 0.0612378575190634
"b_1" 0.305276778490337
"a_2" 0.0500894959748749
"a_3" 0.696808341674557
