"par" "val"
"b01_pop" 4.57387489763242
"b11_pop" -0.131881594373944
"b21_pop" -0.153443938708933
"a1_pop" 4.68617333734311
"b02_pop" 7.40365257053093
"b12_pop" 0.00269638608027572
"b03_pop" 4.09958788696943
"b13_pop" -0.144525996089074
"p1_pop" 0.0645884975685449
"g1_pop" 0.103874564642346
"p2_pop" 0.743176234504228
"g2_pop" 0.119511607626178
"alpha11_pop" 0.118472627160136
"alpha12_pop" -8.17175351153021
"alpha13_pop" 0.529320417274764
"alpha21_pop" -0.115061043022394
"alpha22_pop" 4.10425508801484
"alpha23_pop" -0.197741856423282
"omega_a1" 0.684243928420137
"omega_b01" 2.02636712618288
"omega_b02" 0.039467274172236
"omega_b03" 0.894631342785543
"omega_b11" 0.113406410592927
"omega_b12" 0.00544566302536996
"omega_b13" 0.150120381870186
"omega_b21" 0.0738579854673019
"b_1" 0.298516717517957
"a_2" 0.050517598775716
"a_3" 0.702841743778875
