"par" "val"
"b01_pop" 4.53386404410968
"b11_pop" -0.130677864812618
"b21_pop" -0.13466010892746
"a1_pop" 5.79347522682348
"b02_pop" 7.39769261793006
"b12_pop" 0.0029408652415004
"b03_pop" 4.16802078144506
"b13_pop" -0.155067895888287
"p1_pop" 0.0399291284454806
"g1_pop" 0.106041952703121
"p2_pop" 0.728013174821946
"g2_pop" 0.135779299483721
"alpha11_pop" 0.148965825191577
"alpha12_pop" -16.0670532854775
"alpha13_pop" 0.580935580010529
"alpha21_pop" -0.0982346555375868
"alpha22_pop" 5.75394818897712
"alpha23_pop" -0.18974447771218
"omega_a1" 0.634550368489397
"omega_b01" 2.07516734996558
"omega_b02" 0.0411370270726429
"omega_b03" 0.91613715606097
"omega_b11" 0.101459144671227
"omega_b12" 0.00505862427684854
"omega_b13" 0.166731036297155
"omega_b21" 0.0556628001089403
"b_1" 0.309096198156235
"a_2" 0.0493713620704613
"a_3" 0.699972239857365
