"par" "val"
"b01_pop" 4.8084077007313
"b11_pop" -0.155977073660696
"b21_pop" -0.162581954952535
"a1_pop" 4.66725191026119
"b02_pop" 7.40161418982704
"b12_pop" 0.00238760411398148
"b03_pop" 4.23032098420791
"b13_pop" -0.159138424783456
"p1_pop" 0.0303287420714724
"g1_pop" 0.126649621427846
"p2_pop" 0.766240995586556
"g2_pop" 0.118867336277129
"alpha11_pop" 0.166355771172422
"alpha12_pop" -11.8058770556731
"alpha13_pop" 0.68923681955473
"alpha21_pop" -0.0719450406619502
"alpha22_pop" 3.49971416887523
"alpha23_pop" -0.173104709939798
"omega_a1" 0.873021518144337
"omega_b01" 2.01719538867283
"omega_b02" 0.0417840601577105
"omega_b03" 0.89386613584962
"omega_b11" 0.11782303878336
"omega_b12" 0.00469744948448203
"omega_b13" 0.160894461182825
"omega_b21" 0.0703591260970322
"b_1" 0.309663078769274
"a_2" 0.0506668872198529
"a_3" 0.693325666291938
