"par" "val"
"b01_pop" 4.54773138430955
"b11_pop" -0.16332621044692
"b21_pop" -0.163928495010525
"a1_pop" 4.98234466104449
"b02_pop" 7.40001191401107
"b12_pop" 0.00325486441519979
"b03_pop" 4.18314780619485
"b13_pop" -0.145941534475416
"p1_pop" 0.0505964273182625
"g1_pop" 0.0810487627985371
"p2_pop" 0.781000211614396
"g2_pop" 0.170138376671106
"alpha11_pop" 0.138328562910748
"alpha12_pop" -12.3374696246565
"alpha13_pop" 0.582083587100485
"alpha21_pop" -0.11579330593279
"alpha22_pop" 6.31076362983644
"alpha23_pop" -0.237204244558094
"omega_a1" 0.720812638120522
"omega_b01" 1.80043693383398
"omega_b02" 0.0402078611247115
"omega_b03" 0.849399007612202
"omega_b11" 0.10631395290553
"omega_b12" 0.00538028262106589
"omega_b13" 0.160384910780292
"omega_b21" 0.0729330024770934
"b_1" 0.310752340547606
"a_2" 0.0498864229620368
"a_3" 0.715391350988886
