"par" "val"
"b01_pop" 4.607697538838
"b11_pop" -0.0830834780259518
"b21_pop" -0.112069672877154
"a1_pop" 4.14072239105328
"b02_pop" 7.40054797961216
"b12_pop" 0.00328480236588913
"b03_pop" 4.14914424185513
"b13_pop" -0.159050045521002
"p1_pop" 0.0431296631639707
"g1_pop" 0.0969733172724529
"p2_pop" 0.752873258727503
"g2_pop" 0.129207900007755
"alpha11_pop" 0.143709692550617
"alpha12_pop" -11.1187892433516
"alpha13_pop" 0.584135078462934
"alpha21_pop" -0.131744064391131
"alpha22_pop" 3.09578854269933
"alpha23_pop" -0.194490549782965
"omega_a1" 0.857770747004417
"omega_b01" 1.88479811019812
"omega_b02" 0.0420461532788409
"omega_b03" 0.915209386212394
"omega_b11" 0.0741273631221944
"omega_b12" 0.00492601035226273
"omega_b13" 0.159027843547124
"omega_b21" 0.055019645050169
"b_1" 0.311818386004271
"a_2" 0.0515570941128979
"a_3" 0.71540286279619
