"par" "val"
"b01_pop" 4.41929089671279
"b11_pop" -0.12686132554607
"b21_pop" -0.152924288875119
"a1_pop" 4.866837879534
"b02_pop" 7.39867550201321
"b12_pop" 0.00278800755051221
"b03_pop" 4.21241370559257
"b13_pop" -0.151696699397092
"p1_pop" 0.00909511351853908
"g1_pop" 0.179295032286118
"p2_pop" 0.780704543269924
"g2_pop" 0.136515934291935
"alpha11_pop" 0.217216664008153
"alpha12_pop" -21.812342248848
"alpha13_pop" 0.859055842318902
"alpha21_pop" 5.17226814442615e-06
"alpha22_pop" 4.04540642957148
"alpha23_pop" -0.201739028328697
"omega_a1" 0.834471986134743
"omega_b01" 1.9272486000417
"omega_b02" 0.0339794368237523
"omega_b03" 0.924229462234931
"omega_b11" 0.0881398432211668
"omega_b12" 0.00503493970883129
"omega_b13" 0.142768138196067
"omega_b21" 0.0774116460176489
"b_1" 0.314978652855315
"a_2" 0.0510027178155392
"a_3" 0.707386028320033
