"par" "val"
"b01_pop" 4.3908010703601
"b11_pop" -0.130162457662647
"b21_pop" -0.165547103894576
"a1_pop" 5.33749784007521
"b02_pop" 7.3970223376177
"b12_pop" 0.00225297778924789
"b03_pop" 4.14685560280535
"b13_pop" -0.166023829212751
"p1_pop" 0.0173866941831733
"g1_pop" 0.204002037966383
"p2_pop" 0.719437793458414
"g2_pop" 0.106547857076098
"alpha11_pop" 0.178227740682295
"alpha12_pop" -16.020527734284
"alpha13_pop" 0.754673588491159
"alpha21_pop" 1.44258186987633e-07
"alpha22_pop" -2.99458091989894e-05
"alpha23_pop" 1.02962858911384e-06
"omega_a1" 0.850484118124175
"omega_b01" 1.96995120807348
"omega_b02" 0.0421471174308807
"omega_b03" 0.860652561691822
"omega_b11" 0.0924142378999367
"omega_b12" 0.00505530238032575
"omega_b13" 0.13876440546063
"omega_b21" 0.0488424172092524
"b_1" 0.313212372048758
"a_2" 0.0503880255761858
"a_3" 0.710859646754358
