"par" "val"
"b01_pop" 4.55739173366314
"b11_pop" -0.141998754577775
"b21_pop" -0.155858080301608
"a1_pop" 5.40760171447169
"b02_pop" 7.39764657216992
"b12_pop" 0.00358237114293114
"b03_pop" 4.14959985997045
"b13_pop" -0.143628799005385
"p1_pop" 0.0311572299011506
"g1_pop" 0.130111121882429
"p2_pop" 0.717872006699541
"g2_pop" 0.123160895583326
"alpha11_pop" 0.17779667040527
"alpha12_pop" -10.5425575685206
"alpha13_pop" 0.681446102735065
"alpha21_pop" -0.0931503503776997
"alpha22_pop" 2.20032891532431
"alpha23_pop" -0.186061135412794
"omega_a1" 0.778934161427187
"omega_b01" 1.91840500766086
"omega_b02" 0.042068410965508
"omega_b03" 0.983775888286035
"omega_b11" 0.108472744715955
"omega_b12" 0.00470240672216707
"omega_b13" 0.154423661183204
"omega_b21" 0.0716944146712282
"b_1" 0.303018346395925
"a_2" 0.0489680840321572
"a_3" 0.702570956303683
