"par" "val"
"b01_pop" 4.60748467992686
"b11_pop" -0.0940404745321549
"b21_pop" -0.118337850040672
"a1_pop" 4.74695095892495
"b02_pop" 7.40279860491524
"b12_pop" 0.00305061716860521
"b03_pop" 4.34704422168353
"b13_pop" -0.152946113527289
"p1_pop" 0.0372078764364682
"g1_pop" 0.11299451782553
"p2_pop" 0.768011637470502
"g2_pop" 0.14192772825763
"alpha11_pop" 0.129973470622795
"alpha12_pop" -16.5978460375908
"alpha13_pop" 0.480012362653844
"alpha21_pop" -0.117464818810648
"alpha22_pop" 4.54860930708611
"alpha23_pop" -0.133790715924524
"omega_a1" 1.11343116482064
"omega_b01" 1.86364025485159
"omega_b02" 0.0431463519310608
"omega_b03" 0.943889365736179
"omega_b11" 0.0912380111596734
"omega_b12" 0.00477994559316021
"omega_b13" 0.144192015820706
"omega_b21" 0.0520124744314812
"b_1" 0.307709081162579
"a_2" 0.0501741124437116
"a_3" 0.687729727126639
