"par" "val"
"b01_pop" 4.1803799905425
"b11_pop" -0.0940387931070719
"b21_pop" -0.135523610868915
"a1_pop" 5.8393118905361
"b02_pop" 7.39789191678936
"b12_pop" 0.00266885709679966
"b03_pop" 4.28499257963495
"b13_pop" -0.153901815962761
"p1_pop" 0.0239904101938345
"g1_pop" 0.173467018856784
"p2_pop" 0.734276480402248
"g2_pop" 0.130692961668424
"alpha11_pop" 0.183474491087196
"alpha12_pop" -11.3457924334437
"alpha13_pop" 0.79590615676592
"alpha21_pop" -0.149558227125986
"alpha22_pop" -7.03896011268578e-05
"alpha23_pop" -0.224950213928123
"omega_a1" 0.908494109905691
"omega_b01" 1.848343892362
"omega_b02" 0.0392567701066698
"omega_b03" 0.919873907362974
"omega_b11" 0.0863748780946785
"omega_b12" 0.00501580335502132
"omega_b13" 0.165491130976442
"omega_b21" 0.0592875706776376
"b_1" 0.314978677932552
"a_2" 0.0510323670762028
"a_3" 0.730290267635716
