"par" "val"
"b01_pop" 4.562438162185
"b11_pop" -0.132334644464095
"b21_pop" -0.159197001859122
"a1_pop" 4.65624282584288
"b02_pop" 7.39904029486662
"b12_pop" 0.00282839588897153
"b03_pop" 4.19197487254605
"b13_pop" -0.150619093769556
"p1_pop" 0.0503994744462452
"g1_pop" 0.102709865252234
"p2_pop" 0.768786745774661
"g2_pop" 0.148175950619877
"alpha11_pop" 0.215733447409142
"alpha12_pop" -11.9619625220334
"alpha13_pop" 0.559923575279389
"alpha21_pop" -0.0968185506575168
"alpha22_pop" 5.13537558547202
"alpha23_pop" -0.222141816062272
"omega_a1" 1.28519002543561
"omega_b01" 2.0637374845992
"omega_b02" 0.0412256108369463
"omega_b03" 0.84210258029576
"omega_b11" 0.0964561152263509
"omega_b12" 0.0053269933243012
"omega_b13" 0.155044106725848
"omega_b21" 0.0716957705661975
"b_1" 0.315975282097496
"a_2" 0.0495507164549078
"a_3" 0.673546404058669
