"par" "val"
"b01_pop" 4.63377365106618
"b11_pop" -0.142356641940836
"b21_pop" -0.15425985152061
"a1_pop" 5.45898355286671
"b02_pop" 7.39756707996616
"b12_pop" 0.00253024708581685
"b03_pop" 4.14064171733304
"b13_pop" -0.151129927167259
"p1_pop" 0.0365661494418033
"g1_pop" 0.115776426035951
"p2_pop" 0.731619924863389
"g2_pop" 0.147386363669443
"alpha11_pop" 0.156040433898042
"alpha12_pop" -9.10767578845314
"alpha13_pop" 0.702977417528842
"alpha21_pop" -0.0752739453975336
"alpha22_pop" 4.04275059122744
"alpha23_pop" -0.249864756334541
"omega_a1" 0.809476137459656
"omega_b01" 1.88589256537112
"omega_b02" 0.0416077468895405
"omega_b03" 0.816785254243121
"omega_b11" 0.0961429182688259
"omega_b12" 0.00547927655181693
"omega_b13" 0.149544395742762
"omega_b21" 0.0637168444331516
"b_1" 0.30615792882925
"a_2" 0.048467764676946
"a_3" 0.692881911926964
