"par" "val"
"b01_pop" 4.39796142582729
"b11_pop" -0.122871209280446
"b21_pop" -0.127848337346965
"a1_pop" 4.57949352855235
"b02_pop" 7.40043967791827
"b12_pop" 0.00294692575347121
"b03_pop" 4.18304415294688
"b13_pop" -0.156028438228677
"p1_pop" 0.0625873256486764
"g1_pop" 0.092567890623461
"p2_pop" 0.756936718290485
"g2_pop" 0.164274667170306
"alpha11_pop" -4.815724355244e-08
"alpha12_pop" -14.529181117637
"alpha13_pop" 0.429810631957575
"alpha21_pop" -0.0746336132854851
"alpha22_pop" 5.30309184009877
"alpha23_pop" -0.175423254720613
"omega_a1" 0.992792699045767
"omega_b01" 2.14474014989256
"omega_b02" 0.0406822636207307
"omega_b03" 0.885583978248178
"omega_b11" 0.0845641725768918
"omega_b12" 0.00525752858739502
"omega_b13" 0.160332244489389
"omega_b21" 0.0669500880274512
"b_1" 0.311202590037981
"a_2" 0.0497895364873793
"a_3" 0.723854459172413
