"par" "val"
"b01_pop" 4.63950797709699
"b11_pop" -0.155977081288488
"b21_pop" -0.173332645103921
"a1_pop" 3.91281165884508
"b02_pop" 7.40195746190407
"b12_pop" 0.00230681221436515
"b03_pop" 4.29298188220241
"b13_pop" -0.139899693535393
"p1_pop" 0.0507458905437131
"g1_pop" 0.128016235933536
"p2_pop" 0.75972915462153
"g2_pop" 0.11871426627912
"alpha11_pop" 0.158658172838223
"alpha12_pop" -16.311147788348
"alpha13_pop" 0.493731990185413
"alpha21_pop" -0.10465063258275
"alpha22_pop" 4.09258272695208
"alpha23_pop" -0.162763210739074
"omega_a1" 0.910024888204688
"omega_b01" 2.13525350922509
"omega_b02" 0.0405984269830257
"omega_b03" 0.889305863457995
"omega_b11" 0.115652542671622
"omega_b12" 0.00545780746081851
"omega_b13" 0.154214542544655
"omega_b21" 0.0795446614052297
"b_1" 0.306293005508129
"a_2" 0.0502469278896548
"a_3" 0.689894938500256
