"par" "val"
"b01_pop" 4.68029750380203
"b11_pop" -0.122988471369038
"b21_pop" -0.137981966722835
"a1_pop" 4.44372508300296
"b02_pop" 7.40213079490759
"b12_pop" 0.0029145537349366
"b03_pop" 4.14754988092344
"b13_pop" -0.158690007744309
"p1_pop" 0.0616005227927739
"g1_pop" 0.115200345880161
"p2_pop" 0.706917622413571
"g2_pop" 0.14096672130635
"alpha11_pop" 0.0969530337631131
"alpha12_pop" -5.30211311472287
"alpha13_pop" 0.568664065033181
"alpha21_pop" -0.0679311050771502
"alpha22_pop" 2.65662219197877
"alpha23_pop" -0.191635482140223
"omega_a1" 1.15320334399592
"omega_b01" 1.85642797596859
"omega_b02" 0.0403972439115224
"omega_b03" 1.00293367288749
"omega_b11" 0.0846308373752179
"omega_b12" 0.00459259242030128
"omega_b13" 0.165304684739867
"omega_b21" 0.0561770466764234
"b_1" 0.293152057885416
"a_2" 0.0506075966763912
"a_3" 0.681417919008944
